,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
294_satellite_image,"('SMM', 'DyS', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.0923356  0.09220328 0.09211548 0.09193799 0.09179218 0.09163697
 0.09132438 0.09108847 0.08872399 0.08871727 0.0881244 ]","(np.float64(1.0171833147044684), np.float64(1.0157257134064877), np.float64(1.0147584848652476), np.float64(1.0128032655437138), np.float64(1.0111969245107955), np.float64(1.00948711447895), np.float64(1.0060436249206082), np.float64(1.003444735029246), np.float64(0.9773972817619409), np.float64(0.9773232373444597), np.float64(0.9707920835948239))","('SMM', 'DyS', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'HDy', 'CC', 'PCC')","[0.09126992 0.09120916 0.0912041  0.09116866 0.0910826  0.09107754
 0.09107754 0.09092566 0.09076366 0.09035359 0.08986758]","(np.float64(1.0039880214766166), np.float64(1.003319747855868), np.float64(1.0032640583874721), np.float64(1.0028742321087023), np.float64(1.0019275111459751), np.float64(1.0018718216775793), np.float64(1.0018718216775793), np.float64(1.0002011376257083), np.float64(0.9984190746370452), np.float64(0.9939082276969925), np.float64(0.9885620387310039))"
2dplanes,"('SORD', 'HDy', 'SMM', 'DyS', 'MS', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.0937846  0.09347682 0.09336554 0.09321854 0.09266682 0.0918303
 0.09167476 0.09161742 0.08676683 0.08596028 0.08563809]","(np.float64(1.0337786699372224), np.float64(1.0303860605213528), np.float64(1.0291594219213809), np.float64(1.027539113824236), np.float64(1.0214574902126679), np.float64(1.012236643997288), np.float64(1.0105221003507876), np.float64(1.0098900141851754), np.float64(0.9564225239574162), np.float64(0.947531971127068), np.float64(0.9439804601632784))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09272706 0.0924696  0.09237502 0.09231723 0.09214909 0.09208604
 0.09208604 0.09206502 0.0898057  0.08723638 0.08468281]","(np.float64(1.0207308086746767), np.float64(1.0178967368562808), np.float64(1.016855649249523), np.float64(1.0162194290453932), np.float64(1.0143686066333792), np.float64(1.0136745482288743), np.float64(1.0136745482288743), np.float64(1.0134431954273724), np.float64(0.9885727692659385), np.float64(0.9602898892823537), np.float64(0.9321805238998959))"
30_page-blocks,"('SORD', 'MS', 'MAX', 'DyS', 'SMM', 'ACC', 'CC', 'X', 'HDy', 'PACC', 'PCC')","[0.09130868 0.09129858 0.09128847 0.09127332 0.09117227 0.09116217
 0.0911268  0.09112175 0.09055084 0.08996982 0.08972731]","(np.float64(1.0044280813670936), np.float64(1.0043169271719457), np.float64(1.004205772976668), np.float64(1.0040390416844203), np.float64(1.0029274997358082), np.float64(1.0028163455386945), np.float64(1.0024273058518844), np.float64(1.0023717287593643), np.float64(0.9960915167420135), np.float64(0.9897001505270512), np.float64(0.9870324498485992))","('SORD', 'DyS', 'SMM', 'MS', 'X', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC')","[0.09394357 0.09384283 0.0937898  0.09369436 0.09366254 0.09344514
 0.09330197 0.09309517 0.0874533  0.08237879 0.08139253]","(np.float64(1.0359520146725), np.float64(1.034841030563848), np.float64(1.0342563020856101), np.float64(1.0332037908247824), np.float64(1.0328529537378395), np.float64(1.0304555669770648), np.float64(1.028876800085823), np.float64(1.0265963590206955), np.float64(0.9643812489361979), np.float64(0.908422733568844), np.float64(0.8975467838736215))"
312_scene,"('SMM', 'SORD', 'DyS', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09377602 0.09332932 0.09325404 0.09298523 0.0929009  0.09262091
 0.09181192 0.09103077 0.08708635 0.08618288 0.08502165]","(np.float64(1.0346213962336277), np.float64(1.0296930217981621), np.float64(1.0288624057737668), np.float64(1.0258966988386167), np.float64(1.0249662609512973), np.float64(1.0218771317364417), np.float64(1.012951658482456), np.float64(1.00433332148545), np.float64(0.9608149057575326), np.float64(0.9508470117827506), np.float64(0.9380352935561459))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'ACC', 'HDy', 'X', 'CC', 'PACC', 'PCC')","[0.0921964  0.09211389 0.09203654 0.09201591 0.09194887 0.09184574
 0.09173229 0.09151055 0.09050499 0.08877233 0.08532249]","(np.float64(1.0146309173743444), np.float64(1.0137229139795074), np.float64(1.0128716607968482), np.float64(1.0126446599481391), np.float64(1.0119069071898341), np.float64(1.010771902946288), np.float64(1.0095233982783873), np.float64(1.0070831391547634), np.float64(0.9960168477801901), np.float64(0.9769487764886176), np.float64(0.9389828845420037))"
375_JapaneseVowels,"('SORD', 'SMM', 'DyS', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09892178 0.09857165 0.09831489 0.09736954 0.09657591 0.0955722
 0.09351226 0.09171492 0.08194044 0.07538715 0.07211927]","(np.float64(1.0998172716613435), np.float64(1.0959244994625352), np.float64(1.0930697998484167), np.float64(1.082559314908433), np.float64(1.073735697922308), np.float64(1.0625764176172177), np.float64(1.0396739411734512), np.float64(1.0196910438804339), np.float64(0.9110178199665768), np.float64(0.8381581002936136), np.float64(0.8018255597617385))","('DyS', 'MAX', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09227696 0.0919225  0.09191222 0.09186085 0.09185058 0.09183003
 0.09159372 0.09141906 0.09039678 0.08791557 0.08702172]","(np.float64(1.0153756462311507), np.float64(1.0114753360958402), np.float64(1.01136228362815), np.float64(1.010797021289699), np.float64(1.010683968822009), np.float64(1.0104578638866286), np.float64(1.007857657129755), np.float64(1.0059357651790224), np.float64(0.9946870446438508), np.float64(0.9673848736966765), np.float64(0.9575493090076324))"
40474_thyroid-allbp,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867302852), np.float64(1.0314200476635245), np.float64(1.0304701226617146), np.float64(1.0296983085926685), np.float64(1.024770572649252), np.float64(1.022811352333765), np.float64(1.0165180991961578), np.float64(1.0114716226172646), np.float64(0.9792335428542361), np.float64(0.9350620302707568), np.float64(0.9038926161484577))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40475_thyroid-allhyper,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867302852), np.float64(1.0314200476635245), np.float64(1.0304701226617146), np.float64(1.0296983085926685), np.float64(1.024770572649252), np.float64(1.022811352333765), np.float64(1.0165180991961578), np.float64(1.0114716226172646), np.float64(0.9792335428542361), np.float64(0.9350620302707568), np.float64(0.9038926161484577))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40733_yeast,"('DyS', 'HDy', 'SMM', 'SORD', 'MAX', 'X', 'MS', 'ACC', 'CC', 'PACC', 'PCC')","[0.0945686  0.09413509 0.09403338 0.09400426 0.09353317 0.09333472
 0.09115124 0.08988447 0.08539098 0.08517543 0.08478866]","(np.float64(1.043590539913344), np.float64(1.0388066619385552), np.float64(1.037684253354647), np.float64(1.0373628757924176), np.float64(1.0321642401749678), np.float64(1.0299742970860173), np.float64(1.0058789544988374), np.float64(0.9918998420733721), np.float64(0.9423129144325174), np.float64(0.9399342912912024), np.float64(0.9356661523462788))","('DyS', 'SORD', 'SMM', 'HDy', 'X', 'MAX', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09858786 0.09808432 0.09789333 0.09787018 0.09737243 0.09675893
 0.09104642 0.08670561 0.08432105 0.07991658 0.07144331]","(np.float64(1.094640186093357), np.float64(1.0890493471374603), np.float64(1.0869286840852233), np.float64(1.0866716340182854), np.float64(1.0811450575791233), np.float64(1.074333230805272), np.float64(1.0109061267883734), np.float64(0.9627092392375385), np.float64(0.9362330823429469), np.float64(0.8873293071080329), np.float64(0.7932489826088036))"
44_spambase,"('MS', 'SMM', 'DyS', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09288228 0.09285056 0.09278713 0.09277656 0.09236423 0.0922638
 0.09201535 0.09185676 0.08842602 0.08760666 0.08417064]","(np.float64(1.0225909297084668), np.float64(1.0222417386889684), np.float64(1.0215433566500995), np.float64(1.0214269596430776), np.float64(1.0168874763871132), np.float64(1.0157817048253128), np.float64(1.0130463751711072), np.float64(1.0113004200738216), np.float64(0.9735295914453125), np.float64(0.9645088234376423), np.float64(0.9266797963075208))","('DyS', 'MS', 'MAX', 'SMM', 'SORD', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09216335 0.09201861 0.09200827 0.09200827 0.09196692 0.09195658
 0.09170328 0.09163608 0.08975446 0.08839494 0.08638925]","(np.float64(1.0141793963578294), np.float64(1.0125866550958689), np.float64(1.0124728878628717), np.float64(1.0124728878628717), np.float64(1.0120178189308833), np.float64(1.0119040516978859), np.float64(1.009116754489455), np.float64(1.0083772674749736), np.float64(0.987671631069488), np.float64(0.9727112399303597), np.float64(0.9506403967289074))"
4538_GesturePhaseSegmentationProcessed,"('DyS', 'SORD', 'MS', 'SMM', 'MAX', 'X', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.09408311 0.09387988 0.09382438 0.09343594 0.09343011 0.09312311
 0.09194164 0.091431   0.08663741 0.08491176 0.08330165]","(np.float64(1.0390271045526271), np.float64(1.0367827661488909), np.float64(1.0361697825136647), np.float64(1.0318799790581943), np.float64(1.0318156477202969), np.float64(1.0284251486062175), np.float64(1.0153774016703725), np.float64(1.0097380044335078), np.float64(0.9567989968940392), np.float64(0.9377413228725048), np.float64(0.9199597600457132))","('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09731333 0.0971446  0.09689442 0.09658605 0.09623696 0.09606242
 0.09305441 0.09155914 0.08419332 0.07909659 0.07185876]","(np.float64(1.0795761511932604), np.float64(1.0777043203651013), np.float64(1.0749288470681762), np.float64(1.071507914864989), np.float64(1.067635161427419), np.float64(1.0656987847086339), np.float64(1.0323285592549039), np.float64(1.0157402653639782), np.float64(0.9340251678312466), np.float64(0.8774829676427214), np.float64(0.7971878797037657))"
60_waveform-5000,"('DyS', 'SORD', 'HDy', 'MAX', 'MS', 'X', 'SMM', 'ACC', 'PCC', 'CC', 'PACC')","[0.09447865 0.09361578 0.09353078 0.09334413 0.09252784 0.09185149
 0.09156213 0.09068258 0.08696267 0.08622874 0.08521522]","(np.float64(1.0422506650914498), np.float64(1.0327317789541708), np.float64(1.0317941111170155), np.float64(1.029735081494266), np.float64(1.020730127478647), np.float64(1.0132688551973128), np.float64(1.0100768219821397), np.float64(1.000373880530361), np.float64(0.9593373530203773), np.float64(0.9512409937495938), np.float64(0.9400601528170798))","('DyS', 'SORD', 'MAX', 'MS', 'SMM', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09294407 0.09276558 0.09275508 0.09267633 0.09262383 0.09197812
 0.09154765 0.09101218 0.08961051 0.08788335 0.08420331]","(np.float64(1.0231786474347506), np.float64(1.021213734956604), np.float64(1.0210981518696542), np.float64(1.0202312787175305), np.float64(1.0196533632827816), np.float64(1.012545003435368), np.float64(1.0078060968704263), np.float64(1.0019113594359859), np.float64(0.9864810173281867), np.float64(0.9674675995249435), np.float64(0.926955727549036))"
679_rmftsa_sleepdata,"('DyS', 'HDy', 'SORD', 'MAX', 'X', 'SMM', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09674024 0.0965776  0.09570812 0.09521283 0.09394397 0.09361483
 0.09124412 0.08888683 0.08420276 0.08372817 0.08014053]","(np.float64(1.0698526132049941), np.float64(1.0680540272295036), np.float64(1.0584383402541926), np.float64(1.0529609180420192), np.float64(1.0389285567027762), np.float64(1.035288654624326), np.float64(1.0090708685830219), np.float64(0.9830016037458454), np.float64(0.9312002797656613), np.float64(0.9259518201982414), np.float64(0.8862760670416653))","('DyS', 'HDy', 'SORD', 'MAX', 'MS', 'SMM', 'PCC', 'X', 'ACC', 'CC', 'PACC')","[0.10035955 0.10024677 0.09831179 0.09798533 0.09725526 0.09350994
 0.08648819 0.08536638 0.08441076 0.08257667 0.07348936]","(np.float64(1.1132974734911214), np.float64(1.112046447713929), np.float64(1.090581479115779), np.float64(1.086960088708116), np.float64(1.0788613428873415), np.float64(1.0373141183921495), np.float64(0.9594213028964098), np.float64(0.9469768885864397), np.float64(0.9363760912112797), np.float64(0.9160304614664077), np.float64(0.8152241212094531))"
AedesQuinx,"('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'PACC', 'PCC', 'CC')","[0.09482467 0.09447945 0.09432323 0.09412372 0.09397255 0.09390073
 0.09250161 0.09230503 0.08341446 0.08334988 0.08280468]","(np.float64(1.0473205492971185), np.float64(1.043507633466726), np.float64(1.0417822113495643), np.float64(1.0395786485992957), np.float64(1.0379090929031136), np.float64(1.0371157828630415), np.float64(1.0216628136068011), np.float64(1.0194916129443732), np.float64(0.9212969652524617), np.float64(0.920583636037829), np.float64(0.9145620526989601))","('DyS', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC')","[0.09291319 0.09289732 0.09282856 0.09281798 0.09256939 0.09240543
 0.09239485 0.09150099 0.08851793 0.0874125  0.08374186]","(np.float64(1.0230295221168282), np.float64(1.0228548131059203), np.float64(1.0220977407253187), np.float64(1.02198126805138), np.float64(1.0192441602138207), np.float64(1.0174388337677711), np.float64(1.0173223610938327), np.float64(1.0074804201460132), np.float64(0.9746351260953035), np.float64(0.9624637316687105), np.float64(0.9220477138119858))"
AedesSex,"('DyS', 'SORD', 'SMM', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09314242 0.09299028 0.09291796 0.09279966 0.09239974 0.09239278
 0.09211907 0.09161729 0.08764403 0.08643623 0.08554053]","(np.float64(1.026469945640392), np.float64(1.0247933253740809), np.float64(1.023996313221693), np.float64(1.0226925545880265), np.float64(1.0182853235705667), np.float64(1.01820863605436), np.float64(1.0151921498049137), np.float64(1.0096623011639263), np.float64(0.9658753296376231), np.float64(0.9525648264880274), np.float64(0.9426938092689569))","('SORD', 'DyS', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09123342 0.09122835 0.09122328 0.09118781 0.09114727 0.09107632
 0.09107632 0.09085841 0.09080774 0.09053915 0.08962191]","(np.float64(1.003590937478585), np.float64(1.0035351921162836), np.float64(1.0034794467539823), np.float64(1.0030892292178732), np.float64(1.0026432663194629), np.float64(1.001862831247245), np.float64(1.0018628312472448), np.float64(0.9994657806682896), np.float64(0.9989083270452769), np.float64(0.9959538228433085), np.float64(0.9858639122667755))"
ArabicDigit,"('DyS', 'SORD', 'HDy', 'MAX', 'MS', 'SMM', 'X', 'ACC', 'PCC', 'CC', 'PACC')","[0.09439524 0.09367789 0.09345012 0.09330279 0.09237472 0.09129043
 0.0912649  0.09112186 0.0867792  0.08638096 0.0859619 ]","(np.float64(1.0413152647193822), np.float64(1.0334018690417206), np.float64(1.030889226554807), np.float64(1.0292639336122815), np.float64(1.0190259948759404), np.float64(1.0070647008057143), np.float64(1.0067830661609298), np.float64(1.0052051560344035), np.float64(0.9572994385006508), np.float64(0.9529062681509388), np.float64(0.9482834282078962))","('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'CC', 'X', 'ACC', 'MAX', 'PACC', 'PCC')","[0.09119212 0.09113662 0.09106597 0.09102561 0.09101551 0.09091964
 0.09084395 0.09077331 0.09077331 0.09073799 0.09051597]","(np.float64(1.0031174245382846), np.float64(1.0025068634197418), np.float64(1.0017297856325054), np.float64(1.001285741182656), np.float64(1.0011747300701936), np.float64(1.0001201245018012), np.float64(0.999287541158334), np.float64(0.9985104633710973), np.float64(0.9985104633710973), np.float64(0.9981219244774792), np.float64(0.9956796800033079))"
BNG,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.004319293443871), np.float64(1.003149286624671), np.float64(1.0030935720142702), np.float64(1.0026478551307643), np.float64(1.002480711299055), np.float64(1.0019235651947431), np.float64(1.0009764168175215), np.float64(1.0006421291548406), np.float64(0.998803547009396), np.float64(0.9936778028481397), np.float64(0.9884963440763581))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
BNG_breast-w,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.004319293443871), np.float64(1.003149286624671), np.float64(1.0030935720142702), np.float64(1.0026478551307643), np.float64(1.002480711299055), np.float64(1.0019235651947431), np.float64(1.0009764168175215), np.float64(1.0006421291548406), np.float64(0.998803547009396), np.float64(0.9936778028481397), np.float64(0.9884963440763581))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,"('HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'CC', 'PCC', 'MS', 'X', 'PACC')","[0.09319821 0.09283699 0.09277908 0.09220201 0.09171443 0.09145188
 0.09138562 0.09131415 0.09007055 0.08946021 0.08358686]","(np.float64(1.0274141342627803), np.float64(1.0234321219442988), np.float64(1.0227937155471913), np.float64(1.0164321025594247), np.float64(1.0110569671695744), np.float64(1.008162685383328), np.float64(1.0074322421412), np.float64(1.006644289477846), np.float64(0.9929349343240396), np.float64(0.9862065216695399), np.float64(0.9214589549385207))","('PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09631362 0.09517931 0.09495638 0.09291068 0.09230746 0.09213043
 0.09137641 0.09035356 0.08622282 0.08618348 0.08206585]","(np.float64(1.0615808735384893), np.float64(1.0490783232291412), np.float64(1.046621174613431), np.float64(1.0240732226104439), np.float64(1.0174244675326405), np.float64(1.0154732024554587), np.float64(1.0071622586082036), np.float64(0.9958882826067104), np.float64(0.9503587641391407), np.float64(0.9499251496775448), np.float64(0.9045401693638402))"
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,"('HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'CC', 'PCC', 'MS', 'X', 'PACC')","[0.09337171 0.09290131 0.09284266 0.09228738 0.09175569 0.09151287
 0.09133883 0.09104455 0.09011793 0.08947321 0.08335386]","(np.float64(1.029367365625563), np.float64(1.024181459512705), np.float64(1.0235348607487815), np.float64(1.0174132972337238), np.float64(1.0115517208022045), np.float64(1.0088747903946105), np.float64(1.006956086759023), np.float64(1.0037118130441154), np.float64(0.9934963990658758), np.float64(0.9863887203783255), np.float64(0.9189265672116508))","('PCC', 'CC', 'SMM', 'ACC', 'MS', 'HDy', 'SORD', 'DyS', 'MAX', 'X', 'PACC')","[0.09739535 0.09532938 0.09383287 0.09349517 0.09125041 0.09080013
 0.09054189 0.09029026 0.08796604 0.08613183 0.08296666]","(np.float64(1.0732254955262441), np.float64(1.050460002982915), np.float64(1.0339696141534527), np.float64(1.0302483317184854), np.float64(1.005512748474291), np.float64(1.0005510385610017), np.float64(0.9977053519930854), np.float64(0.9949326317474233), np.float64(0.9693214526361782), np.float64(0.9491097813717483), np.float64(0.914231879334212))"
HTRU,"('DyS', 'SORD', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'HDy', 'PACC', 'PCC', 'CC')","[0.09420816 0.09417292 0.09410378 0.09406007 0.09403879 0.09382518
 0.09166929 0.09023488 0.08690357 0.08403522 0.08274813]","(np.float64(1.0411406337309155), np.float64(1.0407512583687213), np.float64(1.0399871529170046), np.float64(1.0395041018175224), np.float64(1.0392689107549322), np.float64(1.0369082362389874), np.float64(1.0130824128064972), np.float64(0.9972300318106124), np.float64(0.9604140255483408), np.float64(0.9287145692762445), np.float64(0.9144902334954554))","('DyS', 'MS', 'SMM', 'MAX', 'SORD', 'ACC', 'PACC', 'X', 'HDy', 'CC', 'PCC')","[0.09234558 0.09225266 0.09221136 0.0922062  0.09218555 0.09207198
 0.09201004 0.09195325 0.09026007 0.08635232 0.08615099]","(np.float64(1.0163938782038953), np.float64(1.0153711752771473), np.float64(1.0149166406430372), np.float64(1.0148598238137734), np.float64(1.014632556496718), np.float64(1.013382586252915), np.float64(1.01270078430175), np.float64(1.0120757991798484), np.float64(0.9934398791813303), np.float64(0.9504295394286537), np.float64(0.9482136830873664))"
MagicTelescope,"('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.0352345855675034), np.float64(1.0331473187834943), np.float64(1.0318949587136523), np.float64(1.0317756863256458), np.float64(1.0279589699198632), np.float64(1.0268855184329546), np.float64(1.0258120669438842), np.float64(1.0044026733636446), np.float64(0.9648638768566488), np.float64(0.921090910597461), np.float64(0.9167971046415072))","('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567515), np.float64(1.0331473187837963), np.float64(1.0318949587135655), np.float64(1.0317756863259242), np.float64(1.0279589699214107), np.float64(1.0268855184326413), np.float64(1.0258120669438717), np.float64(1.0044026733623033), np.float64(0.9648638768592953), np.float64(0.9210909105950298), np.float64(0.916797104639952))"
abalone,"('DyS', 'MAX', 'SORD', 'SMM', 'HDy', 'X', 'ACC', 'MS', 'PACC', 'PCC', 'CC')","[0.09317225 0.0926477  0.09253847 0.0923437  0.09231188 0.09184634
 0.09167789 0.09136734 0.08802906 0.08706629 0.08699908]","(np.float64(1.0261847971747606), np.float64(1.020407423028714), np.float64(1.0192043994099955), np.float64(1.0170592316639941), np.float64(1.0167087348015784), np.float64(1.011581417295712), np.float64(1.0097261433936713), np.float64(1.006305793358442), np.float64(0.9695384307687525), np.float64(0.9589346430749263), np.float64(0.9581944447290516))","('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'HDy', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09299644 0.09283213 0.09273142 0.09269432 0.0923498  0.09220669
 0.09212719 0.09210069 0.09007068 0.08643999 0.08345064]","(np.float64(1.0240104983687703), np.float64(1.0222012494228527), np.float64(1.0210923549076125), np.float64(1.0206838148230506), np.float64(1.0168902283235455), np.float64(1.01531443085452), np.float64(1.0144389878161726), np.float64(1.014147173470057), np.float64(0.991794194557588), np.float64(0.9518156291397257), np.float64(0.9188989708978657))"
ailerons,"('DyS', 'SMM', 'MS', 'SORD', 'HDy', 'ACC', 'MAX', 'X', 'CC', 'PACC', 'PCC')","[0.09337606 0.09301813 0.09297119 0.09292801 0.09268132 0.09250428
 0.09240481 0.09215571 0.08709587 0.08698508 0.08387953]","(np.float64(1.0285693800091058), np.float64(1.024626723650918), np.float64(1.024109636215856), np.float64(1.0236340259642074), np.float64(1.0209166017146636), np.float64(1.0189664565006753), np.float64(1.0178707792269575), np.float64(1.0151268413309782), np.float64(0.9593909215992739), np.float64(0.9581705772910963), np.float64(0.9239618616852009))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09236017 0.09210029 0.09210029 0.09198075 0.09178324 0.09172606
 0.09171047 0.09153895 0.09065535 0.08794219 0.08610223]","(np.float64(1.016387388983709), np.float64(1.0135274971172685), np.float64(1.0135274971172685), np.float64(1.0122119468587056), np.float64(1.0100384290402107), np.float64(1.0094092528295942), np.float64(1.0092376593176078), np.float64(1.0073501306857569), np.float64(0.9976264983398595), np.float64(0.9677692272542207), np.float64(0.9475211928398218))"
