,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
294_satellite_image,"('SMM', 'DyS', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.0924899  0.09228254 0.09223362 0.09202485 0.09190311 0.09169458
 0.09135331 0.09107116 0.08864028 0.0885262  0.08778045]","(np.float64(1.0190870679129824), np.float64(1.016802308374956), np.float64(1.0162633504705243), np.float64(1.0139630646250284), np.float64(1.0126216552740201), np.float64(1.0103240265324354), np.float64(1.0065637976003474), np.float64(1.0034549535766903), np.float64(0.9766705775474932), np.float64(0.9754136125345023), np.float64(0.9671967382064833))","('SMM', 'DyS', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'HDy', 'CC', 'PCC')","[0.09126992 0.09120916 0.0912041  0.09116866 0.0910826  0.09107754
 0.09107754 0.09092566 0.09076366 0.09035359 0.08986758]","(np.float64(1.0039880214766166), np.float64(1.003319747855868), np.float64(1.0032640583874721), np.float64(1.0028742321087023), np.float64(1.0019275111459751), np.float64(1.0018718216775793), np.float64(1.0018718216775793), np.float64(1.0002011376257083), np.float64(0.9984190746370452), np.float64(0.9939082276969925), np.float64(0.9885620387310039))"
2dplanes,"('HDy', 'SORD', 'SMM', 'DyS', 'MS', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.0938719  0.09387078 0.09331146 0.09298788 0.09233258 0.09161893
 0.09147877 0.09121519 0.08727405 0.08619908 0.08583936]","(np.float64(1.0346700083424114), np.float64(1.0346576012646067), np.float64(1.0284927058789992), np.float64(1.024926209539115), np.float64(1.017703388856315), np.float64(1.0098374451565204), np.float64(1.0082925527021194), np.float64(1.0053872960065349), np.float64(0.9619475098848143), np.float64(0.9500990600856796), np.float64(0.9461341772034023))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09272706 0.0924696  0.09237502 0.09231723 0.09214909 0.09208604
 0.09208604 0.09206502 0.0898057  0.08723638 0.08468281]","(np.float64(1.0207308086746767), np.float64(1.0178967368562808), np.float64(1.016855649249523), np.float64(1.0162194290453932), np.float64(1.0143686066333792), np.float64(1.0136745482288743), np.float64(1.0136745482288743), np.float64(1.0134431954273724), np.float64(0.9885727692659385), np.float64(0.9602898892823537), np.float64(0.9321805238998959))"
30_page-blocks,"('SORD', 'MS', 'MAX', 'DyS', 'SMM', 'ACC', 'CC', 'X', 'HDy', 'PACC', 'PCC')","[0.09130868 0.09129858 0.09128847 0.09127332 0.09117227 0.09116217
 0.0911268  0.09112175 0.09055084 0.08996982 0.08972731]","(np.float64(1.0044280813671684), np.float64(1.0043169271720243), np.float64(1.0042057729767968), np.float64(1.0040390416844365), np.float64(1.0029274997358069), np.float64(1.0028163455387518), np.float64(1.002427305852108), np.float64(1.0023717287594498), np.float64(0.9960915167418498), np.float64(0.9897001505266414), np.float64(0.9870324498485175))","('SORD', 'DyS', 'SMM', 'MS', 'X', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC')","[0.09394357 0.09384283 0.0937898  0.09369436 0.09366254 0.09344514
 0.09330197 0.09309517 0.0874533  0.08237879 0.08139253]","(np.float64(1.0359520146725), np.float64(1.034841030563848), np.float64(1.0342563020856101), np.float64(1.0332037908247824), np.float64(1.0328529537378395), np.float64(1.0304555669770648), np.float64(1.028876800085823), np.float64(1.0265963590206955), np.float64(0.9643812489361979), np.float64(0.908422733568844), np.float64(0.8975467838736215))"
312_scene,"('SMM', 'SORD', 'DyS', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.0934271  0.09281553 0.09256896 0.09252202 0.09237707 0.09209591
 0.09155572 0.0907266  0.0877671  0.08751359 0.0866304 ]","(np.float64(1.0301805016334307), np.float64(1.0234370367748857), np.float64(1.020718196542229), np.float64(1.020200608998073), np.float64(1.0186022685667446), np.float64(1.0155021173723284), np.float64(1.0095456128193476), np.float64(1.000403267396452), np.float64(0.9677700926989323), np.float64(0.9649747918969659), np.float64(0.9552362102726666))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'ACC', 'HDy', 'X', 'CC', 'PACC', 'PCC')","[0.0921964  0.09211389 0.09203654 0.09201591 0.09194887 0.09184574
 0.09173229 0.09151055 0.09050499 0.08877233 0.08532249]","(np.float64(1.0146309173743444), np.float64(1.0137229139795074), np.float64(1.0128716607968482), np.float64(1.0126446599481391), np.float64(1.0119069071898341), np.float64(1.010771902946288), np.float64(1.0095233982783873), np.float64(1.0070831391547634), np.float64(0.9960168477801901), np.float64(0.9769487764886176), np.float64(0.9389828845420037))"
375_JapaneseVowels,"('SORD', 'SMM', 'DyS', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09892178 0.09857165 0.09831489 0.09736954 0.09657591 0.0955722
 0.09351226 0.09171492 0.08194044 0.07538715 0.07211927]","(np.float64(1.099817271665056), np.float64(1.095924499466017), np.float64(1.093069799851654), np.float64(1.0825593149117307), np.float64(1.0737356979250876), np.float64(1.0625764176193189), np.float64(1.0396739411748652), np.float64(1.019691043880859), np.float64(0.9110178199647367), np.float64(0.8381581002879721), np.float64(0.8018255597535834))","('DyS', 'MAX', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09227696 0.0919225  0.09191222 0.09186085 0.09185058 0.09183003
 0.09159372 0.09141906 0.09039678 0.08791557 0.08702172]","(np.float64(1.0153756462311507), np.float64(1.0114753360958402), np.float64(1.01136228362815), np.float64(1.010797021289699), np.float64(1.010683968822009), np.float64(1.0104578638866286), np.float64(1.007857657129755), np.float64(1.0059357651790224), np.float64(0.9946870446438508), np.float64(0.9673848736966765), np.float64(0.9575493090076324))"
40474_thyroid-allbp,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867292891), np.float64(1.0314200476626254), np.float64(1.030470122660766), np.float64(1.029698308592973), np.float64(1.0247705726484488), np.float64(1.0228113523327305), np.float64(1.0165180991951108), np.float64(1.0114716226180545), np.float64(0.9792335428572487), np.float64(0.93506203027153), np.float64(0.9038926161479339))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40475_thyroid-allhyper,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867292891), np.float64(1.0314200476626254), np.float64(1.030470122660766), np.float64(1.029698308592973), np.float64(1.0247705726484488), np.float64(1.0228113523327305), np.float64(1.0165180991951108), np.float64(1.0114716226180545), np.float64(0.9792335428572487), np.float64(0.93506203027153), np.float64(0.9038926161479339))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40733_yeast,"('DyS', 'HDy', 'SMM', 'SORD', 'MAX', 'X', 'MS', 'ACC', 'CC', 'PACC', 'PCC')","[0.09550082 0.09507976 0.0948803  0.09481681 0.09418693 0.09393099
 0.0909914  0.08936927 0.08396294 0.08366323 0.08361756]","(np.float64(1.0549576949006136), np.float64(1.050306405983914), np.float64(1.048103056127795), np.float64(1.0474017388875458), np.float64(1.040443696143421), np.float64(1.0376165001407085), np.float64(1.005144058044155), np.float64(0.9872250103279606), np.float64(0.9275036161533945), np.float64(0.9241927502240649), np.float64(0.9236882947007826))","('DyS', 'SORD', 'SMM', 'HDy', 'X', 'MAX', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09858786 0.09808432 0.09789333 0.09787018 0.09737243 0.09675893
 0.09104642 0.08670561 0.08432105 0.07991658 0.07144331]","(np.float64(1.094640186093357), np.float64(1.0890493471374603), np.float64(1.0869286840852233), np.float64(1.0866716340182854), np.float64(1.0811450575791233), np.float64(1.074333230805272), np.float64(1.0109061267883734), np.float64(0.9627092392375385), np.float64(0.9362330823429469), np.float64(0.8873293071080329), np.float64(0.7932489826088036))"
44_spambase,"('MS', 'SMM', 'DyS', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09288228 0.09285056 0.09278713 0.09277656 0.09236423 0.0922638
 0.09201535 0.09185676 0.08842602 0.08760666 0.08417064]","(np.float64(1.0225909297082363), np.float64(1.0222417386886713), np.float64(1.0215433566497236), np.float64(1.0214269596427845), np.float64(1.0168874763872886), np.float64(1.0157817048250217), np.float64(1.0130463751709948), np.float64(1.0113004200734488), np.float64(0.9735295914451277), np.float64(0.9645088234385961), np.float64(0.926679796308259))","('DyS', 'MS', 'MAX', 'SMM', 'SORD', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09216335 0.09201861 0.09200827 0.09200827 0.09196692 0.09195658
 0.09170328 0.09163608 0.08975446 0.08839494 0.08638925]","(np.float64(1.0141793963578294), np.float64(1.0125866550958689), np.float64(1.0124728878628717), np.float64(1.0124728878628717), np.float64(1.0120178189308833), np.float64(1.0119040516978859), np.float64(1.009116754489455), np.float64(1.0083772674749736), np.float64(0.987671631069488), np.float64(0.9727112399303597), np.float64(0.9506403967289074))"
4538_GesturePhaseSegmentationProcessed,"('DyS', 'SORD', 'SMM', 'MAX', 'MS', 'X', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.09526837 0.09494292 0.09479592 0.09447344 0.09435625 0.09434028
 0.0926627  0.0918005  0.08405543 0.08196792 0.08133627]","(np.float64(1.0532201886831045), np.float64(1.049622183480047), np.float64(1.0479970753210233), np.float64(1.0444320295300575), np.float64(1.0431364647098664), np.float64(1.0429598191008975), np.float64(1.0244137704185148), np.float64(1.0148818431631232), np.float64(0.9292577839494779), np.float64(0.9061796906491322), np.float64(0.8991966767725148))","('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09731333 0.0971446  0.09689442 0.09658605 0.09623696 0.09606242
 0.09305441 0.09155914 0.08419332 0.07909659 0.07185876]","(np.float64(1.0795761511932604), np.float64(1.0777043203651013), np.float64(1.0749288470681762), np.float64(1.071507914864989), np.float64(1.067635161427419), np.float64(1.0656987847086339), np.float64(1.0323285592549039), np.float64(1.0157402653639782), np.float64(0.9340251678312466), np.float64(0.8774829676427214), np.float64(0.7971878797037657))"
60_waveform-5000,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'SMM', 'ACC', 'PCC', 'CC', 'PACC')","[0.09442666 0.09433047 0.09326551 0.09298835 0.09198116 0.09104705
 0.09052882 0.09009069 0.08746293 0.08725629 0.08662208]","(np.float64(1.0410520312581002), np.float64(1.039991514651295), np.float64(1.0282503746933978), np.float64(1.0251946279899111), np.float64(1.0140904506563009), np.float64(1.003791851926448), np.float64(0.9980784149427208), np.float64(0.9932480588647894), np.float64(0.964276996195416), np.float64(0.9619988768532751), np.float64(0.9550066311036277))","('DyS', 'SORD', 'MAX', 'MS', 'SMM', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09294407 0.09276558 0.09275508 0.09267633 0.09262383 0.09197812
 0.09154765 0.09101218 0.08961051 0.08788335 0.08420331]","(np.float64(1.0231786474347506), np.float64(1.021213734956604), np.float64(1.0210981518696542), np.float64(1.0202312787175305), np.float64(1.0196533632827816), np.float64(1.012545003435368), np.float64(1.0078060968704263), np.float64(1.0019113594359859), np.float64(0.9864810173281867), np.float64(0.9674675995249435), np.float64(0.926955727549036))"
679_rmftsa_sleepdata,"('HDy', 'DyS', 'SORD', 'MAX', 'X', 'SMM', 'MS', 'ACC', 'CC', 'PCC', 'PACC')","[0.09673874 0.09650716 0.09537423 0.09480906 0.09306601 0.09259595
 0.09251351 0.0899496  0.08479559 0.08434087 0.07930928]","(np.float64(1.0693156023123123), np.float64(1.0667558086714193), np.float64(1.054232816419701), np.float64(1.0479856378024404), np.float64(1.028718652534416), np.float64(1.0235227587990778), np.float64(1.0226114890242055), np.float64(0.9942709416712714), np.float64(0.9373002667765524), np.float64(0.9322740058190453), np.float64(0.8766566356609173))","('DyS', 'HDy', 'SORD', 'MAX', 'MS', 'SMM', 'PCC', 'X', 'ACC', 'CC', 'PACC')","[0.10035955 0.10024677 0.09831179 0.09798533 0.09725526 0.09350994
 0.08648819 0.08536638 0.08441076 0.08257667 0.07348936]","(np.float64(1.1132974734911214), np.float64(1.112046447713929), np.float64(1.090581479115779), np.float64(1.086960088708116), np.float64(1.0788613428873415), np.float64(1.0373141183921495), np.float64(0.9594213028964098), np.float64(0.9469768885864397), np.float64(0.9363760912112797), np.float64(0.9160304614664077), np.float64(0.8152241212094531))"
AedesQuinx,"('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.09514492 0.09478943 0.0945883  0.09450403 0.0943461  0.09408045
 0.09248404 0.09209286 0.08384622 0.08236637 0.08175728]","(np.float64(1.0516062826738475), np.float64(1.0476771377119365), np.float64(1.0454541747685158), np.float64(1.044522746336772), np.float64(1.0427771646135628), np.float64(1.0398409911007207), np.float64(1.0221964728820856), np.float64(1.0178728229151162), np.float64(0.9267253737045531), np.float64(0.9103690652270954), np.float64(0.9036370413833896))","('DyS', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC')","[0.09291319 0.09289732 0.09282856 0.09281798 0.09256939 0.09240543
 0.09239485 0.09150099 0.08851793 0.0874125  0.08374186]","(np.float64(1.0230295221168282), np.float64(1.0228548131059203), np.float64(1.0220977407253187), np.float64(1.02198126805138), np.float64(1.0192441602138207), np.float64(1.0174388337677711), np.float64(1.0173223610938327), np.float64(1.0074804201460132), np.float64(0.9746351260953035), np.float64(0.9624637316687105), np.float64(0.9220477138119858))"
AedesSex,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09358723 0.09335276 0.09333307 0.09308957 0.09287978 0.09251243
 0.09244433 0.09200517 0.0862632  0.08585318 0.08467929]","(np.float64(1.0318797110568265), np.float64(1.029294439797412), np.float64(1.0290773258592703), np.float64(1.0263925557198341), np.float64(1.0240794676391671), np.float64(1.0200291416903182), np.float64(1.0192782861399887), np.float64(1.0144360944441273), np.float64(0.9511259231022025), np.float64(0.9466051960244367), np.float64(0.9336619909745429))","('SORD', 'DyS', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09123342 0.09122835 0.09122328 0.09118781 0.09114727 0.09107632
 0.09107632 0.09085841 0.09080774 0.09053915 0.08962191]","(np.float64(1.003590937478585), np.float64(1.0035351921162836), np.float64(1.0034794467539823), np.float64(1.0030892292178732), np.float64(1.0026432663194629), np.float64(1.001862831247245), np.float64(1.0018628312472448), np.float64(0.9994657806682896), np.float64(0.9989083270452769), np.float64(0.9959538228433085), np.float64(0.9858639122667755))"
ArabicDigit,"('DyS', 'HDy', 'SORD', 'MAX', 'MS', 'X', 'ACC', 'SMM', 'CC', 'PCC', 'PACC')","[0.0942493  0.09396079 0.09335786 0.09295046 0.09189202 0.09057925
 0.09035817 0.09029705 0.08760183 0.08747824 0.08727504]","(np.float64(1.0390313108106095), np.float64(1.035850741093912), np.float64(1.0292038291574883), np.float64(1.0247125234972831), np.float64(1.0130440291739657), np.float64(0.9985716366919037), np.float64(0.996134381436021), np.float64(0.9954606051841978), np.float64(0.9657477342118281), np.float64(0.9643852863190834), np.float64(0.9621451164830263))","('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'CC', 'X', 'ACC', 'MAX', 'PACC', 'PCC')","[0.09119212 0.09113662 0.09106597 0.09102561 0.09101551 0.09091964
 0.09084395 0.09077331 0.09077331 0.09073799 0.09051597]","(np.float64(1.0031174245382846), np.float64(1.0025068634197418), np.float64(1.0017297856325054), np.float64(1.001285741182656), np.float64(1.0011747300701936), np.float64(1.0001201245018012), np.float64(0.999287541158334), np.float64(0.9985104633710973), np.float64(0.9985104633710973), np.float64(0.9981219244774792), np.float64(0.9956796800033079))"
BNG,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934435652), np.float64(1.0031492866244052), np.float64(1.0030935720139975), np.float64(1.0026478551305016), np.float64(1.0024807112989154), np.float64(1.0019235651945813), np.float64(1.000976416817277), np.float64(1.0006421291546306), np.float64(0.99880354700943), np.float64(0.9936778028487858), np.float64(0.9884963440773911))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
BNG_breast-w,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934435652), np.float64(1.0031492866244052), np.float64(1.0030935720139975), np.float64(1.0026478551305016), np.float64(1.0024807112989154), np.float64(1.0019235651945813), np.float64(1.000976416817277), np.float64(1.0006421291546306), np.float64(0.99880354700943), np.float64(0.9936778028487858), np.float64(0.9884963440773911))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,"('HDy', 'SORD', 'DyS', 'PCC', 'SMM', 'CC', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09348221 0.09293633 0.09273358 0.09257735 0.09223136 0.09201031
 0.091576   0.09128057 0.08967334 0.08887717 0.08262177]","(np.float64(1.0307982084008203), np.float64(1.0247789204716098), np.float64(1.0225432360594733), np.float64(1.020820629250618), np.float64(1.017005503532251), np.float64(1.014568056158077), np.float64(1.0097790259315558), np.float64(1.0065214105999143), np.float64(0.9887989694715749), np.float64(0.9800199062200093), np.float64(0.9110435726785506))","('PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09631362 0.09517931 0.09495638 0.09291068 0.09230746 0.09213043
 0.09137641 0.09035356 0.08622282 0.08618348 0.08206585]","(np.float64(1.0615808735384893), np.float64(1.0490783232291412), np.float64(1.046621174613431), np.float64(1.0240732226104439), np.float64(1.0174244675326405), np.float64(1.0154732024554587), np.float64(1.0071622586082036), np.float64(0.9958882826067104), np.float64(0.9503587641391407), np.float64(0.9499251496775448), np.float64(0.9045401693638402))"
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,"('HDy', 'SORD', 'DyS', 'PCC', 'CC', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09408006 0.09286234 0.09278249 0.0925178  0.09245965 0.0921475
 0.09159409 0.09130679 0.08957305 0.08889689 0.08177934]","(np.float64(1.037307578171268), np.float64(1.0238813357267609), np.float64(1.0230008958731738), np.float64(1.0200824149893937), np.float64(1.0194413004237692), np.float64(1.015999587399743), np.float64(1.0098978541506742), np.float64(1.0067301548325196), np.float64(0.9876143071586184), np.float64(0.9801590805446094), np.float64(0.9016823466225176))","('PCC', 'CC', 'SMM', 'ACC', 'MS', 'HDy', 'SORD', 'DyS', 'MAX', 'X', 'PACC')","[0.09739535 0.09532938 0.09383287 0.09349517 0.09125041 0.09080013
 0.09054189 0.09029026 0.08796604 0.08613183 0.08296666]","(np.float64(1.0732254955262441), np.float64(1.050460002982915), np.float64(1.0339696141534527), np.float64(1.0302483317184854), np.float64(1.005512748474291), np.float64(1.0005510385610017), np.float64(0.9977053519930854), np.float64(0.9949326317474233), np.float64(0.9693214526361782), np.float64(0.9491097813717483), np.float64(0.914231879334212))"
HTRU,"('SMM', 'MS', 'SORD', 'X', 'MAX', 'DyS', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09324963 0.09296639 0.09272316 0.09265044 0.09255672 0.09238451
 0.09234106 0.09220274 0.08812291 0.0855247  0.08527775]","(np.float64(1.0279326816662908), np.float64(1.0248104264824234), np.float64(1.0221292379343405), np.float64(1.0213276065895605), np.float64(1.0202944102413458), np.float64(1.018396096864354), np.float64(1.0179170968783646), np.float64(1.0163923422267667), np.float64(0.9714185721171011), np.float64(0.9427773802624658), np.float64(0.9400550990370464))","('DyS', 'MS', 'SMM', 'MAX', 'SORD', 'ACC', 'PACC', 'X', 'HDy', 'CC', 'PCC')","[0.09234558 0.09225266 0.09221136 0.0922062  0.09218555 0.09207198
 0.09201004 0.09195325 0.09026007 0.08635232 0.08615099]","(np.float64(1.0163938782038953), np.float64(1.0153711752771473), np.float64(1.0149166406430372), np.float64(1.0148598238137734), np.float64(1.014632556496718), np.float64(1.013382586252915), np.float64(1.01270078430175), np.float64(1.0120757991798484), np.float64(0.9934398791813303), np.float64(0.9504295394286537), np.float64(0.9482136830873664))"
MagicTelescope,"('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.0352345855678966), np.float64(1.03314731878406), np.float64(1.0318949587140125), np.float64(1.0317756863261442), np.float64(1.0279589699203044), np.float64(1.0268855184330694), np.float64(1.025812066944157), np.float64(1.0044026733633655), np.float64(0.9648638768564202), np.float64(0.9210909105958538), np.float64(0.9167971046413055))","('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567515), np.float64(1.0331473187837963), np.float64(1.0318949587135655), np.float64(1.0317756863259242), np.float64(1.0279589699214107), np.float64(1.0268855184326413), np.float64(1.0258120669438717), np.float64(1.0044026733623033), np.float64(0.9648638768592953), np.float64(0.9210909105950298), np.float64(0.916797104639952))"
abalone,"('DyS', 'MAX', 'SORD', 'HDy', 'SMM', 'X', 'ACC', 'MS', 'PCC', 'PACC', 'CC')","[0.09312389 0.09264172 0.09238817 0.09234465 0.09215009 0.09162446
 0.09130031 0.09088669 0.08812715 0.08790921 0.08750366]","(np.float64(1.0255883716611294), np.float64(1.0202782025481925), np.float64(1.017485752680021), np.float64(1.0170065317475974), np.float64(1.0148637667960254), np.float64(1.0090748836479346), np.float64(1.005505063723721), np.float64(1.000949773128268), np.float64(0.970558508066385), np.float64(0.9681582334058327), np.float64(0.9636918837442631))","('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'HDy', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09299644 0.09283213 0.09273142 0.09269432 0.0923498  0.09220669
 0.09212719 0.09210069 0.09007068 0.08643999 0.08345064]","(np.float64(1.0240104983687703), np.float64(1.0222012494228527), np.float64(1.0210923549076125), np.float64(1.0206838148230506), np.float64(1.0168902283235455), np.float64(1.01531443085452), np.float64(1.0144389878161726), np.float64(1.014147173470057), np.float64(0.991794194557588), np.float64(0.9518156291397257), np.float64(0.9188989708978657))"
ailerons,"('DyS', 'SMM', 'MS', 'SORD', 'HDy', 'ACC', 'MAX', 'X', 'CC', 'PACC', 'PCC')","[0.093451   0.09301462 0.09293846 0.09291656 0.09288079 0.09258827
 0.09245944 0.09215341 0.08725183 0.08625636 0.08408926]","(np.float64(1.0294839007325705), np.float64(1.0246766133408136), np.float64(1.0238376194140903), np.float64(1.0235963215452384), np.float64(1.0232023004352069), np.float64(1.019979798945347), np.float64(1.018560641064643), np.float64(1.0151893258696203), np.float64(0.9611920434867685), np.float64(0.9502256028480138), np.float64(0.9263522531416174))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09236017 0.09210029 0.09210029 0.09198075 0.09178324 0.09172606
 0.09171047 0.09153895 0.09065535 0.08794219 0.08610223]","(np.float64(1.016387388983709), np.float64(1.0135274971172685), np.float64(1.0135274971172685), np.float64(1.0122119468587056), np.float64(1.0100384290402107), np.float64(1.0094092528295942), np.float64(1.0092376593176078), np.float64(1.0073501306857569), np.float64(0.9976264983398595), np.float64(0.9677692272542207), np.float64(0.9475211928398218))"
