,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
294_satellite_image,"('SMM', 'DyS', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'CC', 'PCC', 'PACC')","[0.09227492 0.09218137 0.09208282 0.09193219 0.09177972 0.09163341
 0.09135677 0.09111674 0.08876735 0.08855984 0.08831485]","(np.float64(1.0163949687382603), np.float64(1.0153645243286742), np.float64(1.0142790243885478), np.float64(1.0126198557551704), np.float64(1.0109404282981889), np.float64(1.00932883682108), np.float64(1.0062816747430112), np.float64(1.003637755491883), np.float64(0.977759520023522), np.float64(0.9754738312584018), np.float64(0.9727753845131807))","('SMM', 'DyS', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'HDy', 'CC', 'PCC')","[0.09126992 0.09120916 0.0912041  0.09116866 0.0910826  0.09107754
 0.09107754 0.09092566 0.09076366 0.09035359 0.08986758]","(np.float64(1.0039880214766166), np.float64(1.003319747855868), np.float64(1.0032640583874721), np.float64(1.0028742321087023), np.float64(1.0019275111459751), np.float64(1.0018718216775793), np.float64(1.0018718216775793), np.float64(1.0002011376257083), np.float64(0.9984190746370452), np.float64(0.9939082276969925), np.float64(0.9885620387310039))"
2dplanes,"('SORD', 'DyS', 'SMM', 'HDy', 'MS', 'MAX', 'X', 'ACC', 'PACC', 'PCC', 'CC')","[0.09417665 0.0938295  0.09382809 0.09378417 0.09309366 0.09232296
 0.09226358 0.09167481 0.08522841 0.08497012 0.08482805]","(np.float64(1.0390402395575977), np.float64(1.0352102254629092), np.float64(1.035194612527358), np.float64(1.0347100527036677), np.float64(1.0270918233831474), np.float64(1.0185887611927256), np.float64(1.0179335799542921), np.float64(1.011437786614859), np.float64(0.9403153696576304), np.float64(0.93746566653451), np.float64(0.9358982127454567))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09272706 0.0924696  0.09237502 0.09231723 0.09214909 0.09208604
 0.09208604 0.09206502 0.0898057  0.08723638 0.08468281]","(np.float64(1.0207308086746767), np.float64(1.0178967368562808), np.float64(1.016855649249523), np.float64(1.0162194290453932), np.float64(1.0143686066333792), np.float64(1.0136745482288743), np.float64(1.0136745482288743), np.float64(1.0134431954273724), np.float64(0.9885727692659385), np.float64(0.9602898892823537), np.float64(0.9321805238998959))"
30_page-blocks,"('SORD', 'MS', 'MAX', 'DyS', 'SMM', 'ACC', 'CC', 'X', 'HDy', 'PACC', 'PCC')","[0.09130868 0.09129858 0.09128847 0.09127332 0.09117227 0.09116217
 0.0911268  0.09112175 0.09055084 0.08996982 0.08972731]","(np.float64(1.0044280813676487), np.float64(1.004316927172533), np.float64(1.0042057729769303), np.float64(1.00403904168504), np.float64(1.0029274997364463), np.float64(1.0028163455389822), np.float64(1.0024273058505002), np.float64(1.0023717287596914), np.float64(0.9960915167425539), np.float64(0.9897001505268895), np.float64(0.9870324498466371))","('SORD', 'DyS', 'SMM', 'MS', 'X', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC')","[0.09394357 0.09384283 0.0937898  0.09369436 0.09366254 0.09344514
 0.09330197 0.09309517 0.0874533  0.08237879 0.08139253]","(np.float64(1.0359520146725), np.float64(1.034841030563848), np.float64(1.0342563020856101), np.float64(1.0332037908247824), np.float64(1.0328529537378395), np.float64(1.0304555669770648), np.float64(1.028876800085823), np.float64(1.0265963590206955), np.float64(0.9643812489361979), np.float64(0.908422733568844), np.float64(0.8975467838736215))"
312_scene,"('SMM', 'SORD', 'DyS', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09347637 0.0930897  0.09302474 0.09282139 0.09266041 0.09245501
 0.09177421 0.09105427 0.08696979 0.08659916 0.08607496]","(np.float64(1.0307834721679603), np.float64(1.026519492103151), np.float64(1.0258032164939908), np.float64(1.0235607841716583), np.float64(1.0217856472741513), np.float64(1.0195207394870625), np.float64(1.0120133543310812), np.float64(1.004074391872396), np.float64(0.9590340076789917), np.float64(0.9549470191650018), np.float64(0.949166536315985))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'ACC', 'HDy', 'X', 'CC', 'PACC', 'PCC')","[0.0921964  0.09211389 0.09203654 0.09201591 0.09194887 0.09184574
 0.09173229 0.09151055 0.09050499 0.08877233 0.08532249]","(np.float64(1.0146309173743444), np.float64(1.0137229139795074), np.float64(1.0128716607968482), np.float64(1.0126446599481391), np.float64(1.0119069071898341), np.float64(1.010771902946288), np.float64(1.0095233982783873), np.float64(1.0070831391547634), np.float64(0.9960168477801901), np.float64(0.9769487764886176), np.float64(0.9389828845420037))"
375_JapaneseVowels,"('SORD', 'SMM', 'DyS', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09892178 0.09857165 0.09831489 0.09736954 0.09657591 0.0955722
 0.09351226 0.09171492 0.08194044 0.07538715 0.07211927]","(np.float64(1.0998172716581767), np.float64(1.0959244994594597), np.float64(1.0930697998454886), np.float64(1.082559314905762), np.float64(1.0737356979200763), np.float64(1.062576417615475), np.float64(1.0396739411725038), np.float64(1.0196910438788649), np.float64(0.9110178199678206), np.float64(0.8381581002982773), np.float64(0.8018255597700206))","('DyS', 'MAX', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09227696 0.0919225  0.09191222 0.09186085 0.09185058 0.09183003
 0.09159372 0.09141906 0.09039678 0.08791557 0.08702172]","(np.float64(1.0153756462311507), np.float64(1.0114753360958402), np.float64(1.01136228362815), np.float64(1.010797021289699), np.float64(1.010683968822009), np.float64(1.0104578638866286), np.float64(1.007857657129755), np.float64(1.0059357651790224), np.float64(0.9946870446438508), np.float64(0.9673848736966765), np.float64(0.9575493090076324))"
40474_thyroid-allbp,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867300952), np.float64(1.031420047663347), np.float64(1.030470122661522), np.float64(1.0296983085925246), np.float64(1.0247705726490701), np.float64(1.0228113523337186), np.float64(1.016518099196022), np.float64(1.011471622617458), np.float64(0.9792335428537587), np.float64(0.9350620302714219), np.float64(0.9038926161489756))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40475_thyroid-allhyper,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867300952), np.float64(1.031420047663347), np.float64(1.030470122661522), np.float64(1.0296983085925246), np.float64(1.0247705726490701), np.float64(1.0228113523337186), np.float64(1.016518099196022), np.float64(1.011471622617458), np.float64(0.9792335428537587), np.float64(0.9350620302714219), np.float64(0.9038926161489756))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40733_yeast,"('DyS', 'SORD', 'SMM', 'HDy', 'MAX', 'X', 'MS', 'ACC', 'PACC', 'CC', 'PCC')","[0.09439201 0.09386866 0.09386584 0.0938477  0.09342387 0.09318445
 0.09148284 0.09035979 0.08555443 0.08555292 0.0844675 ]","(np.float64(1.0413249096131405), np.float64(1.0355514155194874), np.float64(1.0355202320178214), np.float64(1.035320143097432), np.float64(1.0306445271927707), np.float64(1.0280032381334543), np.float64(1.009231233800389), np.float64(0.9968418202664736), np.float64(0.9438294910584414), np.float64(0.9438128298861554), np.float64(0.9318385147987949))","('DyS', 'SORD', 'SMM', 'HDy', 'X', 'MAX', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09858786 0.09808432 0.09789333 0.09787018 0.09737243 0.09675893
 0.09104642 0.08670561 0.08432105 0.07991658 0.07144331]","(np.float64(1.094640186093357), np.float64(1.0890493471374603), np.float64(1.0869286840852233), np.float64(1.0866716340182854), np.float64(1.0811450575791233), np.float64(1.074333230805272), np.float64(1.0109061267883734), np.float64(0.9627092392375385), np.float64(0.9362330823429469), np.float64(0.8873293071080329), np.float64(0.7932489826088036))"
44_spambase,"('MS', 'SMM', 'DyS', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09288228 0.09285056 0.09278713 0.09277656 0.09236423 0.0922638
 0.09201535 0.09185676 0.08842602 0.08760666 0.08417064]","(np.float64(1.0225909297086926), np.float64(1.022241738689223), np.float64(1.0215433566503422), np.float64(1.0214269596433396), np.float64(1.016887476387146), np.float64(1.0157817048254636), np.float64(1.0130463751713439), np.float64(1.011300420073615), np.float64(0.9735295914458849), np.float64(0.9645088234367576), np.float64(0.9266797963068882))","('DyS', 'MS', 'MAX', 'SMM', 'SORD', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09216335 0.09201861 0.09200827 0.09200827 0.09196692 0.09195658
 0.09170328 0.09163608 0.08975446 0.08839494 0.08638925]","(np.float64(1.0141793963578294), np.float64(1.0125866550958689), np.float64(1.0124728878628717), np.float64(1.0124728878628717), np.float64(1.0120178189308833), np.float64(1.0119040516978859), np.float64(1.009116754489455), np.float64(1.0083772674749736), np.float64(0.987671631069488), np.float64(0.9727112399303597), np.float64(0.9506403967289074))"
4538_GesturePhaseSegmentationProcessed,"('DyS', 'SORD', 'MS', 'SMM', 'MAX', 'X', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.09392988 0.09372372 0.09361899 0.09332625 0.09331995 0.0930004
 0.09209792 0.09164018 0.08592971 0.08521641 0.08419658]","(np.float64(1.0367923142827695), np.float64(1.0345167066523389), np.float64(1.0333607154950248), np.float64(1.0301294789103934), np.float64(1.0300598958715057), np.float64(1.0265327530786181), np.float64(1.0165712733592733), np.float64(1.011518718970843), np.float64(0.9484869238431494), np.float64(0.9406135197347527), np.float64(0.9293566928299742))","('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09731333 0.0971446  0.09689442 0.09658605 0.09623696 0.09606242
 0.09305441 0.09155914 0.08419332 0.07909659 0.07185876]","(np.float64(1.0795761511932604), np.float64(1.0777043203651013), np.float64(1.0749288470681762), np.float64(1.071507914864989), np.float64(1.067635161427419), np.float64(1.0656987847086339), np.float64(1.0323285592549039), np.float64(1.0157402653639782), np.float64(0.9340251678312466), np.float64(0.8774829676427214), np.float64(0.7971878797037657))"
60_waveform-5000,"('DyS', 'SORD', 'MAX', 'HDy', 'MS', 'SMM', 'X', 'ACC', 'PCC', 'CC', 'PACC')","[0.09469742 0.09404165 0.09362646 0.09317851 0.09284343 0.09236718
 0.09233258 0.0910795  0.08625241 0.08523643 0.08434442]","(np.float64(1.0452731790629501), np.float64(1.0380347555791423), np.float64(1.0334518813623395), np.float64(1.0285074294024579), np.float64(1.024808740353381), np.float64(1.0195519098170411), np.float64(1.0191699973470574), np.float64(1.0053384599535837), np.float64(0.952056920026471), np.float64(0.9408424595162443), np.float64(0.9309964603616626))","('DyS', 'SORD', 'MAX', 'MS', 'SMM', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09294407 0.09276558 0.09275508 0.09267633 0.09262383 0.09197812
 0.09154765 0.09101218 0.08961051 0.08788335 0.08420331]","(np.float64(1.0231786474347506), np.float64(1.021213734956604), np.float64(1.0210981518696542), np.float64(1.0202312787175305), np.float64(1.0196533632827816), np.float64(1.012545003435368), np.float64(1.0078060968704263), np.float64(1.0019113594359859), np.float64(0.9864810173281867), np.float64(0.9674675995249435), np.float64(0.926955727549036))"
679_rmftsa_sleepdata,"('DyS', 'HDy', 'SORD', 'MAX', 'X', 'SMM', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09565768 0.09557979 0.09483046 0.09451025 0.09324469 0.09295652
 0.09164313 0.08899661 0.08570423 0.08544976 0.08142689]","(np.float64(1.0571062693963535), np.float64(1.0562455322493514), np.float64(1.047964676104185), np.float64(1.0444260440349293), np.float64(1.0304404376746108), np.float64(1.0272558900803848), np.float64(1.012741749368052), np.float64(0.9834952045057405), np.float64(0.9471113565513825), np.float64(0.9442992603968909), np.float64(0.8998427753067527))","('DyS', 'HDy', 'SORD', 'MAX', 'MS', 'SMM', 'PCC', 'X', 'ACC', 'CC', 'PACC')","[0.10035955 0.10024677 0.09831179 0.09798533 0.09725526 0.09350994
 0.08648819 0.08536638 0.08441076 0.08257667 0.07348936]","(np.float64(1.1132974734911214), np.float64(1.112046447713929), np.float64(1.090581479115779), np.float64(1.086960088708116), np.float64(1.0788613428873415), np.float64(1.0373141183921495), np.float64(0.9594213028964098), np.float64(0.9469768885864397), np.float64(0.9363760912112797), np.float64(0.9160304614664077), np.float64(0.8152241212094531))"
AedesQuinx,"('DyS', 'SORD', 'MS', 'SMM', 'MAX', 'X', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.09411399 0.09390164 0.09369131 0.0935261  0.09348153 0.09321933
 0.09211876 0.09203771 0.0850249  0.08472588 0.08415884]","(np.float64(1.038933796131725), np.float64(1.0365896465413524), np.float64(1.0342677576363428), np.float64(1.0324439900882694), np.float64(1.0319520697388154), np.float64(1.029057606275103), np.float64(1.0169083039246858), np.float64(1.016013532310999), np.float64(0.9385984471999737), np.float64(0.935297572539901), np.float64(0.9290379566119603))","('DyS', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC')","[0.09291319 0.09289732 0.09282856 0.09281798 0.09256939 0.09240543
 0.09239485 0.09150099 0.08851793 0.0874125  0.08374186]","(np.float64(1.0230295221168282), np.float64(1.0228548131059203), np.float64(1.0220977407253187), np.float64(1.02198126805138), np.float64(1.0192441602138207), np.float64(1.0174388337677711), np.float64(1.0173223610938327), np.float64(1.0074804201460132), np.float64(0.9746351260953035), np.float64(0.9624637316687105), np.float64(0.9220477138119858))"
AedesSex,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'ACC', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09290404 0.09275514 0.09271264 0.09261666 0.09221292 0.09220261
 0.09198392 0.09158367 0.08819432 0.08692959 0.08590448]","(np.float64(1.0235369059042274), np.float64(1.0218964429088346), np.float64(1.0214282527709948), np.float64(1.020370814327462), np.float64(1.0159226974103577), np.float64(1.0158091534141955), np.float64(1.0133998620009808), np.float64(1.0089901666915133), np.float64(0.9716492900607605), np.float64(0.9577155471350118), np.float64(0.9464217646440167))","('SORD', 'DyS', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09123342 0.09122835 0.09122328 0.09118781 0.09114727 0.09107632
 0.09107632 0.09085841 0.09080774 0.09053915 0.08962191]","(np.float64(1.003590937478585), np.float64(1.0035351921162836), np.float64(1.0034794467539823), np.float64(1.0030892292178732), np.float64(1.0026432663194629), np.float64(1.001862831247245), np.float64(1.0018628312472448), np.float64(0.9994657806682896), np.float64(0.9989083270452769), np.float64(0.9959538228433085), np.float64(0.9858639122667755))"
ArabicDigit,"('DyS', 'SORD', 'MAX', 'HDy', 'MS', 'SMM', 'X', 'ACC', 'PCC', 'CC', 'PACC')","[0.09479013 0.09421904 0.09372184 0.09334918 0.09285426 0.09224449
 0.09198591 0.09139566 0.08584192 0.08492385 0.08467371]","(np.float64(1.0464390016607348), np.float64(1.040134341828092), np.float64(1.0346455022201106), np.float64(1.030531536105919), np.float64(1.025067848459262), np.float64(1.018336230657145), np.float64(1.0154816818559336), np.float64(1.00896562695497), np.float64(0.9476548804916), np.float64(0.9375198345883207), np.float64(0.9347584115035891))","('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'CC', 'X', 'ACC', 'MAX', 'PACC', 'PCC')","[0.09119212 0.09113662 0.09106597 0.09102561 0.09101551 0.09091964
 0.09084395 0.09077331 0.09077331 0.09073799 0.09051597]","(np.float64(1.0031174245382846), np.float64(1.0025068634197418), np.float64(1.0017297856325054), np.float64(1.001285741182656), np.float64(1.0011747300701936), np.float64(1.0001201245018012), np.float64(0.999287541158334), np.float64(0.9985104633710973), np.float64(0.9985104633710973), np.float64(0.9981219244774792), np.float64(0.9956796800033079))"
BNG,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934449128), np.float64(1.0031492866256555), np.float64(1.0030935720151113), np.float64(1.002647855131829), np.float64(1.002480711299754), np.float64(1.0019235651957155), np.float64(1.000976416817958), np.float64(1.0006421291556356), np.float64(0.9988035470069758), np.float64(0.9936778028462792), np.float64(0.988496344075123))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
BNG_breast-w,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934449128), np.float64(1.0031492866256555), np.float64(1.0030935720151113), np.float64(1.002647855131829), np.float64(1.002480711299754), np.float64(1.0019235651957155), np.float64(1.000976416817958), np.float64(1.0006421291556356), np.float64(0.9988035470069758), np.float64(0.9936778028462792), np.float64(0.988496344075123))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,"('HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'CC', 'MS', 'PCC', 'X', 'PACC')","[0.09306727 0.09280354 0.09278493 0.0922144  0.09183866 0.09158355
 0.09090635 0.09037337 0.09036555 0.08982287 0.0842395 ]","(np.float64(1.0257971736835025), np.float64(1.022890340617702), np.float64(1.0226852548636964), np.float64(1.0163968221368815), np.float64(1.012255300949496), np.float64(1.009443459265584), np.float64(1.0019793109840132), np.float64(0.996104773932406), np.float64(0.9960185892979877), np.float64(0.9900371097602054), np.float64(0.9284965742077665))","('PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09631362 0.09517931 0.09495638 0.09291068 0.09230746 0.09213043
 0.09137641 0.09035356 0.08622282 0.08618348 0.08206585]","(np.float64(1.0615808735384893), np.float64(1.0490783232291412), np.float64(1.046621174613431), np.float64(1.0240732226104439), np.float64(1.0174244675326405), np.float64(1.0154732024554587), np.float64(1.0071622586082036), np.float64(0.9958882826067104), np.float64(0.9503587641391407), np.float64(0.9499251496775448), np.float64(0.9045401693638402))"
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,"('HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'CC', 'PCC', 'X', 'PACC')","[0.09329932 0.09298375 0.0929651  0.09246283 0.0919216  0.0915507
 0.09056082 0.09047856 0.08984759 0.08984284 0.08408688]","(np.float64(1.028496044094484), np.float64(1.0250172490930536), np.float64(1.0248116613095932), np.float64(1.0192748528282296), np.float64(1.0133085613865154), np.float64(1.0092199202361831), np.float64(0.9983077839453651), np.float64(0.9974010665735075), np.float64(0.9904454251410851), np.float64(0.9903930405796857), np.float64(0.9269416159912014))","('PCC', 'CC', 'SMM', 'ACC', 'MS', 'HDy', 'SORD', 'DyS', 'MAX', 'X', 'PACC')","[0.09739535 0.09532938 0.09383287 0.09349517 0.09125041 0.09080013
 0.09054189 0.09029026 0.08796604 0.08613183 0.08296666]","(np.float64(1.0732254955262441), np.float64(1.050460002982915), np.float64(1.0339696141534527), np.float64(1.0302483317184854), np.float64(1.005512748474291), np.float64(1.0005510385610017), np.float64(0.9977053519930854), np.float64(0.9949326317474233), np.float64(0.9693214526361782), np.float64(0.9491097813717483), np.float64(0.914231879334212))"
HTRU,"('DyS', 'SORD', 'SMM', 'X', 'MAX', 'MS', 'ACC', 'HDy', 'PACC', 'PCC', 'CC')","[0.09360568 0.09355353 0.09351069 0.09341948 0.09341377 0.09327212
 0.09153649 0.09038639 0.08774112 0.08523183 0.08432892]","(np.float64(1.0335057595581538), np.float64(1.0329298863274936), np.float64(1.032456948693352), np.float64(1.0314498595348667), np.float64(1.0313868261131292), np.float64(1.0298228313997282), np.float64(1.0106596570701762), np.float64(0.997961345653658), np.float64(0.9687547505761656), np.float64(0.9410495499274942), np.float64(0.9310804456201291))","('DyS', 'MS', 'SMM', 'MAX', 'SORD', 'ACC', 'PACC', 'X', 'HDy', 'CC', 'PCC')","[0.09234558 0.09225266 0.09221136 0.0922062  0.09218555 0.09207198
 0.09201004 0.09195325 0.09026007 0.08635232 0.08615099]","(np.float64(1.0163938782038953), np.float64(1.0153711752771473), np.float64(1.0149166406430372), np.float64(1.0148598238137734), np.float64(1.014632556496718), np.float64(1.013382586252915), np.float64(1.01270078430175), np.float64(1.0120757991798484), np.float64(0.9934398791813303), np.float64(0.9504295394286537), np.float64(0.9482136830873664))"
MagicTelescope,"('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567021), np.float64(1.0331473187830413), np.float64(1.0318949587132342), np.float64(1.0317756863252512), np.float64(1.0279589699194083), np.float64(1.026885518432536), np.float64(1.0258120669434772), np.float64(1.004402673363799), np.float64(0.9648638768572934), np.float64(0.9210909105989102), np.float64(0.9167971046419046))","('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567515), np.float64(1.0331473187837963), np.float64(1.0318949587135655), np.float64(1.0317756863259242), np.float64(1.0279589699214107), np.float64(1.0268855184326413), np.float64(1.0258120669438717), np.float64(1.0044026733623033), np.float64(0.9648638768592953), np.float64(0.9210909105950298), np.float64(0.916797104639952))"
abalone,"('DyS', 'SORD', 'MAX', 'HDy', 'SMM', 'X', 'MS', 'ACC', 'PCC', 'PACC', 'CC')","[0.09409097 0.09339593 0.09337356 0.09333209 0.0931973  0.09281413
 0.09077346 0.09069245 0.08659736 0.08587554 0.0858572 ]","(np.float64(1.0375999017502309), np.float64(1.0299352576138214), np.float64(1.0296885305701278), np.float64(1.0292312520353422), np.float64(1.0277448295088356), np.float64(1.023519341701398), np.float64(1.0010155605833297), np.float64(1.0001222058476156), np.float64(0.9549631122513882), np.float64(0.9470032353182639), np.float64(0.9468009644836697))","('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'HDy', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09299644 0.09283213 0.09273142 0.09269432 0.0923498  0.09220669
 0.09212719 0.09210069 0.09007068 0.08643999 0.08345064]","(np.float64(1.0240104983687703), np.float64(1.0222012494228527), np.float64(1.0210923549076125), np.float64(1.0206838148230506), np.float64(1.0168902283235455), np.float64(1.01531443085452), np.float64(1.0144389878161726), np.float64(1.014147173470057), np.float64(0.991794194557588), np.float64(0.9518156291397257), np.float64(0.9188989708978657))"
ailerons,"('DyS', 'SMM', 'MS', 'SORD', 'HDy', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09344837 0.09312799 0.0930607  0.0930386  0.09270841 0.09251651
 0.0923727  0.09217432 0.08733642 0.08668008 0.0835359 ]","(np.float64(1.029420620139806), np.float64(1.0258914296088644), np.float64(1.025150073451627), np.float64(1.0249066948677088), np.float64(1.0212693454361437), np.float64(1.0191553064825742), np.float64(1.0175711511906338), np.float64(1.0153858503380053), np.float64(0.9620918473519572), np.float64(0.954861637589535), np.float64(0.9202255914339222))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09236017 0.09210029 0.09210029 0.09198075 0.09178324 0.09172606
 0.09171047 0.09153895 0.09065535 0.08794219 0.08610223]","(np.float64(1.016387388983709), np.float64(1.0135274971172685), np.float64(1.0135274971172685), np.float64(1.0122119468587056), np.float64(1.0100384290402107), np.float64(1.0094092528295942), np.float64(1.0092376593176078), np.float64(1.0073501306857569), np.float64(0.9976264983398595), np.float64(0.9677692272542207), np.float64(0.9475211928398218))"
