quantifier,dataset,sample_size,real_prev,pred_prev,abs_error,run_time
HDy,ArabicDigit,100,0.42,0.43,0.012,0.21079839999583783
HDy,ArabicDigit,100,0.47,0.47,0.013000000000000001,0.21091859999432927
HDy,ArabicDigit,100,0.53,0.53,0.013000000000000001,0.21071010000014212
HDy,ArabicDigit,100,0.58,0.58,0.012,0.21100129999831552
HDy,ArabicDigit,100,0.63,0.62,0.008,0.21068569999624742
HDy,ArabicDigit,100,0.68,0.66,0.019000000000000003,0.210749300000316
HDy,ArabicDigit,100,0.74,0.74,0.013000000000000001,0.21073700000124518
HDy,ArabicDigit,100,0.79,0.77,0.016000000000000004,0.20869719999609515
HDy,ArabicDigit,100,0.84,0.84,0.016,0.208711500003119
HDy,ArabicDigit,100,0.89,0.88,0.014000000000000002,0.20935319999989588
HDy,ArabicDigit,100,0.95,0.97,0.007000000000000001,0.21053090000350494
HDy,ArabicDigit,100,1.0,1.0,0.004,0.20994179999979679
HDy,BNG,100,0.0,0.01,0.0,0.22206349999760278
HDy,BNG,100,0.05,0.05,0.011,0.2242820000028587
HDy,BNG,100,0.11,0.13,0.008,0.22341149999556364
HDy,BNG,100,0.16,0.15,0.026000000000000002,0.22126920000300743
HDy,BNG,100,0.21,0.21,0.013000000000000001,0.2213292000014917
HDy,BNG,100,0.26,0.24,0.024,0.22443139999813866
HDy,BNG,100,0.32,0.31,0.023,0.2264368000032846
HDy,BNG,100,0.37,0.36,0.025,0.22617519999766955
HDy,BNG,100,0.42,0.42,0.021,0.2259191000048304
HDy,BNG,100,0.47,0.48,0.02,0.2255617999981041
HDy,BNG,100,0.53,0.53,0.02,0.22285679999913555
HDy,BNG,100,0.58,0.59,0.014000000000000002,0.22316780000255676
HDy,BNG,100,0.63,0.61,0.012,0.22472609999385895
HDy,BNG,100,0.68,0.69,0.016999999999999998,0.22402129999682074
HDy,BNG,100,0.74,0.75,0.012,0.22271729999920353
HDy,BNG,100,0.79,0.8,0.009,0.22386459999688668
HDy,BNG,100,0.84,0.86,0.009,0.2233150000029127
HDy,BNG,100,0.89,0.89,0.01,0.2225817999933497
HDy,BNG,100,0.95,0.95,0.004,0.22289199999795528
HDy,BNG,100,1.0,1.0,0.004,0.21841730000596726
HDy,HTRU,100,0.0,0.0,0.038000000000000006,0.21565349999582395
HDy,HTRU,100,0.05,0.05,0.013999999999999999,0.21783400000276743
HDy,HTRU,100,0.11,0.1,0.038,0.21890730000450276
HDy,HTRU,100,0.16,0.11,0.031999999999999994,0.21476379999512574
HDy,HTRU,100,0.21,0.21,0.045,0.21783100000175182
HDy,HTRU,100,0.26,0.3,0.051000000000000004,0.21611510000366252
HDy,HTRU,100,0.32,0.3,0.054000000000000006,0.2166304000056698
HDy,HTRU,100,0.37,0.37,0.053000000000000005,0.21728109999821754
HDy,HTRU,100,0.42,0.37,0.05900000000000001,0.21628799999598414
HDy,HTRU,100,0.47,0.42,0.047,0.2152122999978019
HDy,HTRU,100,0.53,0.5,0.06500000000000002,0.21578559999761637
HDy,HTRU,100,0.58,0.56,0.072,0.21545480000349926
HDy,HTRU,100,0.63,0.65,0.076,0.21637980000377866
HDy,HTRU,100,0.68,0.69,0.06500000000000002,0.21448029999737628
HDy,HTRU,100,0.74,0.71,0.049,0.21445989999483572
HDy,HTRU,100,0.79,0.83,0.05800000000000001,0.21461080000153743
HDy,HTRU,100,0.84,0.87,0.04,0.217574299997068
HDy,HTRU,100,0.89,0.88,0.030999999999999993,0.21655670000473037
HDy,HTRU,100,0.95,0.95,0.019999999999999997,0.21423540000250796
HDy,HTRU,100,1.0,0.96,0.003,0.21469280000019353
HDy,anuranCalls,100,0.0,0.0,0.004,0.20878730000549695
HDy,anuranCalls,100,0.05,0.03,0.021,0.210279899998568
HDy,anuranCalls,100,0.11,0.11,0.012,0.20776380000461359
HDy,anuranCalls,100,0.16,0.18,0.018000000000000002,0.20892119999916758
HDy,anuranCalls,100,0.21,0.2,0.024,0.21030030000110855
HDy,anuranCalls,100,0.26,0.25,0.023,0.2083208999974886
HDy,anuranCalls,100,0.32,0.3,0.018999999999999996,0.2098102000018116
HDy,anuranCalls,100,0.37,0.39,0.037,0.20999389999633422
HDy,anuranCalls,100,0.42,0.43,0.033999999999999996,0.2091565999944578
HDy,anuranCalls,100,0.47,0.49,0.044,0.20898730000044452
HDy,anuranCalls,100,0.53,0.55,0.04,0.20974800000112737
HDy,anuranCalls,100,0.58,0.57,0.049,0.20950029999949038
HDy,anuranCalls,100,0.63,0.65,0.054000000000000006,0.20711800000572111
HDy,anuranCalls,100,0.68,0.67,0.049,0.21057489999657264
HDy,anuranCalls,100,0.74,0.76,0.049,0.2071801000056439
HDy,anuranCalls,100,0.79,0.77,0.044000000000000004,0.20799680000345688
HDy,anuranCalls,100,0.84,0.85,0.05600000000000001,0.21065729999827454
HDy,anuranCalls,100,0.89,0.85,0.054000000000000006,0.2100462000016705
HDy,anuranCalls,100,0.95,0.95,0.027000000000000003,0.20952379999653203
HDy,anuranCalls,100,1.0,1.0,0.0,0.20971369999460876
HDy,click-prediction,100,0.0,0.0,0.05800000000000001,0.22687479999876814
HDy,click-prediction,100,0.05,0.0,0.136,0.22728330000245478
HDy,click-prediction,100,0.11,0.05,0.15999999999999998,0.22669090000272263
HDy,click-prediction,100,0.16,0.0,0.13199999999999998,0.22651840000617085
HDy,click-prediction,100,0.21,0.38,0.179,0.22568070000124862
HDy,click-prediction,100,0.26,0.38,0.10500000000000001,0.2248120000003837
HDy,click-prediction,100,0.32,0.0,0.128,0.22745819999545347
HDy,click-prediction,100,0.37,0.57,0.161,0.2252784000011161
HDy,click-prediction,100,0.42,0.48,0.131,0.2278024999977788
HDy,click-prediction,100,0.47,0.33,0.129,0.22854430000006687
HDy,click-prediction,100,0.53,0.9,0.149,0.22883659999934025
HDy,click-prediction,100,0.58,0.81,0.13499999999999998,0.2273907999988296
HDy,click-prediction,100,0.63,0.86,0.21799999999999997,0.2264842000004137
HDy,click-prediction,100,0.68,0.62,0.14700000000000002,0.22705410000344273
HDy,click-prediction,100,0.74,0.71,0.14,0.2274563999962993
HDy,click-prediction,100,0.79,0.86,0.09899999999999999,0.23001949999888893
HDy,click-prediction,100,0.84,1.0,0.153,0.22659819999535102
HDy,click-prediction,100,0.89,1.0,0.162,0.2282171999977436
HDy,click-prediction,100,0.95,0.62,0.11200000000000002,0.22769809999590507
HDy,click-prediction,100,1.0,0.86,0.15700000000000003,0.22959480000281474
HDy,cmc,100,0.0,0.21,0.251,0.20647570000437554
HDy,cmc,100,0.05,0.07,0.196,0.2072494000021834
HDy,cmc,100,0.11,0.1,0.271,0.20620059999782825
HDy,cmc,100,0.16,0.17,0.26999999999999996,0.21088930000405526
HDy,cmc,100,0.21,0.21,0.202,0.20901680000679335
HDy,cmc,100,0.26,0.28,0.12799999999999997,0.20875840000371682
HDy,cmc,100,0.32,0.45,0.258,0.20934069999930216
HDy,cmc,100,0.37,0.41,0.227,0.2097827000034158
HDy,cmc,100,0.42,0.55,0.195,0.20900100000289967
HDy,cmc,100,0.47,0.72,0.17300000000000001,0.20889819999865722
HDy,cmc,100,0.53,0.34,0.14100000000000001,0.20922589999827323
HDy,cmc,100,0.58,0.66,0.08499999999999999,0.20925619999616174
HDy,cmc,100,0.63,0.69,0.135,0.2092878000039491
HDy,cmc,100,0.68,0.97,0.14,0.2048108000017237
HDy,cmc,100,0.74,0.93,0.11199999999999999,0.20469259999663336
HDy,cmc,100,0.79,0.79,0.11100000000000002,0.20670370000152616
HDy,cmc,100,0.84,0.93,0.094,0.2070538999978453
HDy,cmc,100,0.89,1.0,0.073,0.20838739999453537
HDy,cmc,100,0.95,1.0,0.027000000000000003,0.20653650000167545
HDy,cmc,100,1.0,1.0,0.007000000000000001,0.20646629999828292
HDy,covtype_reduced,100,0.0,0.0,0.0,0.21227960000396706
HDy,covtype_reduced,100,0.05,0.16,0.045,0.21342729999742005
HDy,covtype_reduced,100,0.11,0.04,0.06400000000000002,0.21329520000290358
HDy,covtype_reduced,100,0.16,0.04,0.10500000000000001,0.21121790000324836
HDy,covtype_reduced,100,0.21,0.16,0.07300000000000001,0.21244630000001052
HDy,covtype_reduced,100,0.26,0.35,0.054000000000000006,0.21374060000380268
HDy,covtype_reduced,100,0.32,0.31,0.085,0.2143177000034484
HDy,covtype_reduced,100,0.37,0.39,0.07500000000000001,0.21362119999685092
HDy,covtype_reduced,100,0.42,0.37,0.046,0.21431009999650996
HDy,covtype_reduced,100,0.47,0.41,0.079,0.21361080000497168
HDy,covtype_reduced,100,0.53,0.55,0.099,0.21185619999596383
HDy,covtype_reduced,100,0.58,0.69,0.091,0.21242910000000848
HDy,covtype_reduced,100,0.63,0.67,0.05700000000000001,0.21367150000151014
HDy,covtype_reduced,100,0.68,0.69,0.123,0.2145204000044032
HDy,covtype_reduced,100,0.74,0.65,0.083,0.21294879999913974
HDy,covtype_reduced,100,0.79,0.86,0.069,0.21372909999627154
HDy,covtype_reduced,100,0.84,0.8,0.073,0.21284469999955036
HDy,covtype_reduced,100,0.89,0.86,0.05700000000000001,0.2132832999996026
HDy,covtype_reduced,100,0.95,0.82,0.041999999999999996,0.21371799999906216
HDy,covtype_reduced,100,1.0,1.0,0.0,0.2130096000037156
HDy,default_credit_card_clients,100,0.0,0.0,0.121,0.22580200000084005
HDy,default_credit_card_clients,100,0.05,0.12,0.135,0.2256236000030185
HDy,default_credit_card_clients,100,0.11,0.03,0.215,0.22422849999566097
HDy,default_credit_card_clients,100,0.16,0.12,0.152,0.2261854000025778
HDy,default_credit_card_clients,100,0.21,0.22,0.11699999999999999,0.22285490000649588
HDy,default_credit_card_clients,100,0.26,0.06,0.144,0.2243467000007513
HDy,default_credit_card_clients,100,0.32,0.09,0.20599999999999996,0.22518039999704342
HDy,default_credit_card_clients,100,0.37,0.41,0.14700000000000002,0.22734280000440776
HDy,default_credit_card_clients,100,0.42,0.47,0.181,0.22395980000146665
HDy,default_credit_card_clients,100,0.47,0.69,0.146,0.2249147999973502
HDy,default_credit_card_clients,100,0.53,0.56,0.22300000000000003,0.2241998999961652
HDy,default_credit_card_clients,100,0.58,0.59,0.15,0.22462620000442257
HDy,default_credit_card_clients,100,0.63,0.59,0.14400000000000002,0.2229635000039707
HDy,default_credit_card_clients,100,0.68,0.87,0.14600000000000002,0.2228638000015053
HDy,default_credit_card_clients,100,0.74,0.62,0.16,0.22218110000540037
HDy,default_credit_card_clients,100,0.79,0.69,0.12200000000000003,0.22243040000466863
HDy,default_credit_card_clients,100,0.84,0.84,0.11200000000000002,0.22193300000071758
HDy,default_credit_card_clients,100,0.89,0.91,0.08099999999999999,0.22282749999430962
HDy,default_credit_card_clients,100,0.95,0.94,0.06000000000000001,0.2225797999999486
HDy,default_credit_card_clients,100,1.0,0.97,0.0,0.22302250000211643
HDy,eeg,100,0.0,0.0,0.092,0.2167023000001791
HDy,eeg,100,0.05,0.15,0.21000000000000002,0.21704589999717427
HDy,eeg,100,0.11,0.0,0.14100000000000001,0.21647650000522844
HDy,eeg,100,0.16,0.31,0.124,0.21441220000269823
HDy,eeg,100,0.21,0.0,0.16699999999999998,0.21336650000012014
HDy,eeg,100,0.26,0.23,0.197,0.21418480000284035
HDy,eeg,100,0.32,0.0,0.23399999999999999,0.21629460000258405
HDy,eeg,100,0.37,0.85,0.199,0.214467899997544
HDy,eeg,100,0.42,0.69,0.198,0.21403469999495428
HDy,eeg,100,0.47,0.0,0.211,0.21482169999944745
HDy,eeg,100,0.53,0.15,0.265,0.2147398000015528
HDy,eeg,100,0.58,0.31,0.193,0.21521609999763314
HDy,eeg,100,0.63,0.0,0.11000000000000001,0.21463080000103218
HDy,eeg,100,0.68,0.69,0.217,0.2134626000042772
HDy,eeg,100,0.74,0.23,0.23200000000000004,0.2146638000049279
HDy,eeg,100,0.79,0.85,0.17800000000000002,0.2151432000027853
HDy,eeg,100,0.84,0.62,0.28700000000000003,0.2169627000039327
HDy,eeg,100,0.89,0.92,0.284,0.21408940000401344
HDy,eeg,100,0.95,1.0,0.11000000000000001,0.21607640000001993
HDy,eeg,100,1.0,1.0,0.31999999999999995,0.21633250000013504
HDy,jm1-processed,100,0.0,0.1,0.07400000000000001,0.2148531000057119
HDy,jm1-processed,100,0.05,0.1,0.135,0.21684439999808092
HDy,jm1-processed,100,0.11,0.07,0.11900000000000002,0.21576630000345176
HDy,jm1-processed,100,0.16,0.0,0.12599999999999997,0.2148425000050338
HDy,jm1-processed,100,0.21,0.1,0.134,0.2150543000025209
HDy,jm1-processed,100,0.26,0.14,0.11600000000000002,0.21375309999712044
HDy,jm1-processed,100,0.32,0.21,0.255,0.21426419999625068
HDy,jm1-processed,100,0.37,0.17,0.137,0.21226100000058068
HDy,jm1-processed,100,0.42,0.38,0.202,0.21475159999681637
HDy,jm1-processed,100,0.47,0.45,0.16899999999999998,0.21385620000364725
HDy,jm1-processed,100,0.53,0.52,0.16100000000000003,0.2110774999964633
HDy,jm1-processed,100,0.58,0.48,0.15,0.2138619999968796
HDy,jm1-processed,100,0.63,0.59,0.135,0.21463880000374047
HDy,jm1-processed,100,0.68,0.41,0.15200000000000002,0.21155819999694359
HDy,jm1-processed,100,0.74,0.45,0.11000000000000001,0.2122144000022672
HDy,jm1-processed,100,0.79,0.66,0.089,0.21370710000337567
HDy,jm1-processed,100,0.84,0.86,0.10400000000000001,0.2136882999984664
HDy,jm1-processed,100,0.89,0.9,0.09100000000000001,0.2132555999996839
HDy,jm1-processed,100,0.95,1.0,0.040999999999999995,0.21191489999910118
HDy,jm1-processed,100,1.0,0.76,0.03200000000000001,0.21365560000413097
HDy,letter-recognition,100,0.0,0.05,0.05900000000000001,0.2180149000050733
HDy,letter-recognition,100,0.05,0.08,0.048,0.21872520000033546
HDy,letter-recognition,100,0.11,0.11,0.065,0.21796080000058282
HDy,letter-recognition,100,0.16,0.11,0.10800000000000001,0.21732619999966118
HDy,letter-recognition,100,0.21,0.22,0.10900000000000001,0.21755359999951907
HDy,letter-recognition,100,0.26,0.11,0.082,0.21800100000109524
HDy,letter-recognition,100,0.32,0.27,0.094,0.2183359999980894
HDy,letter-recognition,100,0.37,0.51,0.091,0.21630249999725493
HDy,letter-recognition,100,0.42,0.41,0.127,0.21557360000588233
HDy,letter-recognition,100,0.47,0.22,0.124,0.21470800000679446
HDy,letter-recognition,100,0.53,0.59,0.136,0.21634710000216728
HDy,letter-recognition,100,0.58,0.51,0.13900000000000004,0.21698660000402015
HDy,letter-recognition,100,0.63,0.59,0.15699999999999997,0.21537739999621408
HDy,letter-recognition,100,0.68,0.78,0.11000000000000001,0.21488610000233166
HDy,letter-recognition,100,0.74,0.62,0.11099999999999999,0.21769900000072084
HDy,letter-recognition,100,0.79,1.0,0.135,0.21687499999825377
HDy,letter-recognition,100,0.84,1.0,0.136,0.21688560000620782
HDy,letter-recognition,100,0.89,0.89,0.099,0.2177990000054706
HDy,letter-recognition,100,0.95,1.0,0.05800000000000001,0.21545690000493778
HDy,letter-recognition,100,1.0,0.89,0.0,0.21539230000053067
HDy,magic,100,0.0,0.07,0.0,0.21597109999856912
HDy,magic,100,0.05,0.02,0.041999999999999996,0.21750849999807542
HDy,magic,100,0.11,0.0,0.08299999999999999,0.21734410000499338
HDy,magic,100,0.16,0.15,0.074,0.21707330000208458
HDy,magic,100,0.21,0.13,0.098,0.21721760000218637
HDy,magic,100,0.26,0.22,0.127,0.2175301000024774
HDy,magic,100,0.32,0.26,0.08199999999999999,0.21465100000204984
HDy,magic,100,0.37,0.37,0.095,0.21797069999593077
HDy,magic,100,0.42,0.59,0.13099999999999998,0.21718580000015208
HDy,magic,100,0.47,0.44,0.136,0.21620319999783533
HDy,magic,100,0.53,0.57,0.10900000000000001,0.2178870999996434
HDy,magic,100,0.58,0.48,0.11700000000000002,0.217300600001181
HDy,magic,100,0.63,0.63,0.09600000000000002,0.21712400000251364
HDy,magic,100,0.68,0.54,0.131,0.214989299995068
HDy,magic,100,0.74,0.74,0.07400000000000001,0.21503859999938868
HDy,magic,100,0.79,0.81,0.071,0.2182297999970615
HDy,magic,100,0.84,0.91,0.048,0.217867400002433
HDy,magic,100,0.89,0.94,0.068,0.2179480999984662
HDy,magic,100,0.95,0.72,0.06,0.2173696999961976
HDy,magic,100,1.0,1.0,0.03,0.21774740000546444
HDy,mozilla,100,0.0,0.0,0.001,0.21286179999879096
HDy,mozilla,100,0.05,0.03,0.032,0.2128000000011525
HDy,mozilla,100,0.11,0.06,0.046,0.21368100000108825
HDy,mozilla,100,0.16,0.24,0.044000000000000004,0.21261530000629136
HDy,mozilla,100,0.21,0.15,0.052000000000000005,0.21376910000253702
HDy,mozilla,100,0.26,0.24,0.053000000000000005,0.2133114000025671
HDy,mozilla,100,0.32,0.41,0.073,0.2157664999976987
HDy,mozilla,100,0.37,0.4,0.051000000000000004,0.2162705000009737
HDy,mozilla,100,0.42,0.38,0.06200000000000001,0.21588660000270465
HDy,mozilla,100,0.47,0.51,0.038,0.21610430000146152
HDy,mozilla,100,0.53,0.54,0.045,0.21458030000212602
HDy,mozilla,100,0.58,0.54,0.051000000000000004,0.21347310000419384
HDy,mozilla,100,0.63,0.66,0.063,0.2157401000004029
HDy,mozilla,100,0.68,0.69,0.05600000000000001,0.2143897999994806
HDy,mozilla,100,0.74,0.78,0.075,0.21296259999508038
HDy,mozilla,100,0.79,0.75,0.049999999999999996,0.21539149999443907
HDy,mozilla,100,0.84,0.85,0.059,0.21538780000264524
HDy,mozilla,100,0.89,0.94,0.047,0.21514920000481652
HDy,mozilla,100,0.95,0.9,0.039,0.2141708999988623
HDy,mozilla,100,1.0,0.9,0.002,0.21260769999935292
HDy,namao,100,0.0,0.02,0.002,0.21987470000021858
HDy,namao,100,0.05,0.11,0.013000000000000001,0.22242419999383856
HDy,namao,100,0.11,0.11,0.016,0.22271190000174101
HDy,namao,100,0.16,0.15,0.022,0.222770300002594
HDy,namao,100,0.21,0.2,0.011000000000000001,0.22096400000009453
HDy,namao,100,0.26,0.26,0.025,0.22281710000243038
HDy,namao,100,0.32,0.32,0.027000000000000003,0.22026999999798136
HDy,namao,100,0.37,0.38,0.019999999999999997,0.2203674000047613
HDy,namao,100,0.42,0.48,0.016999999999999998,0.22265579999657348
HDy,namao,100,0.47,0.48,0.030000000000000006,0.22261620000062976
HDy,namao,100,0.53,0.51,0.025,0.219900800002506
HDy,namao,100,0.58,0.53,0.024,0.22383149999950547
HDy,namao,100,0.63,0.67,0.044000000000000004,0.22407180000300286
HDy,namao,100,0.68,0.68,0.029000000000000005,0.22312190000229748
HDy,namao,100,0.74,0.74,0.039999999999999994,0.22018129999923985
HDy,namao,100,0.79,0.82,0.027000000000000003,0.21973450000223238
HDy,namao,100,0.84,0.86,0.036,0.2198149999967427
HDy,namao,100,0.89,0.89,0.030999999999999993,0.2196957000051043
HDy,namao,100,0.95,0.91,0.014000000000000002,0.21916369999962626
HDy,namao,100,1.0,1.0,0.002,0.22201760000461945
HDy,occupancy,100,0.0,0.01,0.0,0.21517339999991236
HDy,occupancy,100,0.05,0.06,0.006999999999999999,0.2151547000030405
HDy,occupancy,100,0.11,0.12,0.005,0.2142999999996391
HDy,occupancy,100,0.16,0.17,0.006,0.21685720000095898
HDy,occupancy,100,0.21,0.19,0.008,0.21717920000082813
HDy,occupancy,100,0.26,0.26,0.012,0.2158218999975361
HDy,occupancy,100,0.32,0.31,0.009999999999999998,0.21504389999608975
HDy,occupancy,100,0.37,0.36,0.015,0.21454909999738447
HDy,occupancy,100,0.42,0.41,0.018000000000000002,0.21381799999653595
HDy,occupancy,100,0.47,0.49,0.019,0.2162679000030039
HDy,occupancy,100,0.53,0.55,0.023,0.2137598999979673
HDy,occupancy,100,0.58,0.58,0.028999999999999998,0.21371329999965383
HDy,occupancy,100,0.63,0.63,0.033,0.215793900002609
HDy,occupancy,100,0.68,0.67,0.023,0.21622190000198316
HDy,occupancy,100,0.74,0.73,0.031000000000000007,0.21596169999975245
HDy,occupancy,100,0.79,0.79,0.034,0.2145684999995865
HDy,occupancy,100,0.84,0.84,0.039,0.21413519999623531
HDy,occupancy,100,0.89,0.9,0.03,0.216225599993777
HDy,occupancy,100,0.95,0.95,0.018000000000000002,0.21471369999926537
HDy,occupancy,100,1.0,0.99,0.004,0.21479560000443598
HDy,phoneme,100,0.0,0.0,0.004,0.2092250999994576
HDy,phoneme,100,0.05,0.2,0.036,0.2084331000005477
HDy,phoneme,100,0.11,0.08,0.08299999999999999,0.20729429999482818
HDy,phoneme,100,0.16,0.16,0.1,0.21068620000005467
HDy,phoneme,100,0.21,0.14,0.082,0.21022030000312952
HDy,phoneme,100,0.26,0.28,0.11400000000000002,0.2075886000020546
HDy,phoneme,100,0.32,0.28,0.119,0.20936190000065835
HDy,phoneme,100,0.37,0.26,0.081,0.20986800000537187
HDy,phoneme,100,0.42,0.44,0.07600000000000001,0.21003599999676226
HDy,phoneme,100,0.47,0.46,0.068,0.21012649999465793
HDy,phoneme,100,0.53,0.46,0.07100000000000001,0.20966459999908693
HDy,phoneme,100,0.58,0.44,0.084,0.20868029999837745
HDy,phoneme,100,0.63,0.82,0.08299999999999999,0.2081627999941702
HDy,phoneme,100,0.68,0.72,0.06200000000000001,0.20725469999888446
HDy,phoneme,100,0.74,0.68,0.061,0.2078334999969229
HDy,phoneme,100,0.79,0.92,0.057999999999999996,0.20805299999483395
HDy,phoneme,100,0.84,0.8,0.06700000000000002,0.20994200000131968
HDy,phoneme,100,0.89,0.96,0.05500000000000001,0.20968569999968167
HDy,phoneme,100,0.95,1.0,0.043,0.2080707000059192
HDy,phoneme,100,1.0,0.82,0.023,0.20789710000099149
HDy,spambase,100,0.0,0.0,0.005,0.20997329999954673
HDy,spambase,100,0.05,0.03,0.016,0.20995289999700617
HDy,spambase,100,0.11,0.11,0.039,0.20991309999953955
HDy,spambase,100,0.16,0.18,0.041999999999999996,0.20996379999996861
HDy,spambase,100,0.21,0.19,0.048,0.20913629999995464
HDy,spambase,100,0.26,0.15,0.052000000000000005,0.20935350000218023
HDy,spambase,100,0.32,0.35,0.037,0.20712679999996908
HDy,spambase,100,0.37,0.39,0.031,0.2082072999983211
HDy,spambase,100,0.42,0.43,0.04700000000000001,0.20961849999730475
HDy,spambase,100,0.47,0.49,0.030000000000000006,0.210646599996835
HDy,spambase,100,0.53,0.58,0.053000000000000005,0.21069420000276295
HDy,spambase,100,0.58,0.56,0.03400000000000001,0.21062080000410788
HDy,spambase,100,0.63,0.63,0.057999999999999996,0.20960689999628812
HDy,spambase,100,0.68,0.68,0.07700000000000001,0.210126300000411
HDy,spambase,100,0.74,0.8,0.09,0.2101796999995713
HDy,spambase,100,0.79,0.77,0.085,0.2098416999942856
HDy,spambase,100,0.84,0.89,0.064,0.21021119999932125
HDy,spambase,100,0.89,0.87,0.06200000000000001,0.20971629999985453
HDy,spambase,100,0.95,0.94,0.033,0.20946250000270084
HDy,spambase,100,1.0,0.94,0.003,0.20973319999757223
HDy,winetype,100,0.0,0.0,0.001,0.20999270000174874
HDy,winetype,100,0.05,0.03,0.008,0.21088830000371672
HDy,winetype,100,0.11,0.09,0.009999999999999998,0.21042160000069998
HDy,winetype,100,0.16,0.15,0.009,0.20996870000089984
HDy,winetype,100,0.21,0.2,0.009999999999999998,0.21109460000297986
HDy,winetype,100,0.26,0.24,0.007000000000000001,0.21027220001269598
HDy,winetype,100,0.32,0.3,0.012,0.21047779999207705
HDy,winetype,100,0.37,0.36,0.009,0.21066609999979846
HDy,winetype,100,0.42,0.43,0.016,0.21152620000066236
HDy,winetype,100,0.47,0.46,0.02,0.2124296999973012
HDy,winetype,100,0.53,0.54,0.026000000000000002,0.2081356999988202
HDy,winetype,100,0.58,0.58,0.025,0.21066149999387562
HDy,winetype,100,0.63,0.65,0.032,0.21064669999759644
HDy,winetype,100,0.68,0.69,0.037,0.21017619999474846
HDy,winetype,100,0.74,0.74,0.03300000000000001,0.20831869999528863
HDy,winetype,100,0.79,0.8,0.034,0.21065449999878183
HDy,winetype,100,0.84,0.84,0.034999999999999996,0.21145659999456257
HDy,winetype,100,0.89,0.9,0.031000000000000007,0.21670170000288635
HDy,winetype,100,0.95,0.97,0.013999999999999999,0.21024660000693984
HDy,winetype,100,1.0,0.98,0.002,0.21060400000715163
MAX,AedesQuinx,100,0.0,0.03,0.023,0.0001835999937611632
MAX,AedesQuinx,100,0.05,0.05,0.03300000000000001,0.00018990000535268337
MAX,AedesQuinx,100,0.11,0.08,0.028000000000000004,0.00019109999993816018
MAX,AedesQuinx,100,0.16,0.08,0.046,0.00019099999917671084
MAX,AedesQuinx,100,0.21,0.1,0.06299999999999999,0.00019330000213813037
MAX,AedesQuinx,100,0.26,0.19,0.036000000000000004,0.00019159999646944925
MAX,AedesQuinx,100,0.32,0.29,0.044000000000000004,0.00018760000239126384
MAX,AedesQuinx,100,0.37,0.25,0.049,0.00018909999926108867
MAX,AedesQuinx,100,0.42,0.37,0.038000000000000006,0.00018629999976838008
MAX,AedesQuinx,100,0.47,0.32,0.044000000000000004,0.00019440000323811546
MAX,AedesQuinx,100,0.53,0.52,0.038,0.0001799000019673258
MAX,AedesQuinx,100,0.58,0.51,0.073,0.00017870000010589138
MAX,AedesQuinx,100,0.63,0.73,0.051000000000000004,0.00017720000323606655
MAX,AedesQuinx,100,0.68,0.68,0.023,0.0001807000007829629
MAX,AedesQuinx,100,0.74,0.7,0.05800000000000001,0.00017040000238921493
MAX,AedesQuinx,100,0.79,0.78,0.037000000000000005,0.0001771000024746172
MAX,AedesQuinx,100,0.84,0.86,0.05900000000000001,0.00018049999926006421
MAX,AedesQuinx,100,0.89,0.9,0.052000000000000005,0.0001756999990902841
MAX,AedesQuinx,100,0.95,0.92,0.037000000000000005,0.00018010000349022448
MAX,AedesQuinx,100,1.0,1.0,0.01,0.00019079999765381217
MAX,AedesSex,100,0.0,0.01,0.012,0.00019449999672360718
MAX,AedesSex,100,0.05,0.07,0.005,0.0001899999988381751
MAX,AedesSex,100,0.11,0.11,0.013000000000000001,0.00019189999875379726
MAX,AedesSex,100,0.16,0.18,0.016,0.00019099999917671084
MAX,AedesSex,100,0.21,0.21,0.011999999999999999,0.00018930000078398734
MAX,AedesSex,100,0.26,0.26,0.007000000000000001,0.00019309999333927408
MAX,AedesSex,100,0.32,0.3,0.009,0.0001903000011225231
MAX,AedesSex,100,0.37,0.36,0.008,0.00019270000484539196
MAX,AedesSex,100,0.42,0.44,0.011,0.000192299994523637
MAX,AedesSex,100,0.47,0.47,0.012,0.00019149999570799991
MAX,AedesSex,100,0.53,0.53,0.022,0.00019150000298395753
MAX,AedesSex,100,0.58,0.54,0.01,0.00018880000425269827
MAX,AedesSex,100,0.63,0.62,0.01,0.00018730000010691583
MAX,AedesSex,100,0.68,0.69,0.015000000000000003,0.00019189999875379726
MAX,AedesSex,100,0.74,0.74,0.003,0.00018959999579237774
MAX,AedesSex,100,0.79,0.79,0.011,0.0001889000050141476
MAX,AedesSex,100,0.84,0.84,0.019,0.0001852000059443526
MAX,AedesSex,100,0.89,0.88,0.008,0.00018819999968400225
MAX,AedesSex,100,0.95,0.96,0.009,0.0001897000038297847
MAX,AedesSex,100,1.0,1.0,0.014000000000000002,0.00019069999689236283
MAX,ArabicDigit,100,0.0,0.01,0.014000000000000002,0.0001871999993454665
MAX,ArabicDigit,100,0.05,0.03,0.012,0.00018979999731527641
MAX,ArabicDigit,100,0.11,0.1,0.006,0.0001908999984152615
MAX,ArabicDigit,100,0.16,0.15,0.013000000000000001,0.00018230000569019467
MAX,ArabicDigit,100,0.21,0.21,0.009999999999999998,0.00018960000306833535
MAX,ArabicDigit,100,0.26,0.26,0.013000000000000001,0.00019099999917671084
MAX,ArabicDigit,100,0.32,0.31,0.005,0.00019180000526830554
