,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
294_satellite_image,"('DyS', 'HDy', 'PACC', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'CC', 'X', 'PCC')","[0.09125817 0.09120252 0.09115193 0.0910811  0.09102545 0.09102039
 0.09094451 0.09082814 0.09075226 0.09071684 0.09001867]","(np.float64(1.0038518786993218), np.float64(1.0032397097723902), np.float64(1.0026831925660884), np.float64(1.0019040684772662), np.float64(1.0012918995503344), np.float64(1.0012362478297043), np.float64(1.0004014720202516), np.float64(0.999121482445758), np.float64(0.9982867066363056), np.float64(0.9978971445918944), np.float64(0.9902172071449318))","('SMM', 'DyS', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'HDy', 'CC', 'PCC')","[0.09126992 0.09120916 0.0912041  0.09116866 0.0910826  0.09107754
 0.09107754 0.09092566 0.09076366 0.09035359 0.08986758]","(np.float64(1.0039880214766166), np.float64(1.003319747855868), np.float64(1.0032640583874721), np.float64(1.0028742321087023), np.float64(1.0019275111459751), np.float64(1.0018718216775793), np.float64(1.0018718216775793), np.float64(1.0002011376257083), np.float64(0.9984190746370452), np.float64(0.9939082276969925), np.float64(0.9885620387310039))"
2dplanes,"('DyS', 'SMM', 'MS', 'SORD', 'MAX', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09359954 0.09355691 0.09348229 0.09346098 0.09298665 0.09280011
 0.09234177 0.09127053 0.09105202 0.08339879 0.08205041]","(np.float64(1.031486856588397), np.float64(1.0310169944107321), np.float64(1.0301947355998196), np.float64(1.029959804510987), np.float64(1.0247325877844693), np.float64(1.022676940757187), np.float64(1.017625922347293), np.float64(1.0058206351334718), np.float64(1.0034125914729413), np.float64(0.9190723305821578), np.float64(0.9042129392135172))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09272706 0.0924696  0.09237502 0.09231723 0.09214909 0.09208604
 0.09208604 0.09206502 0.0898057  0.08723638 0.08468281]","(np.float64(1.0207308086746767), np.float64(1.0178967368562808), np.float64(1.016855649249523), np.float64(1.0162194290453932), np.float64(1.0143686066333792), np.float64(1.0136745482288743), np.float64(1.0136745482288743), np.float64(1.0134431954273724), np.float64(0.9885727692659385), np.float64(0.9602898892823537), np.float64(0.9321805238998959))"
30_page-blocks,"('SORD', 'MS', 'MAX', 'DyS', 'SMM', 'ACC', 'CC', 'X', 'HDy', 'PACC', 'PCC')","[0.09130868 0.09129858 0.09128847 0.09127332 0.09117227 0.09116217
 0.0911268  0.09112175 0.09055084 0.08996982 0.08972731]","(np.float64(1.0044280813653907), np.float64(1.004316927170406), np.float64(1.0042057729754217), np.float64(1.0040390416829452), np.float64(1.0029274997331008), np.float64(1.002816345538116), np.float64(1.0024273058556707), np.float64(1.0023717287581786), np.float64(0.9960915167415575), np.float64(0.9897001505299524), np.float64(0.987032449850326))","('SORD', 'DyS', 'SMM', 'MS', 'X', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC')","[0.09394357 0.09384283 0.0937898  0.09369436 0.09366254 0.09344514
 0.09330197 0.09309517 0.0874533  0.08237879 0.08139253]","(np.float64(1.0359520146725), np.float64(1.034841030563848), np.float64(1.0342563020856101), np.float64(1.0332037908247824), np.float64(1.0328529537378395), np.float64(1.0304555669770648), np.float64(1.028876800085823), np.float64(1.0265963590206955), np.float64(0.9643812489361979), np.float64(0.908422733568844), np.float64(0.8975467838736215))"
312_scene,"('SMM', 'MS', 'PCC', 'PACC', 'CC', 'SORD', 'ACC', 'MAX', 'X', 'DyS', 'HDy')","[0.09340742 0.09239823 0.09228469 0.09149626 0.09148995 0.09038614
 0.09024107 0.09024107 0.09024107 0.08948418 0.08832991]","(np.float64(1.0277008186576768), np.float64(1.01659730290474), np.float64(1.0153481573825345), np.float64(1.006673535700552), np.float64(1.0066041387270963), np.float64(0.9944596683723216), np.float64(0.9928635379828366), np.float64(0.9928635379828366), np.float64(0.9928635379828366), np.float64(0.9845359011681337), np.float64(0.9718362550257119))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'ACC', 'HDy', 'X', 'CC', 'PACC', 'PCC')","[0.0921964  0.09211389 0.09203654 0.09201591 0.09194887 0.09184574
 0.09173229 0.09151055 0.09050499 0.08877233 0.08532249]","(np.float64(1.0146309173743444), np.float64(1.0137229139795074), np.float64(1.0128716607968482), np.float64(1.0126446599481391), np.float64(1.0119069071898341), np.float64(1.010771902946288), np.float64(1.0095233982783873), np.float64(1.0070831391547634), np.float64(0.9960168477801901), np.float64(0.9769487764886176), np.float64(0.9389828845420037))"
375_JapaneseVowels,"('SORD', 'SMM', 'DyS', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09892178 0.09857165 0.09831489 0.09736954 0.09657591 0.0955722
 0.09351226 0.09171492 0.08194044 0.07538715 0.07211927]","(np.float64(1.0998172716729009), np.float64(1.0959244994725885), np.float64(1.0930697998590262), np.float64(1.0825593149181834), np.float64(1.0737356979308086), np.float64(1.062576417623247), np.float64(1.0396739411780767), np.float64(1.0196910438831408), np.float64(0.9110178199577575), np.float64(0.838158100275247), np.float64(0.8018255597389995))","('DyS', 'MAX', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09227696 0.0919225  0.09191222 0.09186085 0.09185058 0.09183003
 0.09159372 0.09141906 0.09039678 0.08791557 0.08702172]","(np.float64(1.0153756462311507), np.float64(1.0114753360958402), np.float64(1.01136228362815), np.float64(1.010797021289699), np.float64(1.010683968822009), np.float64(1.0104578638866286), np.float64(1.007857657129755), np.float64(1.0059357651790224), np.float64(0.9946870446438508), np.float64(0.9673848736966765), np.float64(0.9575493090076324))"
40474_thyroid-allbp,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40475_thyroid-allhyper,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40733_yeast,"('DyS', 'HDy', 'SORD', 'MAX', 'X', 'SMM', 'PCC', 'MS', 'ACC', 'CC', 'PACC')","[0.10093657 0.10024845 0.09985524 0.09962177 0.09962177 0.09920398
 0.08479642 0.0826829  0.07996114 0.07665569 0.07641608]","(np.float64(1.1234160122489745), np.float64(1.1157572679992462), np.float64(1.1113808427136875), np.float64(1.108782340200387), np.float64(1.108782340200387), np.float64(1.1041323883344807), np.float64(0.9437774306057987), np.float64(0.9202541446959197), np.float64(0.8899610759224416), np.float64(0.8531717508657121), np.float64(0.8505048667073247))","('DyS', 'SORD', 'SMM', 'HDy', 'X', 'MAX', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09858786 0.09808432 0.09789333 0.09787018 0.09737243 0.09675893
 0.09104642 0.08670561 0.08432105 0.07991658 0.07144331]","(np.float64(1.094640186093357), np.float64(1.0890493471374603), np.float64(1.0869286840852233), np.float64(1.0866716340182854), np.float64(1.0811450575791233), np.float64(1.074333230805272), np.float64(1.0109061267883734), np.float64(0.9627092392375385), np.float64(0.9362330823429469), np.float64(0.8873293071080329), np.float64(0.7932489826088036))"
44_spambase,"('MS', 'SMM', 'DyS', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09288228 0.09285056 0.09278713 0.09277656 0.09236423 0.0922638
 0.09201535 0.09185676 0.08842602 0.08760666 0.08417064]","(np.float64(1.0225909297084472), np.float64(1.0222417386887857), np.float64(1.0215433566494627), np.float64(1.0214269596429089), np.float64(1.0168874763873095), np.float64(1.0157817048250481), np.float64(1.013046375171033), np.float64(1.0113004200727256), np.float64(0.9735295914460066), np.float64(0.9645088234380843), np.float64(0.9266797963080885))","('DyS', 'MS', 'MAX', 'SMM', 'SORD', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09216335 0.09201861 0.09200827 0.09200827 0.09196692 0.09195658
 0.09170328 0.09163608 0.08975446 0.08839494 0.08638925]","(np.float64(1.0141793963578294), np.float64(1.0125866550958689), np.float64(1.0124728878628717), np.float64(1.0124728878628717), np.float64(1.0120178189308833), np.float64(1.0119040516978859), np.float64(1.009116754489455), np.float64(1.0083772674749736), np.float64(0.987671631069488), np.float64(0.9727112399303597), np.float64(0.9506403967289074))"
4538_GesturePhaseSegmentationProcessed,"('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09731333 0.0971446  0.09689442 0.09658605 0.09623696 0.09606242
 0.09305441 0.09155914 0.08419332 0.07909659 0.07185876]","(np.float64(1.0795761511932604), np.float64(1.0777043203651013), np.float64(1.0749288470681762), np.float64(1.071507914864989), np.float64(1.067635161427419), np.float64(1.0656987847086339), np.float64(1.0323285592549039), np.float64(1.0157402653639782), np.float64(0.9340251678312466), np.float64(0.8774829676427214), np.float64(0.7971878797037657))","('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09731333 0.0971446  0.09689442 0.09658605 0.09623696 0.09606242
 0.09305441 0.09155914 0.08419332 0.07909659 0.07185876]","(np.float64(1.0795761511932604), np.float64(1.0777043203651013), np.float64(1.0749288470681762), np.float64(1.071507914864989), np.float64(1.067635161427419), np.float64(1.0656987847086339), np.float64(1.0323285592549039), np.float64(1.0157402653639782), np.float64(0.9340251678312466), np.float64(0.8774829676427214), np.float64(0.7971878797037657))"
60_waveform-5000,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'HDy', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09208071 0.09170045 0.09161309 0.09152573 0.09143838 0.09137157
 0.09119172 0.09100159 0.09061105 0.08913625 0.08832947]","(np.float64(1.0130250400531398), np.float64(1.0088415855141348), np.float64(1.0078805216335527), np.float64(1.00691945775297), np.float64(1.0059583938723882), np.float64(1.00522346266959), np.float64(1.0032448017389792), np.float64(1.0011530744694768), np.float64(0.9968565535915797), np.float64(0.9806315339605736), np.float64(0.9717558263575492))","('DyS', 'SORD', 'MAX', 'MS', 'SMM', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09294407 0.09276558 0.09275508 0.09267633 0.09262383 0.09197812
 0.09154765 0.09101218 0.08961051 0.08788335 0.08420331]","(np.float64(1.0231786474347506), np.float64(1.021213734956604), np.float64(1.0210981518696542), np.float64(1.0202312787175305), np.float64(1.0196533632827816), np.float64(1.012545003435368), np.float64(1.0078060968704263), np.float64(1.0019113594359859), np.float64(0.9864810173281867), np.float64(0.9674675995249435), np.float64(0.926955727549036))"
679_rmftsa_sleepdata,"('DyS', 'SORD', 'MS', 'SMM', 'MAX', 'HDy', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09375557 0.09357791 0.09344332 0.09338948 0.09278651 0.092625
 0.09231275 0.092232   0.08699372 0.08610541 0.08277832]","(np.float64(1.0328510403460558), np.float64(1.0308938609140146), np.float64(1.0294111492230744), np.float64(1.0288180645466982), np.float64(1.0221755161712855), np.float64(1.0203962621421572), np.float64(1.0169563710191756), np.float64(1.0160667440046114), np.float64(0.9583596049932133), np.float64(0.9485737078330072), np.float64(0.9119210748329619))","('DyS', 'HDy', 'SORD', 'MAX', 'MS', 'SMM', 'PCC', 'X', 'ACC', 'CC', 'PACC')","[0.10035955 0.10024677 0.09831179 0.09798533 0.09725526 0.09350994
 0.08648819 0.08536638 0.08441076 0.08257667 0.07348936]","(np.float64(1.1132974734911214), np.float64(1.112046447713929), np.float64(1.090581479115779), np.float64(1.086960088708116), np.float64(1.0788613428873415), np.float64(1.0373141183921495), np.float64(0.9594213028964098), np.float64(0.9469768885864397), np.float64(0.9363760912112797), np.float64(0.9160304614664077), np.float64(0.8152241212094531))"
AedesQuinx,"('DyS', 'SORD', 'SMM', 'MAX', 'X', 'HDy', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09881881 0.09822924 0.0979229  0.09752408 0.09744894 0.09641431
 0.09632761 0.08969791 0.0816521  0.07460624 0.07135786]","(np.float64(1.099865648641054), np.float64(1.0933037325957276), np.float64(1.0898941095525676), np.float64(1.0854551663454353), np.float64(1.084618843712207), np.float64(1.0731033243777612), np.float64(1.0721383367240367), np.float64(0.9983489474692359), np.float64(0.9087980932036015), np.float64(0.8303767632109234), np.float64(0.7942218924513781))","('DyS', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC')","[0.09291319 0.09289732 0.09282856 0.09281798 0.09256939 0.09240543
 0.09239485 0.09150099 0.08851793 0.0874125  0.08374186]","(np.float64(1.0230295221168282), np.float64(1.0228548131059203), np.float64(1.0220977407253187), np.float64(1.02198126805138), np.float64(1.0192441602138207), np.float64(1.0174388337677711), np.float64(1.0173223610938327), np.float64(1.0074804201460132), np.float64(0.9746351260953035), np.float64(0.9624637316687105), np.float64(0.9220477138119858))"
AedesSex,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'HDy', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09208071 0.09170045 0.09161309 0.09152573 0.09143838 0.09137157
 0.09119172 0.09100159 0.09061105 0.08913625 0.08832947]","(np.float64(1.0130250400531398), np.float64(1.0088415855141348), np.float64(1.0078805216335527), np.float64(1.00691945775297), np.float64(1.0059583938723882), np.float64(1.00522346266959), np.float64(1.0032448017389792), np.float64(1.0011530744694768), np.float64(0.9968565535915797), np.float64(0.9806315339605736), np.float64(0.9717558263575492))","('SORD', 'DyS', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09123342 0.09122835 0.09122328 0.09118781 0.09114727 0.09107632
 0.09107632 0.09085841 0.09080774 0.09053915 0.08962191]","(np.float64(1.003590937478585), np.float64(1.0035351921162836), np.float64(1.0034794467539823), np.float64(1.0030892292178732), np.float64(1.0026432663194629), np.float64(1.001862831247245), np.float64(1.0018628312472448), np.float64(0.9994657806682896), np.float64(0.9989083270452769), np.float64(0.9959538228433085), np.float64(0.9858639122667755))"
ArabicDigit,"('SMM', 'DyS', 'SORD', 'MS', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09121406 0.0911837  0.09117358 0.09113816 0.09111792 0.09100661
 0.09096107 0.09095095 0.0907688  0.09050569 0.08997947]","(np.float64(1.0033687023698101), np.float64(1.0030347530046861), np.float64(1.0029234365496447), np.float64(1.002533828957), np.float64(1.0023111960469173), np.float64(1.0010867150414624), np.float64(1.0005857909937765), np.float64(1.000474474538735), np.float64(0.9984707783479909), np.float64(0.995576550516916), np.float64(0.9897880948547657))","('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'CC', 'X', 'ACC', 'MAX', 'PACC', 'PCC')","[0.09119212 0.09113662 0.09106597 0.09102561 0.09101551 0.09091964
 0.09084395 0.09077331 0.09077331 0.09073799 0.09051597]","(np.float64(1.0031174245382846), np.float64(1.0025068634197418), np.float64(1.0017297856325054), np.float64(1.001285741182656), np.float64(1.0011747300701936), np.float64(1.0001201245018012), np.float64(0.999287541158334), np.float64(0.9985104633710973), np.float64(0.9985104633710973), np.float64(0.9981219244774792), np.float64(0.9956796800033079))"
BNG,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
BNG_breast-w,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,"('PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09631362 0.09517931 0.09495638 0.09291068 0.09230746 0.09213043
 0.09137641 0.09035356 0.08622282 0.08618348 0.08206585]","(np.float64(1.0615808735384893), np.float64(1.0490783232291412), np.float64(1.046621174613431), np.float64(1.0240732226104439), np.float64(1.0174244675326405), np.float64(1.0154732024554587), np.float64(1.0071622586082036), np.float64(0.9958882826067104), np.float64(0.9503587641391407), np.float64(0.9499251496775448), np.float64(0.9045401693638402))","('PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09631362 0.09517931 0.09495638 0.09291068 0.09230746 0.09213043
 0.09137641 0.09035356 0.08622282 0.08618348 0.08206585]","(np.float64(1.0615808735384893), np.float64(1.0490783232291412), np.float64(1.046621174613431), np.float64(1.0240732226104439), np.float64(1.0174244675326405), np.float64(1.0154732024554587), np.float64(1.0071622586082036), np.float64(0.9958882826067104), np.float64(0.9503587641391407), np.float64(0.9499251496775448), np.float64(0.9045401693638402))"
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,"('PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09631362 0.09517931 0.09495638 0.09291068 0.09230746 0.09213043
 0.09137641 0.09035356 0.08622282 0.08618348 0.08206585]","(np.float64(1.0615808735384893), np.float64(1.0490783232291412), np.float64(1.046621174613431), np.float64(1.0240732226104439), np.float64(1.0174244675326405), np.float64(1.0154732024554587), np.float64(1.0071622586082036), np.float64(0.9958882826067104), np.float64(0.9503587641391407), np.float64(0.9499251496775448), np.float64(0.9045401693638402))","('PCC', 'CC', 'SMM', 'ACC', 'MS', 'HDy', 'SORD', 'DyS', 'MAX', 'X', 'PACC')","[0.09739535 0.09532938 0.09383287 0.09349517 0.09125041 0.09080013
 0.09054189 0.09029026 0.08796604 0.08613183 0.08296666]","(np.float64(1.0732254955262441), np.float64(1.050460002982915), np.float64(1.0339696141534527), np.float64(1.0302483317184854), np.float64(1.005512748474291), np.float64(1.0005510385610017), np.float64(0.9977053519930854), np.float64(0.9949326317474233), np.float64(0.9693214526361782), np.float64(0.9491097813717483), np.float64(0.914231879334212))"
HTRU,"('SORD', 'DyS', 'SMM', 'MS', 'X', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC')","[0.09394357 0.09384283 0.0937898  0.09369436 0.09366254 0.09344514
 0.09330197 0.09309517 0.0874533  0.08237879 0.08139253]","(np.float64(1.0359520146725), np.float64(1.034841030563848), np.float64(1.0342563020856101), np.float64(1.0332037908247824), np.float64(1.0328529537378395), np.float64(1.0304555669770648), np.float64(1.028876800085823), np.float64(1.0265963590206955), np.float64(0.9643812489361979), np.float64(0.908422733568844), np.float64(0.8975467838736215))","('DyS', 'MS', 'SMM', 'MAX', 'SORD', 'ACC', 'PACC', 'X', 'HDy', 'CC', 'PCC')","[0.09234558 0.09225266 0.09221136 0.0922062  0.09218555 0.09207198
 0.09201004 0.09195325 0.09026007 0.08635232 0.08615099]","(np.float64(1.0163938782038953), np.float64(1.0153711752771473), np.float64(1.0149166406430372), np.float64(1.0148598238137734), np.float64(1.014632556496718), np.float64(1.013382586252915), np.float64(1.01270078430175), np.float64(1.0120757991798484), np.float64(0.9934398791813303), np.float64(0.9504295394286537), np.float64(0.9482136830873664))"
MagicTelescope,"('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567515), np.float64(1.0331473187837963), np.float64(1.0318949587135655), np.float64(1.0317756863259242), np.float64(1.0279589699214107), np.float64(1.0268855184326413), np.float64(1.0258120669438717), np.float64(1.0044026733623033), np.float64(0.9648638768592953), np.float64(0.9210909105950298), np.float64(0.916797104639952))","('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567515), np.float64(1.0331473187837963), np.float64(1.0318949587135655), np.float64(1.0317756863259242), np.float64(1.0279589699214107), np.float64(1.0268855184326413), np.float64(1.0258120669438717), np.float64(1.0044026733623033), np.float64(0.9648638768592953), np.float64(0.9210909105950298), np.float64(0.916797104639952))"
abalone,"('DyS', 'SORD', 'ACC', 'MS', 'HDy', 'MAX', 'X', 'CC', 'SMM', 'PACC', 'PCC')","[0.09122519 0.09105913 0.0910541  0.0910541  0.09104907 0.09103397
 0.09103397 0.09095346 0.09082263 0.09044021 0.09027416]","(np.float64(1.0034855830267706), np.float64(1.0016589867065517), np.float64(1.0016036353029087), np.float64(1.0016036353029087), np.float64(1.0015482838992658), np.float64(1.0013822296883366), np.float64(1.0013822296883366), np.float64(1.000496607230049), np.float64(0.999057470735331), np.float64(0.9948507640584634), np.float64(0.9930241677382442))","('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'HDy', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09299644 0.09283213 0.09273142 0.09269432 0.0923498  0.09220669
 0.09212719 0.09210069 0.09007068 0.08643999 0.08345064]","(np.float64(1.0240104983687703), np.float64(1.0222012494228527), np.float64(1.0210923549076125), np.float64(1.0206838148230506), np.float64(1.0168902283235455), np.float64(1.01531443085452), np.float64(1.0144389878161726), np.float64(1.014147173470057), np.float64(0.991794194557588), np.float64(0.9518156291397257), np.float64(0.9188989708978657))"
ailerons,"('DyS', 'SMM', 'MS', 'SORD', 'ACC', 'MAX', 'HDy', 'X', 'CC', 'PACC', 'PCC')","[0.09442187 0.09400918 0.09399832 0.09388429 0.09340644 0.09322182
 0.09308607 0.0928037  0.08439248 0.08353995 0.08323587]","(np.float64(1.04099296709107), np.float64(1.0364431236838125), np.float64(1.036323390962569), np.float64(1.035066197389511), np.float64(1.0297979576547918), np.float64(1.0277625013936502), np.float64(1.026265842378105), np.float64(1.0231527916257708), np.float64(0.9304197990225879), np.float64(0.9210207804049636), np.float64(0.9176682642101424))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09236017 0.09210029 0.09210029 0.09198075 0.09178324 0.09172606
 0.09171047 0.09153895 0.09065535 0.08794219 0.08610223]","(np.float64(1.016387388983709), np.float64(1.0135274971172685), np.float64(1.0135274971172685), np.float64(1.0122119468587056), np.float64(1.0100384290402107), np.float64(1.0094092528295942), np.float64(1.0092376593176078), np.float64(1.0073501306857569), np.float64(0.9976264983398595), np.float64(0.9677692272542207), np.float64(0.9475211928398218))"
