,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
294_satellite_image,"('SMM', 'DyS', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'CC', 'PACC', 'PCC')","[0.09240455 0.09234561 0.09222972 0.09210555 0.09189179 0.09174779
 0.09140328 0.09129752 0.08835874 0.08824538 0.08797006]","(np.float64(1.0178766720829115), np.float64(1.0172274188546993), np.float64(1.0159507925669113), np.float64(1.0145830406495913), np.float64(1.012228409930557), np.float64(1.0106421643544354), np.float64(1.0068471817655378), np.float64(1.0056822017761553), np.float64(0.973310296022796), np.float64(0.9720615390734219), np.float64(0.9690287757821437))","('SMM', 'DyS', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'HDy', 'CC', 'PCC')","[0.09126992 0.09120916 0.0912041  0.09116866 0.0910826  0.09107754
 0.09107754 0.09092566 0.09076366 0.09035359 0.08986758]","(np.float64(1.0039880214766166), np.float64(1.003319747855868), np.float64(1.0032640583874721), np.float64(1.0028742321087023), np.float64(1.0019275111459751), np.float64(1.0018718216775793), np.float64(1.0018718216775793), np.float64(1.0002011376257083), np.float64(0.9984190746370452), np.float64(0.9939082276969925), np.float64(0.9885620387310039))"
2dplanes,"('SORD', 'DyS', 'SMM', 'HDy', 'MS', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09408421 0.09383288 0.09378664 0.0934733  0.0931659  0.09243132
 0.09232899 0.09185868 0.08556237 0.08482822 0.08464749]","(np.float64(1.037794557476509), np.float64(1.035022293425846), np.float64(1.0345122316745523), np.float64(1.0310559260781789), np.float64(1.0276651821035974), np.float64(1.0195623861810101), np.float64(1.0184335994591247), np.float64(1.0132458246418437), np.float64(0.9437944813469892), np.float64(0.9356964879754892), np.float64(0.9337029522434579))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09272706 0.0924696  0.09237502 0.09231723 0.09214909 0.09208604
 0.09208604 0.09206502 0.0898057  0.08723638 0.08468281]","(np.float64(1.0207308086746767), np.float64(1.0178967368562808), np.float64(1.016855649249523), np.float64(1.0162194290453932), np.float64(1.0143686066333792), np.float64(1.0136745482288743), np.float64(1.0136745482288743), np.float64(1.0134431954273724), np.float64(0.9885727692659385), np.float64(0.9602898892823537), np.float64(0.9321805238998959))"
30_page-blocks,"('SORD', 'MS', 'MAX', 'DyS', 'SMM', 'ACC', 'CC', 'X', 'HDy', 'PACC', 'PCC')","[0.09130868 0.09129858 0.09128847 0.09127332 0.09117227 0.09116217
 0.0911268  0.09112175 0.09055084 0.08996982 0.08972731]","(np.float64(1.0044280813685231), np.float64(1.0043169271733403), np.float64(1.0042057729778335), np.float64(1.0040390416857168), np.float64(1.002927499737402), np.float64(1.0028163455397525), np.float64(1.0024273058479005), np.float64(1.0023717287606633), np.float64(0.9960915167416063), np.float64(0.9897001505277547), np.float64(0.9870324498444905))","('SORD', 'DyS', 'SMM', 'MS', 'X', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC')","[0.09394357 0.09384283 0.0937898  0.09369436 0.09366254 0.09344514
 0.09330197 0.09309517 0.0874533  0.08237879 0.08139253]","(np.float64(1.0359520146725), np.float64(1.034841030563848), np.float64(1.0342563020856101), np.float64(1.0332037908247824), np.float64(1.0328529537378395), np.float64(1.0304555669770648), np.float64(1.028876800085823), np.float64(1.0265963590206955), np.float64(0.9643812489361979), np.float64(0.908422733568844), np.float64(0.8975467838736215))"
312_scene,"('SMM', 'SORD', 'DyS', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09329228 0.09294735 0.09291892 0.0927245  0.09252275 0.09230883
 0.09172519 0.0911901  0.08685228 0.08682695 0.08669085]","(np.float64(1.0284574181226556), np.float64(1.0246548498322123), np.float64(1.0243413881207029), np.float64(1.0221981921302181), np.float64(1.019974020895924), np.float64(1.0176157856860013), np.float64(1.0111816646517426), np.float64(1.0052828295887846), np.float64(0.9574626354614095), np.float64(0.9571833626821177), np.float64(0.9556829961065579))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'ACC', 'HDy', 'X', 'CC', 'PACC', 'PCC')","[0.0921964  0.09211389 0.09203654 0.09201591 0.09194887 0.09184574
 0.09173229 0.09151055 0.09050499 0.08877233 0.08532249]","(np.float64(1.0146309173743444), np.float64(1.0137229139795074), np.float64(1.0128716607968482), np.float64(1.0126446599481391), np.float64(1.0119069071898341), np.float64(1.010771902946288), np.float64(1.0095233982783873), np.float64(1.0070831391547634), np.float64(0.9960168477801901), np.float64(0.9769487764886176), np.float64(0.9389828845420037))"
375_JapaneseVowels,"('SORD', 'SMM', 'DyS', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09892178 0.09857165 0.09831489 0.09736954 0.09657591 0.0955722
 0.09351226 0.09171492 0.08194044 0.07538715 0.07211927]","(np.float64(1.0998172716551733), np.float64(1.0959244994565476), np.float64(1.0930697998428678), np.float64(1.0825593149032875), np.float64(1.0737356979179156), np.float64(1.0625764176139203), np.float64(1.0396739411712441), np.float64(1.0196910438787024), np.float64(0.9110178199690236), np.float64(0.8381581003026207), np.float64(0.8018255597766643))","('DyS', 'MAX', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09227696 0.0919225  0.09191222 0.09186085 0.09185058 0.09183003
 0.09159372 0.09141906 0.09039678 0.08791557 0.08702172]","(np.float64(1.0153756462311507), np.float64(1.0114753360958402), np.float64(1.01136228362815), np.float64(1.010797021289699), np.float64(1.010683968822009), np.float64(1.0104578638866286), np.float64(1.007857657129755), np.float64(1.0059357651790224), np.float64(0.9946870446438508), np.float64(0.9673848736966765), np.float64(0.9575493090076324))"
40474_thyroid-allbp,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867294008), np.float64(1.0314200476626938), np.float64(1.0304701226610162), np.float64(1.0296983085909939), np.float64(1.024770572648473), np.float64(1.022811352333741), np.float64(1.016518099194846), np.float64(1.0114716226171079), np.float64(0.9792335428529064), np.float64(0.9350620302740422), np.float64(0.9038926161524647))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40475_thyroid-allhyper,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867294008), np.float64(1.0314200476626938), np.float64(1.0304701226610162), np.float64(1.0296983085909939), np.float64(1.024770572648473), np.float64(1.022811352333741), np.float64(1.016518099194846), np.float64(1.0114716226171079), np.float64(0.9792335428529064), np.float64(0.9350620302740422), np.float64(0.9038926161524647))","('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09376437 0.09360811 0.0935219  0.09345185 0.09300463 0.09282682
 0.09225566 0.09179766 0.08887184 0.08486299 0.08203416]","(np.float64(1.0331417867267398), np.float64(1.0314200476606668), np.float64(1.0304701226586954), np.float64(1.0296983085945937), np.float64(1.0247705726468663), np.float64(1.0228113523303002), np.float64(1.0165180991922391), np.float64(1.0114716226192655), np.float64(0.9792335428648581), np.float64(0.9350620302731839), np.float64(0.9038926161459943))"
40733_yeast,"('DyS', 'SORD', 'HDy', 'SMM', 'MAX', 'X', 'MS', 'ACC', 'CC', 'PCC', 'PACC')","[0.09379212 0.09338681 0.09331668 0.09319993 0.09293864 0.09262904
 0.09156213 0.09032185 0.08683352 0.08605267 0.08596662]","(np.float64(1.0344100527881996), np.float64(1.029939967118186), np.float64(1.0291665544875757), np.float64(1.0278789094165441), np.float64(1.0249972063907689), np.float64(1.021582710656175), np.float64(1.009816066673983), np.float64(0.99613734714999), np.float64(0.9576653895323977), np.float64(0.9490536025766103), np.float64(0.9481045094914858))","('DyS', 'SORD', 'SMM', 'HDy', 'X', 'MAX', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09858786 0.09808432 0.09789333 0.09787018 0.09737243 0.09675893
 0.09104642 0.08670561 0.08432105 0.07991658 0.07144331]","(np.float64(1.094640186093357), np.float64(1.0890493471374603), np.float64(1.0869286840852233), np.float64(1.0866716340182854), np.float64(1.0811450575791233), np.float64(1.074333230805272), np.float64(1.0109061267883734), np.float64(0.9627092392375385), np.float64(0.9362330823429469), np.float64(0.8873293071080329), np.float64(0.7932489826088036))"
44_spambase,"('MS', 'SMM', 'DyS', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09288228 0.09285056 0.09278713 0.09277656 0.09236423 0.0922638
 0.09201535 0.09185676 0.08842602 0.08760666 0.08417064]","(np.float64(1.022590929707872), np.float64(1.0222417386911438), np.float64(1.0215433566526224), np.float64(1.021426959645426), np.float64(1.0168874763855769), np.float64(1.0157817048275852), np.float64(1.0130463751734875), np.float64(1.0113004200751552), np.float64(0.973529591441591), np.float64(0.9645088234339233), np.float64(0.9266797963072363))","('DyS', 'MS', 'MAX', 'SMM', 'SORD', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09216335 0.09201861 0.09200827 0.09200827 0.09196692 0.09195658
 0.09170328 0.09163608 0.08975446 0.08839494 0.08638925]","(np.float64(1.0141793963578294), np.float64(1.0125866550958689), np.float64(1.0124728878628717), np.float64(1.0124728878628717), np.float64(1.0120178189308833), np.float64(1.0119040516978859), np.float64(1.009116754489455), np.float64(1.0083772674749736), np.float64(0.987671631069488), np.float64(0.9727112399303597), np.float64(0.9506403967289074))"
4538_GesturePhaseSegmentationProcessed,"('DyS', 'SORD', 'MAX', 'MS', 'HDy', 'SMM', 'X', 'ACC', 'PCC', 'CC', 'PACC')","[0.09437432 0.09387701 0.09351849 0.09327423 0.09304817 0.09248514
 0.09246754 0.09111147 0.08638123 0.08550707 0.08395532]","(np.float64(1.0418372568819014), np.float64(1.0363472482874145), np.float64(1.032389473071768), np.float64(1.0296929969328001), np.float64(1.0271973754392478), np.float64(1.0209819058197125), np.float64(1.0207875894067397), np.float64(1.0058173807602022), np.float64(0.9535982883841158), np.float64(0.9439480304464175), np.float64(0.9268175803067432))","('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09731333 0.0971446  0.09689442 0.09658605 0.09623696 0.09606242
 0.09305441 0.09155914 0.08419332 0.07909659 0.07185876]","(np.float64(1.0795761511932604), np.float64(1.0777043203651013), np.float64(1.0749288470681762), np.float64(1.071507914864989), np.float64(1.067635161427419), np.float64(1.0656987847086339), np.float64(1.0323285592549039), np.float64(1.0157402653639782), np.float64(0.9340251678312466), np.float64(0.8774829676427214), np.float64(0.7971878797037657))"
60_waveform-5000,"('DyS', 'SORD', 'MAX', 'MS', 'HDy', 'SMM', 'X', 'ACC', 'PCC', 'CC', 'PACC')","[0.09409797 0.09362864 0.09306094 0.09284303 0.09263231 0.09200113
 0.09185487 0.09112141 0.08735254 0.08626655 0.08514062]","(np.float64(1.0383136471496899), np.float64(1.0331348261447295), np.float64(1.0268706034116382), np.float64(1.0244660971539516), np.float64(1.0221409545966245), np.float64(1.015176240880095), np.float64(1.0135623758836807), np.float64(1.0054691359157573), np.float64(0.9638818753971775), np.float64(0.9518987391328477), np.float64(0.9394747356559233))","('DyS', 'SORD', 'MAX', 'MS', 'SMM', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09294407 0.09276558 0.09275508 0.09267633 0.09262383 0.09197812
 0.09154765 0.09101218 0.08961051 0.08788335 0.08420331]","(np.float64(1.0231786474347506), np.float64(1.021213734956604), np.float64(1.0210981518696542), np.float64(1.0202312787175305), np.float64(1.0196533632827816), np.float64(1.012545003435368), np.float64(1.0078060968704263), np.float64(1.0019113594359859), np.float64(0.9864810173281867), np.float64(0.9674675995249435), np.float64(0.926955727549036))"
679_rmftsa_sleepdata,"('DyS', 'HDy', 'SORD', 'MAX', 'X', 'SMM', 'MS', 'ACC', 'CC', 'PCC', 'PACC')","[0.09528286 0.09512747 0.09453215 0.09417747 0.09310745 0.09297267
 0.0918631  0.08961632 0.08555331 0.08530502 0.08246219]","(np.float64(1.0523990359463915), np.float64(1.0506827960972502), np.float64(1.0441074591549342), np.float64(1.0401900882161121), np.float64(1.0283716763133874), np.float64(1.0268830253041), np.float64(1.0146278067064232), np.float64(0.9898121545559391), np.float64(0.9449361571253885), np.float64(0.9421938655244194), np.float64(0.9107947861365584))","('DyS', 'HDy', 'SORD', 'MAX', 'MS', 'SMM', 'PCC', 'X', 'ACC', 'CC', 'PACC')","[0.10035955 0.10024677 0.09831179 0.09798533 0.09725526 0.09350994
 0.08648819 0.08536638 0.08441076 0.08257667 0.07348936]","(np.float64(1.1132974734911214), np.float64(1.112046447713929), np.float64(1.090581479115779), np.float64(1.086960088708116), np.float64(1.0788613428873415), np.float64(1.0373141183921495), np.float64(0.9594213028964098), np.float64(0.9469768885864397), np.float64(0.9363760912112797), np.float64(0.9160304614664077), np.float64(0.8152241212094531))"
AedesQuinx,"('DyS', 'SORD', 'MAX', 'SMM', 'X', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.0940777  0.09360247 0.0934504  0.09323528 0.09284061 0.09275621
 0.09227984 0.09184998 0.08619125 0.08518677 0.0845295 ]","(np.float64(1.0381642236903301), np.float64(1.032919945391529), np.float64(1.031241760380564), np.float64(1.0288679146391475), np.float64(1.0245126905318915), np.float64(1.0235812560417776), np.float64(1.0183244226260426), np.float64(1.013580848002801), np.float64(0.9511358283791929), np.float64(0.9400511418422911), np.float64(0.9327981293857784))","('DyS', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC')","[0.09291319 0.09289732 0.09282856 0.09281798 0.09256939 0.09240543
 0.09239485 0.09150099 0.08851793 0.0874125  0.08374186]","(np.float64(1.0230295221168282), np.float64(1.0228548131059203), np.float64(1.0220977407253187), np.float64(1.02198126805138), np.float64(1.0192441602138207), np.float64(1.0174388337677711), np.float64(1.0173223610938327), np.float64(1.0074804201460132), np.float64(0.9746351260953035), np.float64(0.9624637316687105), np.float64(0.9220477138119858))"
AedesSex,"('DyS', 'SORD', 'MAX', 'HDy', 'MS', 'SMM', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.093627   0.09313013 0.09268133 0.09260566 0.09248315 0.09198539
 0.09165915 0.0916089  0.08733757 0.08674205 0.08613968]","(np.float64(1.0319914881495365), np.float64(1.0265147604866833), np.float64(1.0215679704178513), np.float64(1.0207338628409277), np.float64(1.0193835126052042), np.float64(1.0138970435633992), np.float64(1.0103011364335759), np.float64(1.009747209972436), np.float64(0.9626670793793001), np.float64(0.9561030092575068), np.float64(0.9494634593392187))","('SORD', 'DyS', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09123342 0.09122835 0.09122328 0.09118781 0.09114727 0.09107632
 0.09107632 0.09085841 0.09080774 0.09053915 0.08962191]","(np.float64(1.003590937478585), np.float64(1.0035351921162836), np.float64(1.0034794467539823), np.float64(1.0030892292178732), np.float64(1.0026432663194629), np.float64(1.001862831247245), np.float64(1.0018628312472448), np.float64(0.9994657806682896), np.float64(0.9989083270452769), np.float64(0.9959538228433085), np.float64(0.9858639122667755))"
ArabicDigit,"('DyS', 'SORD', 'MAX', 'HDy', 'MS', 'SMM', 'X', 'ACC', 'PCC', 'CC', 'PACC')","[0.09441591 0.09392469 0.09342507 0.09299061 0.09277206 0.09224502
 0.09194251 0.091437   0.08590305 0.08550956 0.08543454]","(np.float64(1.0418297573189), np.float64(1.036409412608884), np.float64(1.0308963772984137), np.float64(1.0261023916153849), np.float64(1.0236908429283131), np.float64(1.0178751849769507), np.float64(1.0145371234091596), np.float64(1.0089590783681919), np.float64(0.9478948654953653), np.float64(0.9435529159643113), np.float64(0.9427250763048199))","('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'CC', 'X', 'ACC', 'MAX', 'PACC', 'PCC')","[0.09119212 0.09113662 0.09106597 0.09102561 0.09101551 0.09091964
 0.09084395 0.09077331 0.09077331 0.09073799 0.09051597]","(np.float64(1.0031174245382846), np.float64(1.0025068634197418), np.float64(1.0017297856325054), np.float64(1.001285741182656), np.float64(1.0011747300701936), np.float64(1.0001201245018012), np.float64(0.999287541158334), np.float64(0.9985104633710973), np.float64(0.9985104633710973), np.float64(0.9981219244774792), np.float64(0.9956796800033079))"
BNG,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934446667), np.float64(1.003149286625939), np.float64(1.0030935720152536), np.float64(1.0026478551317135), np.float64(1.0024807112995826), np.float64(1.0019235651955722), np.float64(1.0009764168176307), np.float64(1.0006421291555383), np.float64(0.998803547007118), np.float64(0.9936778028464914), np.float64(0.9884963440754702))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
BNG_breast-w,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934446667), np.float64(1.003149286625939), np.float64(1.0030935720152536), np.float64(1.0026478551317135), np.float64(1.0024807112995826), np.float64(1.0019235651955722), np.float64(1.0009764168176307), np.float64(1.0006421291555383), np.float64(0.998803547007118), np.float64(0.9936778028464914), np.float64(0.9884963440754702))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,"('HDy', 'DyS', 'SORD', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'CC', 'PCC', 'PACC')","[0.09331782 0.09315663 0.0931324  0.0926018  0.09217204 0.09132745
 0.09057753 0.09036938 0.08997491 0.08958126 0.08378878]","(np.float64(1.028952903213096), np.float64(1.0271756098038176), np.float64(1.0269084139219664), np.float64(1.021057838405808), np.float64(1.016319204355765), np.float64(1.0070064040275157), np.float64(0.9987375476773726), np.float64(0.9964424456308719), np.float64(0.9920928351792764), np.float64(0.9877523171091681), np.float64(0.9238826201099911))","('PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09631362 0.09517931 0.09495638 0.09291068 0.09230746 0.09213043
 0.09137641 0.09035356 0.08622282 0.08618348 0.08206585]","(np.float64(1.0615808735384893), np.float64(1.0490783232291412), np.float64(1.046621174613431), np.float64(1.0240732226104439), np.float64(1.0174244675326405), np.float64(1.0154732024554587), np.float64(1.0071622586082036), np.float64(0.9958882826067104), np.float64(0.9503587641391407), np.float64(0.9499251496775448), np.float64(0.9045401693638402))"
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,"('HDy', 'DyS', 'SORD', 'SMM', 'MAX', 'ACC', 'MS', 'CC', 'X', 'PCC', 'PACC')","[0.0930534  0.09294315 0.09293328 0.09247718 0.09194611 0.09158517
 0.09079344 0.09012179 0.09008896 0.08929776 0.08475976]","(np.float64(1.0256240977659628), np.float64(1.0244089715719873), np.float64(1.0243002061831639), np.float64(1.0192730985306526), np.float64(1.0134196790102445), np.float64(1.0094414450227658), np.float64(1.0007151123245912), np.float64(0.9933122584673162), np.float64(0.9929503522174101), np.float64(0.9842298398008786), np.float64(0.9342125859973043))","('PCC', 'CC', 'SMM', 'ACC', 'MS', 'HDy', 'SORD', 'DyS', 'MAX', 'X', 'PACC')","[0.09739535 0.09532938 0.09383287 0.09349517 0.09125041 0.09080013
 0.09054189 0.09029026 0.08796604 0.08613183 0.08296666]","(np.float64(1.0732254955262441), np.float64(1.050460002982915), np.float64(1.0339696141534527), np.float64(1.0302483317184854), np.float64(1.005512748474291), np.float64(1.0005510385610017), np.float64(0.9977053519930854), np.float64(0.9949326317474233), np.float64(0.9693214526361782), np.float64(0.9491097813717483), np.float64(0.914231879334212))"
HTRU,"('DyS', 'MAX', 'X', 'SORD', 'SMM', 'MS', 'ACC', 'HDy', 'PACC', 'PCC', 'CC')","[0.09469893 0.094549   0.09453564 0.09452476 0.09431103 0.09350251
 0.09126284 0.09064327 0.08552868 0.08393947 0.08250388]","(np.float64(1.0471632817808754), np.float64(1.0455054074245769), np.float64(1.045357684859304), np.float64(1.0452373854085653), np.float64(1.0428739715046222), np.float64(1.033933520252294), np.float64(1.0091676089019066), np.float64(1.002316520372439), np.float64(0.9457603408400285), np.float64(0.9281872186813449), np.float64(0.912312704556445))","('DyS', 'MS', 'SMM', 'MAX', 'SORD', 'ACC', 'PACC', 'X', 'HDy', 'CC', 'PCC')","[0.09234558 0.09225266 0.09221136 0.0922062  0.09218555 0.09207198
 0.09201004 0.09195325 0.09026007 0.08635232 0.08615099]","(np.float64(1.0163938782038953), np.float64(1.0153711752771473), np.float64(1.0149166406430372), np.float64(1.0148598238137734), np.float64(1.014632556496718), np.float64(1.013382586252915), np.float64(1.01270078430175), np.float64(1.0120757991798484), np.float64(0.9934398791813303), np.float64(0.9504295394286537), np.float64(0.9482136830873664))"
MagicTelescope,"('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567854), np.float64(1.0331473187837341), np.float64(1.0318949587140276), np.float64(1.0317756863257006), np.float64(1.0279589699186154), np.float64(1.0268855184333425), np.float64(1.0258120669441761), np.float64(1.0044026733650875), np.float64(0.9648638768547736), np.float64(0.9210909105981937), np.float64(0.9167971046420686))","('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567515), np.float64(1.0331473187837963), np.float64(1.0318949587135655), np.float64(1.0317756863259242), np.float64(1.0279589699214107), np.float64(1.0268855184326413), np.float64(1.0258120669438717), np.float64(1.0044026733623033), np.float64(0.9648638768592953), np.float64(0.9210909105950298), np.float64(0.916797104639952))"
abalone,"('DyS', 'SORD', 'MAX', 'SMM', 'HDy', 'X', 'MS', 'ACC', 'PCC', 'PACC', 'CC')","[0.09446024 0.09380498 0.09369307 0.09362259 0.09340597 0.09320956
 0.09144905 0.09081898 0.08592718 0.08483948 0.0847689 ]","(np.float64(1.0423872065390756), np.float64(1.0351563534641364), np.float64(1.0339214385155056), np.float64(1.0331436372457976), np.float64(1.0307532278769518), np.float64(1.028585714505694), np.float64(1.0091581481794707), np.float64(1.0022052283593863), np.float64(0.9482232887976773), np.float64(0.9362202323926418), np.float64(0.9354414468249613))","('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'HDy', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09299644 0.09283213 0.09273142 0.09269432 0.0923498  0.09220669
 0.09212719 0.09210069 0.09007068 0.08643999 0.08345064]","(np.float64(1.0240104983687703), np.float64(1.0222012494228527), np.float64(1.0210923549076125), np.float64(1.0206838148230506), np.float64(1.0168902283235455), np.float64(1.01531443085452), np.float64(1.0144389878161726), np.float64(1.014147173470057), np.float64(0.991794194557588), np.float64(0.9518156291397257), np.float64(0.9188989708978657))"
ailerons,"('DyS', 'SMM', 'MS', 'SORD', 'HDy', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09329576 0.09301845 0.092965   0.09293403 0.09255754 0.09245684
 0.09231955 0.09214478 0.08761145 0.0868872  0.08380938]","(np.float64(1.027606483176609), np.float64(1.0245520637839627), np.float64(1.0239633868592577), np.float64(1.0236222292279498), np.float64(1.019475413564288), np.float64(1.0183661978409624), np.float64(1.0168540751512987), np.float64(1.0149290476128987), np.float64(0.9649966596218139), np.float64(0.95701934536842), np.float64(0.9231187493363612))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09236017 0.09210029 0.09210029 0.09198075 0.09178324 0.09172606
 0.09171047 0.09153895 0.09065535 0.08794219 0.08610223]","(np.float64(1.016387388983709), np.float64(1.0135274971172685), np.float64(1.0135274971172685), np.float64(1.0122119468587056), np.float64(1.0100384290402107), np.float64(1.0094092528295942), np.float64(1.0092376593176078), np.float64(1.0073501306857569), np.float64(0.9976264983398595), np.float64(0.9677692272542207), np.float64(0.9475211928398218))"
