,quantifier,dataset,sample_size,real_prev,pred_prev,abs_error,run_time
61,PACC,ArabicDigit,100,0.26,0.26,0.01,0.0029353999998420477
62,PCC,ArabicDigit,100,0.26,0.26,0.012,0.002582000000984408
63,SMM,ArabicDigit,100,0.26,0.26,0.011,0.00010399999882793054
64,SORD,ArabicDigit,100,0.26,0.26,0.008,0.4729127999962657
65,X,ArabicDigit,100,0.26,0.26,0.008,0.00035349999961908907
66,ACC,ArabicDigit,100,0.32,0.31,0.006,0.00025610000011511147
67,CC,ArabicDigit,100,0.32,0.31,0.008,5.099995178170502e-06
68,DyS,ArabicDigit,100,0.32,0.31,0.006,0.046457899996312335
69,HDy,ArabicDigit,100,0.32,0.31,0.014000000000000002,0.21070189999591094
70,MAX,ArabicDigit,100,0.32,0.31,0.005,0.00019180000526830554
71,MS,ArabicDigit,100,0.32,0.31,0.007000000000000001,0.025200200005201623
72,PACC,ArabicDigit,100,0.32,0.31,0.004,0.0029499000011128373
73,PCC,ArabicDigit,100,0.32,0.31,0.01,0.0025979999991250224
74,SMM,ArabicDigit,100,0.32,0.31,0.009,0.00010570000449661165
75,SORD,ArabicDigit,100,0.32,0.31,0.006,0.4726929999960703
76,X,ArabicDigit,100,0.32,0.31,0.006,0.00035320000461069867
77,ACC,ArabicDigit,100,0.37,0.36,0.007999999999999998,0.00025830000231508166
78,CC,ArabicDigit,100,0.37,0.36,0.008,5.099995178170502e-06
79,DyS,ArabicDigit,100,0.37,0.36,0.004,0.04643210000358522
80,HDy,ArabicDigit,100,0.37,0.36,0.009999999999999998,0.20861109999532346
81,MAX,ArabicDigit,100,0.37,0.36,0.006999999999999999,0.00018909999926108867
82,MS,ArabicDigit,100,0.37,0.36,0.007999999999999998,0.025354299999889918
83,PACC,ArabicDigit,100,0.37,0.36,0.006,0.002939800004241988
84,PCC,ArabicDigit,100,0.37,0.36,0.008,0.002568199997767806
85,SMM,ArabicDigit,100,0.37,0.36,0.007999999999999998,0.00010369999654358253
86,SORD,ArabicDigit,100,0.37,0.36,0.006,0.47169340000255033
87,X,ArabicDigit,100,0.37,0.36,0.014000000000000002,0.0003580999982659705
88,ACC,ArabicDigit,100,0.42,0.43,0.009999999999999998,0.00025460000324528664
89,CC,ArabicDigit,100,0.42,0.43,0.004,4.999994416721165e-06
90,DyS,ArabicDigit,100,0.42,0.43,0.006,0.04657920000317972
91,HDy,ArabicDigit,100,0.42,0.43,0.012,0.21079839999583783
92,MAX,ArabicDigit,100,0.42,0.43,0.009,0.00018940000154543668
93,MS,ArabicDigit,100,0.42,0.43,0.008,0.02509260000078939
94,PACC,ArabicDigit,100,0.42,0.43,0.008,0.002939999998488929
95,PCC,ArabicDigit,100,0.42,0.43,0.005,0.0025891999976010993
96,SMM,ArabicDigit,100,0.42,0.43,0.009999999999999998,0.00010450000263517722
97,SORD,ArabicDigit,100,0.42,0.43,0.006999999999999999,0.47134270000242395
98,X,ArabicDigit,100,0.42,0.43,0.005,0.0003552999987732619
99,ACC,ArabicDigit,100,0.47,0.47,0.013000000000000001,0.0002542000001994893
100,CC,ArabicDigit,100,0.47,0.47,0.011,5.000001692678779e-06
101,DyS,ArabicDigit,100,0.47,0.47,0.009,0.04638669999985723
102,HDy,ArabicDigit,100,0.47,0.47,0.013000000000000001,0.21091859999432927
103,MAX,ArabicDigit,100,0.47,0.47,0.014000000000000002,0.00018869999621529132
104,MS,ArabicDigit,100,0.47,0.47,0.008,0.025333300000056624
105,PACC,ArabicDigit,100,0.47,0.47,0.008,0.0029452000017045066
106,PCC,ArabicDigit,100,0.47,0.47,0.006999999999999999,0.0025836999993771315
107,SMM,ArabicDigit,100,0.47,0.47,0.008,0.00010550000297371298
108,SORD,ArabicDigit,100,0.47,0.47,0.008,0.47210590000031516
109,X,ArabicDigit,100,0.47,0.47,0.011,0.00035660000139614567
110,ACC,ArabicDigit,100,0.53,0.53,0.004,0.00025660000392235816
111,CC,ArabicDigit,100,0.53,0.53,0.004,4.800000169780105e-06
112,DyS,ArabicDigit,100,0.53,0.53,0.006,0.046556799999962095
113,HDy,ArabicDigit,100,0.53,0.53,0.013000000000000001,0.21071010000014212
114,MAX,ArabicDigit,100,0.53,0.53,0.009,0.000189200000022538
115,MS,ArabicDigit,100,0.53,0.53,0.005,0.025210299994796515
116,PACC,ArabicDigit,100,0.53,0.53,0.007999999999999998,0.0029482999962056056
117,PCC,ArabicDigit,100,0.53,0.53,0.006,0.0025814999971771613
118,SMM,ArabicDigit,100,0.53,0.53,0.009,0.00010430000111227855
119,SORD,ArabicDigit,100,0.53,0.53,0.005,0.47329069999977946
120,X,ArabicDigit,100,0.53,0.53,0.004,0.00035400000342633575
121,ACC,ArabicDigit,100,0.58,0.58,0.009,0.0002553999947849661
122,CC,ArabicDigit,100,0.58,0.58,0.009,5.000001692678779e-06
123,DyS,ArabicDigit,100,0.58,0.58,0.009,0.04646640000282787
124,HDy,ArabicDigit,100,0.58,0.58,0.012,0.21100129999831552
125,MAX,ArabicDigit,100,0.58,0.58,0.011,0.00019069999689236283
126,MS,ArabicDigit,100,0.58,0.58,0.009999999999999998,0.02520179999555694
127,PACC,ArabicDigit,100,0.58,0.58,0.012,0.002933399999164976
128,PCC,ArabicDigit,100,0.58,0.58,0.007000000000000001,0.002584399997431319
129,SMM,ArabicDigit,100,0.58,0.58,0.011,0.00010450000263517722
130,SORD,ArabicDigit,100,0.58,0.58,0.011,0.4736869000043953
131,X,ArabicDigit,100,0.58,0.58,0.009999999999999998,0.0003540999969118275
132,ACC,ArabicDigit,100,0.63,0.62,0.007999999999999998,0.0002573999954620376
133,CC,ArabicDigit,100,0.63,0.62,0.007999999999999998,4.900000931229442e-06
134,DyS,ArabicDigit,100,0.63,0.62,0.006999999999999999,0.046317100001033396
135,HDy,ArabicDigit,100,0.63,0.62,0.008,0.21068569999624742
136,MAX,ArabicDigit,100,0.63,0.62,0.006999999999999999,0.00019070000416832045
137,MS,ArabicDigit,100,0.63,0.62,0.007999999999999998,0.025115699994785246
138,PACC,ArabicDigit,100,0.63,0.62,0.012,0.0029333000056794845
139,PCC,ArabicDigit,100,0.63,0.62,0.01,0.002593400000478141
140,SMM,ArabicDigit,100,0.63,0.62,0.007000000000000001,0.00010529999417485669
141,SORD,ArabicDigit,100,0.63,0.62,0.007000000000000001,0.47302429999399465
142,X,ArabicDigit,100,0.63,0.62,0.014000000000000002,0.00035490000300342217
143,ACC,ArabicDigit,100,0.68,0.66,0.01,0.00025599999935366213
144,CC,ArabicDigit,100,0.68,0.66,0.01,5.000001692678779e-06
145,DyS,ArabicDigit,100,0.68,0.66,0.011000000000000001,0.046404000000620726
146,HDy,ArabicDigit,100,0.68,0.66,0.019000000000000003,0.210749300000316
147,MAX,ArabicDigit,100,0.68,0.66,0.011,0.0001880999989225529
148,MS,ArabicDigit,100,0.68,0.66,0.011,0.025016100000357255
149,PACC,ArabicDigit,100,0.68,0.66,0.01,0.002937400000519119
150,PCC,ArabicDigit,100,0.68,0.66,0.01,0.0025760999997146428
151,SMM,ArabicDigit,100,0.68,0.66,0.012,0.00010379999730503187
152,SORD,ArabicDigit,100,0.68,0.66,0.013000000000000001,0.4731181999959517
153,X,ArabicDigit,100,0.68,0.66,0.011000000000000001,0.0003542000049492344
154,ACC,ArabicDigit,100,0.74,0.74,0.006999999999999999,0.0002549999990151264
155,CC,ArabicDigit,100,0.74,0.74,0.006999999999999999,4.900000931229442e-06
156,DyS,ArabicDigit,100,0.74,0.74,0.008,0.04649259999860078
157,HDy,ArabicDigit,100,0.74,0.74,0.013000000000000001,0.21073700000124518
158,MAX,ArabicDigit,100,0.74,0.74,0.008,0.0001905999961309135
159,MS,ArabicDigit,100,0.74,0.74,0.009,0.025053900004422758
160,PACC,ArabicDigit,100,0.74,0.74,0.013000000000000001,0.002942299994174391
161,PCC,ArabicDigit,100,0.74,0.74,0.013000000000000001,0.002587599999969825
162,SMM,ArabicDigit,100,0.74,0.74,0.012,0.0001047000041580759
163,SORD,ArabicDigit,100,0.74,0.74,0.009999999999999998,0.4710502000016277
164,X,ArabicDigit,100,0.74,0.74,0.01,0.0003540999969118275
165,ACC,ArabicDigit,100,0.79,0.77,0.005,0.0002527999968151562
166,CC,ArabicDigit,100,0.79,0.77,0.005,5.000001692678779e-06
167,DyS,ArabicDigit,100,0.79,0.77,0.007000000000000001,0.046109299997624476
168,HDy,ArabicDigit,100,0.79,0.77,0.016000000000000004,0.20869719999609515
169,MAX,ArabicDigit,100,0.79,0.77,0.006,0.0001940000001923181
170,MS,ArabicDigit,100,0.79,0.77,0.004,0.024902999997721054
171,PACC,ArabicDigit,100,0.79,0.77,0.012,0.002896999998483807
172,PCC,ArabicDigit,100,0.79,0.77,0.014000000000000002,0.0025467000014032237
173,SMM,ArabicDigit,100,0.79,0.77,0.008,0.00010420000035082921
174,SORD,ArabicDigit,100,0.79,0.77,0.006,0.4696371999962139
175,X,ArabicDigit,100,0.79,0.77,0.008,0.0003561999983503483
176,ACC,ArabicDigit,100,0.84,0.84,0.016,0.00025270000332966447
177,CC,ArabicDigit,100,0.84,0.84,0.016000000000000004,5.199995939619839e-06
178,DyS,ArabicDigit,100,0.84,0.84,0.007000000000000001,0.046239700001024175
179,HDy,ArabicDigit,100,0.84,0.84,0.016,0.208711500003119
180,MAX,ArabicDigit,100,0.84,0.84,0.012,0.00018959999579237774
181,MS,ArabicDigit,100,0.84,0.84,0.009000000000000001,0.02506569999968633
182,PACC,ArabicDigit,100,0.84,0.84,0.017,0.002918900005170144
183,PCC,ArabicDigit,100,0.84,0.84,0.022,0.0025902999987010844
184,SMM,ArabicDigit,100,0.84,0.84,0.009000000000000001,0.00010350000229664147
185,SORD,ArabicDigit,100,0.84,0.84,0.01,0.47105200000078185
186,X,ArabicDigit,100,0.84,0.84,0.013000000000000001,0.000356399999873247
187,ACC,ArabicDigit,100,0.89,0.88,0.012,0.0002542000001994893
188,CC,ArabicDigit,100,0.89,0.88,0.018,4.999994416721165e-06
189,DyS,ArabicDigit,100,0.89,0.88,0.003,0.045998299996426795
190,HDy,ArabicDigit,100,0.89,0.88,0.014000000000000002,0.20935319999989588
191,MAX,ArabicDigit,100,0.89,0.88,0.005,0.00019029999384656549
192,MS,ArabicDigit,100,0.89,0.88,0.007000000000000001,0.024795600002107676
193,PACC,ArabicDigit,100,0.89,0.88,0.019,0.0029256000052555464
194,PCC,ArabicDigit,100,0.89,0.88,0.026000000000000002,0.0025601000015740283
195,SMM,ArabicDigit,100,0.89,0.88,0.005,0.00010409999958937988
196,SORD,ArabicDigit,100,0.89,0.88,0.007000000000000001,0.4734956000029342
197,X,ArabicDigit,100,0.89,0.88,0.006,0.00035289999505039304
198,ACC,ArabicDigit,100,0.95,0.97,0.009,0.00025550000282237306
199,CC,ArabicDigit,100,0.95,0.97,0.015000000000000003,4.900000931229442e-06
200,DyS,ArabicDigit,100,0.95,0.97,0.006,0.04638929999782704
201,HDy,ArabicDigit,100,0.95,0.97,0.007000000000000001,0.21053090000350494
202,MAX,ArabicDigit,100,0.95,0.97,0.006,0.00019120000069960952
203,MS,ArabicDigit,100,0.95,0.97,0.005,0.024994699997478165
204,PACC,ArabicDigit,100,0.95,0.97,0.018000000000000002,0.0029462000020430423
205,PCC,ArabicDigit,100,0.95,0.97,0.027000000000000003,0.0025903999994625337
206,SMM,ArabicDigit,100,0.95,0.97,0.007000000000000001,0.00010469999688211828
207,SORD,ArabicDigit,100,0.95,0.97,0.007000000000000001,0.4720073999997112
208,X,ArabicDigit,100,0.95,0.97,0.012,0.000355799995304551
209,ACC,ArabicDigit,100,1.0,1.0,0.007000000000000001,0.00025599999935366213
210,CC,ArabicDigit,100,1.0,1.0,0.012,5.100002454128116e-06
211,DyS,ArabicDigit,100,1.0,1.0,0.004,0.046109100003377534
212,HDy,ArabicDigit,100,1.0,1.0,0.004,0.20994179999979679
213,MAX,ArabicDigit,100,1.0,1.0,0.002,0.0001883000004454516
214,MS,ArabicDigit,100,1.0,1.0,0.002,0.02488150000135647
215,PACC,ArabicDigit,100,1.0,1.0,0.011000000000000001,0.0029273999971337616
216,PCC,ArabicDigit,100,1.0,1.0,0.020999999999999998,0.002566100003605243
217,SMM,ArabicDigit,100,1.0,1.0,0.0,0.00010379999730503187
218,SORD,ArabicDigit,100,1.0,1.0,0.002,0.4718136000010418
219,X,ArabicDigit,100,1.0,1.0,0.003,0.00035179999395040795
0,ACC,BNG,100,0.0,0.01,0.0,0.0002550999997765757
1,CC,BNG,100,0.0,0.01,0.012,5.299996701069176e-06
2,DyS,BNG,100,0.0,0.01,0.001,0.049353599999449216
3,HDy,BNG,100,0.0,0.01,0.0,0.22206349999760278
4,MAX,BNG,100,0.0,0.01,0.004,0.0001894999950309284
5,MS,BNG,100,0.0,0.01,0.0,0.02485819999856176
6,PACC,BNG,100,0.0,0.01,0.001,0.002740000003541354
7,PCC,BNG,100,0.0,0.01,0.019,0.0023824999952921644
8,SMM,BNG,100,0.0,0.01,0.001,0.0001455999954487197
9,SORD,BNG,100,0.0,0.01,0.0,2.3037729999996372
10,X,BNG,100,0.0,0.01,0.004,0.00036670000554295257
11,ACC,BNG,100,0.05,0.05,0.013000000000000001,0.00025630000163801014
12,CC,BNG,100,0.05,0.05,0.023,5.299996701069176e-06
13,DyS,BNG,100,0.05,0.05,0.012,0.049684700003126636
14,HDy,BNG,100,0.05,0.05,0.011,0.2242820000028587
15,MAX,BNG,100,0.05,0.05,0.021,0.00019210000027669594
16,MS,BNG,100,0.05,0.05,0.013000000000000001,0.025268299999879673
17,PACC,BNG,100,0.05,0.05,0.015,0.0027504000026965514
18,PCC,BNG,100,0.05,0.05,0.028000000000000004,0.0023934999990160577
19,SMM,BNG,100,0.05,0.05,0.013999999999999999,0.00014660000306321308
20,SORD,BNG,100,0.05,0.05,0.013999999999999999,2.31593150000117
21,X,BNG,100,0.05,0.05,0.016,0.0003723999980138615
22,ACC,BNG,100,0.11,0.13,0.012,0.00025430000096093863
23,CC,BNG,100,0.11,0.13,0.013000000000000001,5.199995939619839e-06
24,DyS,BNG,100,0.11,0.13,0.009,0.04944419999810634
25,HDy,BNG,100,0.11,0.13,0.008,0.22341149999556364
26,MAX,BNG,100,0.11,0.13,0.01,0.00018989999807672575
27,MS,BNG,100,0.11,0.13,0.009,0.02503910000086762
28,PACC,BNG,100,0.11,0.13,0.008,0.00275800000235904
29,PCC,BNG,100,0.11,0.13,0.018,0.002375900003244169
30,SMM,BNG,100,0.11,0.13,0.008,0.00014349999401019886
31,SORD,BNG,100,0.11,0.13,0.009,2.3209713000032934
32,X,BNG,100,0.11,0.13,0.014000000000000002,0.00037039999733678997
33,ACC,BNG,100,0.16,0.15,0.014000000000000002,0.0002523000002838671
34,CC,BNG,100,0.16,0.15,0.012,5.099995178170502e-06
35,DyS,BNG,100,0.16,0.15,0.016,0.049169500001880806
36,HDy,BNG,100,0.16,0.15,0.026000000000000002,0.22126920000300743
37,MAX,BNG,100,0.16,0.15,0.012,0.0001847000021371059
38,MS,BNG,100,0.16,0.15,0.011,0.025301499998022337
39,PACC,BNG,100,0.16,0.15,0.011,0.002756100002443418
40,PCC,BNG,100,0.16,0.15,0.009,0.0023927000002004206
41,SMM,BNG,100,0.16,0.15,0.011,0.0001432999997632578
42,SORD,BNG,100,0.16,0.15,0.011,2.3229812999998103
43,X,BNG,100,0.16,0.15,0.009,0.00037000000156695023
44,ACC,BNG,100,0.21,0.21,0.011000000000000001,0.00025520000053802505
45,CC,BNG,100,0.21,0.21,0.009,5.100002454128116e-06
46,DyS,BNG,100,0.21,0.21,0.009,0.04912730000069132
47,HDy,BNG,100,0.21,0.21,0.013000000000000001,0.2213292000014917
48,MAX,BNG,100,0.21,0.21,0.012,0.00018770000315271318
49,MS,BNG,100,0.21,0.21,0.006,0.02510939999774564
50,PACC,BNG,100,0.21,0.21,0.007000000000000001,0.002754799999820534
51,PCC,BNG,100,0.21,0.21,0.009,0.0023645999972359277
52,SMM,BNG,100,0.21,0.21,0.007000000000000001,0.00014660000306321308
53,SORD,BNG,100,0.21,0.21,0.007000000000000001,2.3152312000020174
54,X,BNG,100,0.21,0.21,0.011999999999999999,0.0003719000014825724
55,ACC,BNG,100,0.26,0.24,0.014000000000000002,0.00025660000392235816
56,CC,BNG,100,0.26,0.24,0.006,5.299996701069176e-06
57,DyS,BNG,100,0.26,0.24,0.011,0.04954569999972591
58,HDy,BNG,100,0.26,0.24,0.024,0.22443139999813866
59,MAX,BNG,100,0.26,0.24,0.011000000000000001,0.0001919999995152466
60,MS,BNG,100,0.26,0.24,0.011,0.025228500002413057
61,PACC,BNG,100,0.26,0.24,0.01,0.0027601999972830527
62,PCC,BNG,100,0.26,0.24,0.004,0.0023992999995243736
63,SMM,BNG,100,0.26,0.24,0.01,0.00014419999934034422
64,SORD,BNG,100,0.26,0.24,0.009000000000000001,2.3020781000013812
65,X,BNG,100,0.26,0.24,0.006,0.00037480000173673034
66,ACC,BNG,100,0.32,0.31,0.013000000000000001,0.00025910000113071874
67,CC,BNG,100,0.32,0.31,0.011,5.200003215577453e-06
68,DyS,BNG,100,0.32,0.31,0.014000000000000002,0.050108600000385195
69,HDy,BNG,100,0.32,0.31,0.023,0.2264368000032846
70,MAX,BNG,100,0.32,0.31,0.014000000000000002,0.00019470000552246347
71,MS,BNG,100,0.32,0.31,0.013000000000000001,0.025424000006751157
72,PACC,BNG,100,0.32,0.31,0.013000000000000001,0.002812300001096446
73,PCC,BNG,100,0.32,0.31,0.011,0.002452699998684693
74,SMM,BNG,100,0.32,0.31,0.012,0.00015139999595703557
75,SORD,BNG,100,0.32,0.31,0.009999999999999998,2.413202199997613
76,X,BNG,100,0.32,0.31,0.013000000000000001,0.0003848999986075796
77,ACC,BNG,100,0.37,0.36,0.011,0.0002626999994390644
78,CC,BNG,100,0.37,0.36,0.011,5.299996701069176e-06
79,DyS,BNG,100,0.37,0.36,0.014000000000000002,0.05004789999657078
80,HDy,BNG,100,0.37,0.36,0.025,0.22617519999766955
81,MAX,BNG,100,0.37,0.36,0.019,0.0001973000034922734
82,MS,BNG,100,0.37,0.36,0.013000000000000001,0.02558040000440087
83,PACC,BNG,100,0.37,0.36,0.013000000000000001,0.0027945999972871505
84,PCC,BNG,100,0.37,0.36,0.012,0.0024015000017243437
85,SMM,BNG,100,0.37,0.36,0.012,0.00014519999967887998
86,SORD,BNG,100,0.37,0.36,0.012,2.408291799998551
87,X,BNG,100,0.37,0.36,0.015,0.00038219999987632036
88,ACC,BNG,100,0.42,0.42,0.016000000000000004,0.0002609000002848916
89,CC,BNG,100,0.42,0.42,0.016000000000000004,5.200003215577453e-06
90,DyS,BNG,100,0.42,0.42,0.009999999999999998,0.05028920000040671
91,HDy,BNG,100,0.42,0.42,0.021,0.2259191000048304
92,MAX,BNG,100,0.42,0.42,0.005,0.00019710000196937472
93,MS,BNG,100,0.42,0.42,0.009999999999999998,0.025483899997198023
94,PACC,BNG,100,0.42,0.42,0.011,0.002823399998305831
95,PCC,BNG,100,0.42,0.42,0.011,0.002405999999609776
96,SMM,BNG,100,0.42,0.42,0.011,0.00015079999866429716
97,SORD,BNG,100,0.42,0.42,0.009999999999999998,2.3953060999992886
98,X,BNG,100,0.42,0.42,0.006999999999999999,0.00038409999979194254
99,ACC,BNG,100,0.47,0.48,0.013000000000000001,0.0002623000036692247
100,CC,BNG,100,0.47,0.48,0.013000000000000001,5.199995939619839e-06
101,DyS,BNG,100,0.47,0.48,0.012,0.05013420000614133
102,HDy,BNG,100,0.47,0.48,0.02,0.2255617999981041
103,MAX,BNG,100,0.47,0.48,0.006999999999999999,0.00019549999706214294
104,MS,BNG,100,0.47,0.48,0.01,0.025105599997914396
105,PACC,BNG,100,0.47,0.48,0.016,0.002747600003203843
106,PCC,BNG,100,0.47,0.48,0.016,0.0024052999942796305
107,SMM,BNG,100,0.47,0.48,0.01,0.00014879999798722565
108,SORD,BNG,100,0.47,0.48,0.01,2.399490899995726
109,X,BNG,100,0.47,0.48,0.007999999999999998,0.0003847999978461303
110,ACC,BNG,100,0.53,0.53,0.011,0.0002530000056140125
111,CC,BNG,100,0.53,0.53,0.015000000000000003,5.000001692678779e-06
112,DyS,BNG,100,0.53,0.53,0.014000000000000002,0.04958679999981541
113,HDy,BNG,100,0.53,0.53,0.02,0.22285679999913555
114,MAX,BNG,100,0.53,0.53,0.014000000000000002,0.00019279999833088368
115,MS,BNG,100,0.53,0.53,0.009999999999999998,0.025156299998343457
116,PACC,BNG,100,0.53,0.53,0.015000000000000003,0.0027312999955029227
117,PCC,BNG,100,0.53,0.53,0.019000000000000003,0.0023688000001129694
118,SMM,BNG,100,0.53,0.53,0.01,0.00014560000272467732
119,SORD,BNG,100,0.53,0.53,0.009,2.3654218000010587
120,X,BNG,100,0.53,0.53,0.011,0.0003778000027523376
121,ACC,BNG,100,0.58,0.59,0.011,0.0002571000004536472
122,CC,BNG,100,0.58,0.59,0.017000000000000005,5.200003215577453e-06
123,DyS,BNG,100,0.58,0.59,0.009,0.04990570000518346
124,HDy,BNG,100,0.58,0.59,0.014000000000000002,0.22316780000255676
125,MAX,BNG,100,0.58,0.59,0.009,0.0001908999984152615
126,MS,BNG,100,0.58,0.59,0.009,0.025285499999881722
127,PACC,BNG,100,0.58,0.59,0.018,0.002747900005488191
128,PCC,BNG,100,0.58,0.59,0.023,0.0023875000042608008
129,SMM,BNG,100,0.58,0.59,0.009,0.00014570000348612666
130,SORD,BNG,100,0.58,0.59,0.009999999999999998,2.376710299999104
131,X,BNG,100,0.58,0.59,0.009999999999999998,0.00037770000199088827
132,ACC,BNG,100,0.63,0.61,0.009,0.00025800000003073364
133,CC,BNG,100,0.63,0.61,0.013000000000000001,5.299996701069176e-06
134,DyS,BNG,100,0.63,0.61,0.009,0.049409200000809506
135,HDy,BNG,100,0.63,0.61,0.012,0.22472609999385895
136,MAX,BNG,100,0.63,0.61,0.018000000000000002,0.00019099999917671084
137,MS,BNG,100,0.63,0.61,0.009999999999999998,0.02508930000476539
138,PACC,BNG,100,0.63,0.61,0.009000000000000001,0.002741500000411179
139,PCC,BNG,100,0.63,0.61,0.019000000000000003,0.002401600002485793
140,SMM,BNG,100,0.63,0.61,0.009,0.00014519999967887998
141,SORD,BNG,100,0.63,0.61,0.009999999999999998,2.371218600004795
142,X,BNG,100,0.63,0.61,0.015999999999999997,0.00037209999572951347
143,ACC,BNG,100,0.68,0.69,0.022000000000000002,0.00025570000434527174
144,CC,BNG,100,0.68,0.69,0.026000000000000002,5.200003215577453e-06
145,DyS,BNG,100,0.68,0.69,0.013000000000000001,0.049612100003287196
146,HDy,BNG,100,0.68,0.69,0.016999999999999998,0.22402129999682074
147,MAX,BNG,100,0.68,0.69,0.006,0.0001934000028995797
148,MS,BNG,100,0.68,0.69,0.016000000000000004,0.025112799994531088
149,PACC,BNG,100,0.68,0.69,0.019999999999999997,0.0027380999963497743
150,PCC,BNG,100,0.68,0.69,0.034,0.0023845000032451935
151,SMM,BNG,100,0.68,0.69,0.018000000000000002,0.00014379999629454687
152,SORD,BNG,100,0.68,0.69,0.017000000000000005,2.3537391999998363
153,X,BNG,100,0.68,0.69,0.013000000000000001,0.00038070000300649554
154,ACC,BNG,100,0.74,0.75,0.014000000000000002,0.0002555999963078648
155,CC,BNG,100,0.74,0.75,0.012,5.199995939619839e-06
156,DyS,BNG,100,0.74,0.75,0.01,0.04935750000004191
157,HDy,BNG,100,0.74,0.75,0.012,0.22271729999920353
158,MAX,BNG,100,0.74,0.75,0.011000000000000001,0.00018899999849963933
159,MS,BNG,100,0.74,0.75,0.012,0.024941600000602193
160,PACC,BNG,100,0.74,0.75,0.009999999999999998,0.0027358000006643124
161,PCC,BNG,100,0.74,0.75,0.023,0.0023737999945296906
162,SMM,BNG,100,0.74,0.75,0.01,0.00014209999790182337
163,SORD,BNG,100,0.74,0.75,0.011,2.356719700001122
164,X,BNG,100,0.74,0.75,0.014000000000000002,0.00037460000021383166
165,ACC,BNG,100,0.79,0.8,0.011,0.0002573000019765459
166,CC,BNG,100,0.79,0.8,0.023,5.199995939619839e-06
167,DyS,BNG,100,0.79,0.8,0.008,0.049626899999566376
168,HDy,BNG,100,0.79,0.8,0.009,0.22386459999688668
169,MAX,BNG,100,0.79,0.8,0.006,0.00019289999909233302
170,MS,BNG,100,0.79,0.8,0.011,0.025451499997870997
171,PACC,BNG,100,0.79,0.8,0.015000000000000003,0.0028011000031256117
172,PCC,BNG,100,0.79,0.8,0.034999999999999996,0.00243870000122115
173,SMM,BNG,100,0.79,0.8,0.013000000000000001,0.00014749999536434188
174,SORD,BNG,100,0.79,0.8,0.012,2.359752899996238
175,X,BNG,100,0.79,0.8,0.009999999999999998,0.00037150000571273267
176,ACC,BNG,100,0.84,0.86,0.009,0.0002519999979995191
177,CC,BNG,100,0.84,0.86,0.020999999999999998,5.199995939619839e-06
178,DyS,BNG,100,0.84,0.86,0.009,0.04948520000471035
179,HDy,BNG,100,0.84,0.86,0.009,0.2233150000029127
180,MAX,BNG,100,0.84,0.86,0.009999999999999998,0.00019180000526830554
181,MS,BNG,100,0.84,0.86,0.011,0.02515259999927366
182,PACC,BNG,100,0.84,0.86,0.017,0.0027549000005819835
183,PCC,BNG,100,0.84,0.86,0.037,0.0023815000022295862
184,SMM,BNG,100,0.84,0.86,0.014000000000000002,0.00014460000238614157
185,SORD,BNG,100,0.84,0.86,0.009999999999999998,2.35658020000119
186,X,BNG,100,0.84,0.86,0.013000000000000001,0.0003758000020752661
187,ACC,BNG,100,0.89,0.89,0.015,0.0002516999957151711
188,CC,BNG,100,0.89,0.89,0.026000000000000002,5.100002454128116e-06
189,DyS,BNG,100,0.89,0.89,0.008,0.04943479999928968
190,HDy,BNG,100,0.89,0.89,0.01,0.2225817999933497
191,MAX,BNG,100,0.89,0.89,0.009,0.00019120000069960952
192,MS,BNG,100,0.89,0.89,0.009,0.024895499998820014
193,PACC,BNG,100,0.89,0.89,0.014000000000000002,0.0027391000039642677
194,PCC,BNG,100,0.89,0.89,0.038,0.002366199994867202
195,SMM,BNG,100,0.89,0.89,0.012,0.00014540000120177865
196,SORD,BNG,100,0.89,0.89,0.009999999999999998,2.363387100005639
197,X,BNG,100,0.89,0.89,0.009999999999999998,0.0003727000002982095
198,ACC,BNG,100,0.95,0.95,0.01,0.00025769999774638563
199,CC,BNG,100,0.95,0.95,0.024,5.299996701069176e-06
200,DyS,BNG,100,0.95,0.95,0.004,0.04950299999472918
201,HDy,BNG,100,0.95,0.95,0.004,0.22289199999795528
202,MAX,BNG,100,0.95,0.95,0.006,0.00019250000332249328
203,MS,BNG,100,0.95,0.95,0.009,0.024931799998739734
204,PACC,BNG,100,0.95,0.95,0.013000000000000001,0.002726400001847651
205,PCC,BNG,100,0.95,0.95,0.037,0.0024212999996962026
206,SMM,BNG,100,0.95,0.95,0.008,0.00014650000230176374
207,SORD,BNG,100,0.95,0.95,0.008,2.3726334999955725
208,X,BNG,100,0.95,0.95,0.008,0.0003806999957305379
209,ACC,BNG,100,1.0,1.0,0.005,0.00025150000146823004
210,CC,BNG,100,1.0,1.0,0.027000000000000003,5.199995939619839e-06
211,DyS,BNG,100,1.0,1.0,0.006,0.04887069999676896
212,HDy,BNG,100,1.0,1.0,0.004,0.21841730000596726
213,MAX,BNG,100,1.0,1.0,0.004,0.00018489999638404697
214,MS,BNG,100,1.0,1.0,0.004,0.024379700000281446
215,PACC,BNG,100,1.0,1.0,0.015000000000000003,0.002654200005054008
216,PCC,BNG,100,1.0,1.0,0.043,0.002325800000107847
217,SMM,BNG,100,1.0,1.0,0.005,0.00013269999908516183
218,SORD,BNG,100,1.0,1.0,0.004,2.2206734999999753
219,X,BNG,100,1.0,1.0,0.004,0.0003611000065575354
