climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa
-129,-23,-0.07,-0.15,0.4,-11,4,-0.007,2.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-54,-24,-0.09,-0.02,0.3,-11,15,0.001,-0.5,-0.0005,-0.0005,-0.0005,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
37,-24,0.11,-0.03,0.3,-11,7,0.015,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-173,-25,-0.14,0.15,0.8,-10,-13,-0.031,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-241,-27,-0.32,0.08,0.7,-10,-11,-0.033,0.6,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
-242,-33,-0.67,-0.03,0.1,-11,10,-0.027,0.6,-0.0005,-0.0008,-0.0008,-0.0012,0.0003,0.0,0.0004,0.0,-0.0012
177,-35,-0.11,-0.08,-1.3,-12,13,0.024,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
310,-30,0.19,-0.01,-1.3,-12,6,0.024,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
366,-20,0.54,0.03,-0.7,-12,1,0.019,0.5,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
361,-14,0.6,0.11,0.0,-11,-6,-0.002,-1.2,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006
-225,-6,-0.65,0.12,-0.4,-11,-8,-0.007,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-195,-14,-0.57,0.01,-1.5,-12,10,0.009,-0.9,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007
-147,-15,-0.49,-0.11,-1.8,-13,9,0.014,0.9,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-21,-16,-0.34,0.01,-2.2,-13,16,0.021,-1.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
319,-10,0.33,-0.07,-2.2,-13,14,0.025,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
264,3,0.64,0.2,-1.1,-12,-15,0.001,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
202,4,0.64,0.23,-0.9,-12,-17,0.001,-0.8,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006
111,6,0.58,0.15,-0.5,-11,-14,-0.015,1.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-216,5,0.14,0.24,0.2,-11,-26,-0.032,1.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
-404,-4,-0.3,0.13,0.1,-11,-2,-0.032,-1.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
-263,-25,-0.22,-0.01,-1.4,-12,7,0.024,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
115,-29,0.51,-0.08,-1.0,-12,14,0.021,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
214,-27,0.65,0.05,-0.5,-11,9,0.014,-2.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
274,-21,0.76,0.01,0.6,-10,4,0.005,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
296,-18,0.78,0.08,1.1,-10,3,0.002,-0.7,-0.0007,-0.0007,-0.0007,-0.0005,-0.0002,0.0,-0.0003,0.0,-0.0005
296,-17,0.76,0.22,1.2,-10,-2,-0.011,-2.7,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,-0.0002,0.0,-0.0007
224,-15,0.65,0.08,1.7,-9,-16,-0.022,1.0,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009
96,-10,0.05,0.09,2.4,-9,-8,-0.036,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
68,-9,-0.1,0.08,2.4,-9,-8,-0.036,0.3,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011
-102,-10,-0.32,0.08,1.8,-9,-7,-0.005,0.1,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007
-157,-13,-0.47,0.06,1.3,-10,-2,-0.013,-0.2,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008
170,-15,-0.03,-0.06,0.1,-11,11,0.014,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
280,-9,0.2,-0.02,0.3,-11,4,0.013,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
326,-3,0.27,0.05,0.6,-10,1,0.0,-0.7,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
329,1,0.27,0.03,0.7,-10,1,0.0,0.1,-0.0007,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006
259,13,-0.06,0.06,1.0,-10,-3,-0.014,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-168,18,-0.29,0.16,0.2,-11,-13,0.0,-0.1,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007
-289,8,-0.07,0.07,-0.4,-11,-4,0.01,0.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005
-386,2,-0.17,0.24,-0.5,-11,-21,-0.023,-1.7,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-530,-9,-0.47,0.1,-0.8,-12,-3,-0.028,0.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
-562,-18,-0.5,-0.16,-1.4,-12,3,0.025,3.5,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-393,-31,-0.05,-0.05,-1.8,-13,8,0.029,0.9,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-109,-38,0.47,-0.2,-1.5,-12,32,0.031,0.2,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002
335,-26,0.24,-0.03,0.9,-10,7,-0.026,-0.4,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
334,-15,-0.17,0.05,1.0,-10,-5,-0.022,0.9,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
327,-14,-0.21,0.07,0.9,-10,-4,-0.021,0.4,-0.0007,-0.001,-0.001,-0.001,0.0003,0.0,0.0,0.0,-0.001
183,-2,-0.27,0.1,0.2,-11,-7,0.001,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-182,0,-0.22,0.16,-0.7,-12,-12,0.002,0.0,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007
-248,-3,-0.17,0.04,-0.8,-12,-11,0.015,1.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-162,-13,0.24,0.02,-0.7,-12,4,0.013,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-121,-15,0.35,-0.11,-0.5,-11,8,0.014,1.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-115,-18,-0.12,0.08,0.1,-11,-6,-0.019,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-85,-21,-0.11,-0.05,-0.2,-11,12,0.011,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
135,-18,0.42,0.01,0.8,-10,3,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
154,-16,0.44,0.11,1.0,-10,2,-0.004,-0.9,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006
-105,-15,-0.1,0.12,1.5,-9,-11,-0.02,0.1,-0.0011,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009
-196,-17,-0.32,0.28,1.4,-10,-17,-0.033,-2.6,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
-373,-23,-0.53,-0.18,0.8,-10,3,0.005,5.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
5,-32,0.01,-0.09,-0.2,-11,15,0.028,-0.3,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
114,-31,0.18,0.01,-0.1,-11,10,0.012,-2.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
178,-23,0.2,0.04,0.6,-10,0,-0.003,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-178,-20,-0.52,0.19,0.0,-11,-13,-0.002,-0.9,-0.0005,-0.0006,-0.0006,-0.0007,0.0,0.0,0.0002,0.0,-0.0007
-193,-27,-0.26,0.04,-0.8,-12,3,0.016,-0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-188,-28,-0.23,0.02,-0.8,-12,3,0.016,0.0,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005
-152,-31,0.01,0.06,-1.0,-12,1,0.027,-1.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
53,-33,0.44,-0.1,-0.6,-12,23,0.026,-1.7,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
74,-28,0.57,0.12,0.6,-10,-15,-0.007,1.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
27,-28,0.54,0.15,0.9,-10,-12,-0.008,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0001,0.0,-0.0007
-264,-33,-0.17,0.15,1.5,-10,-13,-0.033,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-337,-38,-0.46,-0.13,1.2,-10,7,-0.028,4.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-269,-42,-0.57,0.08,0.8,-10,3,0.008,-2.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
243,-45,-0.24,-0.13,-0.6,-12,20,0.011,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
547,-22,0.3,0.0,-0.6,-12,6,0.019,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
552,-11,0.51,0.28,-0.1,-11,-15,0.015,-3.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
276,2,0.38,0.2,0.8,-10,-19,-0.026,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
1,7,-0.51,0.09,0.6,-10,-7,-0.022,0.2,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011
-26,6,-0.48,0.04,-1.0,-12,1,0.009,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006
147,8,0.24,0.0,-1.4,-12,7,0.024,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
182,16,0.76,0.06,0.1,-11,-2,0.015,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
172,19,0.81,0.12,0.7,-10,-4,-0.006,-1.1,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006
85,21,0.62,0.13,1.4,-10,-12,-0.025,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-103,20,-0.12,0.09,2.1,-9,-8,-0.035,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
226,19,-0.54,-0.09,-0.1,-11,14,0.014,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
398,33,-0.1,0.01,-0.9,-12,6,0.022,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
415,47,0.32,0.07,-0.7,-12,-2,0.019,0.0,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
336,61,0.49,0.11,0.3,-11,-6,-0.002,-0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
229,66,0.45,0.31,0.8,-10,-23,-0.008,-3.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-123,67,0.27,0.41,1.3,-10,-43,-0.02,-1.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-680,47,-0.1,0.17,1.5,-10,-16,-0.013,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-825,32,-0.23,0.1,1.3,-10,-8,-0.011,0.5,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008
-495,5,-0.29,-0.21,0.7,-10,26,-0.001,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
134,-3,-0.39,-0.2,-0.2,-11,26,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
392,3,-0.41,0.27,-0.7,-12,7,0.001,-5.6,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007
322,9,-0.25,-0.02,-1.0,-12,1,0.023,2.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
235,16,0.06,0.18,-1.2,-12,-19,0.021,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-57,19,0.26,0.2,-0.8,-12,-19,0.006,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-234,16,0.31,0.15,-0.5,-11,-11,0.002,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-300,14,0.32,0.1,-0.3,-11,-13,-0.002,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-496,-2,0.03,0.14,0.2,-11,-10,-0.016,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-516,-20,-0.25,0.02,0.0,-11,1,-0.013,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-283,-34,-0.37,-0.1,-0.7,-12,14,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-254,-35,-0.38,-0.11,-0.8,-12,15,-0.004,0.3,-0.0006,-0.0008,-0.0008,-0.0008,0.0002,0.0,0.0,0.0,-0.0008
93,-38,0.13,-0.06,-1.2,-12,12,0.022,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
168,-32,0.49,0.05,-0.6,-11,-2,0.015,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
166,-32,0.52,0.06,-0.5,-11,-2,0.015,0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
153,-26,0.46,0.05,0.8,-10,-2,-0.009,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
150,-25,0.45,0.06,0.9,-10,-2,-0.009,-0.2,-0.0009,-0.0007,-0.0007,-0.0007,-0.0003,0.0,0.0,0.0,-0.0007
98,-17,-0.7,0.05,0.4,-11,-2,-0.024,0.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
95,-16,-0.79,0.05,0.1,-11,-2,-0.022,0.0,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011
99,-13,-0.58,0.04,-1.8,-13,3,0.019,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
105,-13,-0.54,0.04,-1.9,-13,3,0.019,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005
133,-9,-0.1,0.05,-2.4,-13,1,0.03,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
70,-7,0.23,0.21,-2.3,-13,-19,0.024,-1.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-433,-15,0.49,0.22,-1.1,-12,-19,0.003,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-450,-38,0.42,-0.06,0.2,-11,9,-0.006,-0.1,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007
-323,-36,-0.82,0.14,0.2,-18,2,0.001,0.1,-0.0021,-0.0021,-0.0021,-0.0021,0.0,0.0,0.0,0.0,-0.0021
-295,-41,-0.7,0.04,-0.7,-19,4,0.025,0.7,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
136,-46,0.11,0.03,-1.6,-19,15,0.027,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
97,-30,0.65,0.26,0.8,-17,-9,-0.003,-0.1,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016
26,-29,0.59,0.31,1.3,-17,-11,-0.02,-0.6,-0.0023,-0.0021,-0.0021,-0.0021,-0.0003,0.0,0.0,0.0,-0.0021
-135,-31,0.19,0.24,1.8,-16,-10,-0.031,0.3,-0.0024,-0.0024,-0.0024,-0.0024,0.0,0.0,0.0,0.0,-0.0024
-204,-33,-0.02,0.04,1.9,-16,-7,-0.02,2.0,-0.002,-0.002,-0.002,-0.0022,0.0,0.0,0.0001,0.0,-0.0022
-207,-34,-0.08,0.03,1.9,-16,2,-0.015,1.7,-0.0017,-0.0018,-0.0018,-0.002,0.0001,0.0,0.0002,0.0,-0.002
-182,-38,-0.09,0.21,1.7,-16,-4,0.0,-1.0,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016
-205,-41,-0.05,0.03,1.7,-16,3,0.008,1.5,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
-149,-44,0.04,0.02,1.7,-16,7,0.007,0.6,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
116,-34,-0.41,0.19,0.3,-18,-2,-0.008,-0.2,-0.0018,-0.0019,-0.0019,-0.0019,0.0001,0.0,0.0,0.0,-0.0019
-41,-31,-0.14,0.28,-0.6,-19,-10,0.015,0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
-118,-33,0.09,0.07,-0.7,-19,2,0.021,2.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-54,-36,0.7,0.15,0.2,-18,3,0.027,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008
-49,-36,0.75,0.15,0.4,-18,2,0.026,-0.4,-0.0011,-0.0008,-0.0008,-0.0008,-0.0004,0.0,-0.0002,0.0,-0.0008
-46,-36,0.8,0.16,0.5,-17,1,0.022,-0.4,-0.0018,-0.0011,-0.0011,-0.0008,-0.0007,0.0,-0.0004,0.0,-0.0008
-127,-39,0.13,0.2,1.7,-16,-7,-0.037,0.0,-0.0024,-0.0024,-0.0024,-0.0024,0.0,0.0,0.0,0.0,-0.0024
-114,-44,-0.61,0.14,1.2,-17,3,-0.035,-0.7,-0.0025,-0.0025,-0.0025,-0.0025,0.0,0.0,0.0,0.0,-0.0025
-99,-45,-0.8,0.18,0.7,-17,2,-0.032,-0.2,-0.0019,-0.0021,-0.0021,-0.0025,0.0002,0.0,0.0004,0.0,-0.0025
-128,-47,-0.82,0.18,-0.2,-18,-5,0.004,0.6,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017
-120,-49,-0.72,-0.04,-1.0,-19,9,0.014,2.4,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015
-26,-50,-0.59,0.27,-1.5,-19,9,0.024,-2.2,-0.0008,-0.001,-0.001,-0.0012,0.0002,0.0,0.0002,0.0,-0.0012
41,-50,0.15,0.18,-1.9,-20,5,0.04,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
62,-48,0.47,0.25,-1.3,-19,-5,0.004,-0.7,-0.0018,-0.0017,-0.0017,-0.0015,-0.0002,0.0,-0.0003,0.0,-0.0015
-172,-50,-0.01,0.28,-0.5,-18,-10,-0.018,-0.1,-0.002,-0.002,-0.002,-0.002,0.0,0.0,0.0,0.0,-0.002
-209,-55,-0.31,0.08,-0.7,-19,9,-0.024,0.8,-0.0022,-0.0022,-0.0022,-0.0022,0.0,0.0,0.0,0.0,-0.0022
93,-59,0.31,0.03,-1.1,-19,15,0.041,-0.7,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
345,-50,0.74,0.06,0.2,-18,9,0.011,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
405,-45,0.8,0.29,0.9,-17,3,0.007,-2.7,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0.0,0.0,0.0,-0.0011
-172,-31,-0.5,0.28,2.3,-16,-15,-0.032,0.0,-0.0017,-0.002,-0.002,-0.0021,0.0003,0.0,0.0001,0.0,-0.0021
-247,-42,-0.4,0.13,1.1,-17,2,0.011,-0.7,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012
-225,-45,-0.31,-0.07,0.8,-17,6,0.009,1.7,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0.0,0.0,0.0,-0.0012
55,-48,-0.25,-0.03,0.3,-18,16,0.003,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
87,-47,-0.25,-0.03,0.2,-18,16,0.003,-0.1,-0.0011,-0.0014,-0.0014,-0.0014,0.0002,0.0,0.0,0.0,-0.0014
475,-35,0.33,0.0,0.3,-18,14,0.023,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
592,-22,0.53,0.22,0.9,-17,-4,0.0,-1.6,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013
556,-15,0.43,0.32,1.3,-17,-7,-0.023,-1.8,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018
258,3,0.0,0.27,1.8,-16,-14,-0.018,-0.1,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016
129,11,-0.4,0.15,1.2,-17,-3,-0.013,0.2,-0.0014,-0.0016,-0.0016,-0.0016,0.0002,0.0,0.0,0.0,-0.0016
-13,14,-0.46,0.23,0.1,-18,-7,0.0,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014
-48,12,-0.19,0.16,-0.8,-19,0,0.017,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
-149,7,0.46,0.22,-0.3,-18,-7,0.014,-0.1,-0.0013,-0.0011,-0.0011,-0.001,-0.0003,0.0,-0.0002,0.0,-0.001
-160,7,0.48,0.23,-0.2,-18,-7,0.01,-0.2,-0.0014,-0.0013,-0.0013,-0.0011,-0.0003,0.0,-0.0003,0.0,-0.0011
-275,-11,-0.28,0.18,0.6,-17,-4,-0.023,0.0,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018
-295,-15,-0.44,0.08,0.3,-18,-1,-0.02,1.3,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018
-291,-16,-0.48,0.01,0.2,-18,3,-0.019,1.6,-0.0016,-0.0018,-0.0018,-0.0018,0.0002,0.0,0.0,0.0,-0.0018
-201,-24,-0.2,0.13,-0.7,-19,6,0.022,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-182,-25,-0.11,0.13,-0.8,-19,4,0.022,-0.4,-0.0008,-0.0008,-0.0008,-0.0009,0.0001,0.0,0.0001,0.0,-0.0009
-36,-29,0.57,0.1,-0.3,-18,6,0.028,0.1,-0.0009,-0.0007,-0.0007,-0.0007,-0.0003,0.0,0.0,0.0,-0.0007
-5,-29,0.65,0.2,0.2,-18,4,-0.006,-1.1,-0.0014,-0.0014,-0.0014,-0.0013,0.0,0.0,-0.0002,0.0,-0.0013
-57,-29,0.36,0.23,0.9,-17,-7,-0.034,-0.5,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019
-70,-30,0.29,0.23,1.0,-17,-8,-0.034,-0.6,-0.0023,-0.0019,-0.0019,-0.0019,-0.0005,0.0,0.0,0.0,-0.0019
-126,-34,-0.79,0.15,0.5,-18,-1,-0.046,-0.4,-0.0024,-0.0024,-0.0024,-0.0024,0.0,0.0,0.0,0.0,-0.0024
-127,-35,-0.87,0.14,0.3,-18,-1,-0.045,0.1,-0.0019,-0.0024,-0.0024,-0.0024,0.0005,0.0,0.0,0.0,-0.0024
-92,-37,-0.84,-0.05,-0.9,-19,12,0.026,2.4,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0.0,0.0001,0.0,-0.001
-33,-37,-0.72,0.03,-1.2,-19,16,0.032,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-1,-37,-0.65,-0.03,-1.4,-19,16,0.032,-0.1,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008
290,-33,0.05,0.01,-1.9,-20,16,0.04,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
